Bien jurídico afectado;(Todas);;;;;;;;;;;;
Tipo de delito;(Todas);;;;;;;;;;;;
Subtipo de delito;(Todas);;;;;;;;;;;;
Modalidad;(Todas);;;;;;;;;;;;
;;;;;;;;;;;;;
Suma de Total;;;Etiquetas de columna;;;;;;;;;;
Etiquetas de fila;Cve# Municipio;Municipio;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
Puebla;21053;Chignahuapan;403;277;415;566;790;703;646;547;566;720;739
Puebla;21054;Chignautla;90;114;136;106;172;143;202;174;161;178;175
Puebla;21055;Chila;12;16;12;10;38;40;29;29;24;28;27
Puebla;21056;Chila de la Sal;4;2;4;3;6;12;8;2;3;8;0
Puebla;21057;Honey;24;8;7;29;44;32;32;23;31;27;43
Puebla;21058;Chilchotla;27;31;19;36;61;37;46;28;40;33;46
Puebla;21059;Chinantla;11;13;17;15;17;27;42;38;21;20;31
Puebla;21060;Domingo Arenas;33;21;19;29;14;32;30;35;22;31;42
Puebla;21061;Eloxochitlán;18;23;14;18;17;22;22;24;11;28;36
Puebla;21062;Epatlán;25;21;25;21;36;37;41;35;45;26;20
Puebla;21063;Esperanza;180;213;405;438;383;322;217;324;373;430;400
Puebla;21064;Francisco Z. Mena;93;70;43;59;78;92;60;89;41;44;50
Puebla;21065;General Felipe Ángeles;65;49;68;60;73;53;61;56;59;61;77
Puebla;21066;Guadalupe;11;17;10;10;39;35;36;26;19;27;17
Puebla;21067;Guadalupe Victoria;264;127;156;182;212;225;183;131;129;102;94
Puebla;21068;Hermenegildo Galeana;8;4;1;5;4;11;7;10;14;16;5
Puebla;21069;Huaquechula;78;67;63;55;81;118;140;129;113;144;162
Puebla;21070;Huatlatlauca;3;12;6;15;52;43;48;19;9;12;26
Puebla;21071;Huauchinango;1293;844;758;712;1252;1285;1282;1135;1096;1390;1455
Puebla;21072;Huehuetla;25;15;7;28;57;90;92;94;48;46;64
Puebla;21073;Huehuetlán el Chico;17;14;21;58;51;45;42;40;46;48;39
Puebla;21074;Huejotzingo;1225;798;599;802;1207;1262;1080;1270;1165;1278;1313
Puebla;21075;Hueyapan;35;47;30;21;62;40;74;56;69;84;81
Puebla;21076;Hueytamalco;69;86;146;86;149;156;192;125;132;138;159
Puebla;21077;Hueytlalpan;7;3;2;8;5;11;16;12;6;6;3
Puebla;21078;Huitzilan de Serdán;12;6;11;14;35;26;30;30;29;31;29
Puebla;21079;Huitziltepec;18;17;16;9;27;40;25;37;34;29;34
Puebla;21080;Atlequizayan;1;0;1;3;2;1;3;3;1;4;1
Puebla;21081;Ixcamilpa de Guerrero;7;3;4;8;18;8;5;12;4;7;12
Puebla;21082;Ixcaquixtla;17;36;40;22;89;107;69;50;43;61;62
Puebla;21083;Ixtacamaxtitlán;36;22;37;36;60;46;44;61;51;53;30
Puebla;21084;Ixtepec;20;6;3;11;11;23;26;10;8;21;10
Puebla;21085;Izúcar de Matamoros;685;892;984;980;1108;1141;1062;1016;926;1050;1043
Puebla;21086;Jalpan;60;56;36;62;53;47;71;47;52;78;67
Puebla;21087;Jolalpan;25;16;28;41;46;25;30;31;24;25;19
Puebla;21088;Jonotla;8;6;7;11;12;13;10;11;4;10;12
Puebla;21089;Jopala;22;7;10;11;18;14;23;24;23;21;32
Puebla;21090;Juan C. Bonilla;114;68;115;104;222;361;341;367;369;288;277
Puebla;21091;Juan Galindo;63;61;41;34;114;89;94;68;61;69;91
Puebla;21092;Juan N. Méndez;3;12;10;13;37;19;20;10;12;12;20
Puebla;21093;Lafragua;15;19;15;35;39;41;40;29;25;23;14
Puebla;21094;Libres;350;317;405;453;519;426;409;404;396;393;464
Puebla;21095;La Magdalena Tlatlauquitepec;1;0;0;2;3;2;2;0;1;1;6
Puebla;21096;Mazapiltepec de Juárez;13;13;19;17;15;22;35;48;37;96;62
Puebla;21097;Mixtla;2;7;4;8;12;7;4;10;10;18;15
Puebla;21098;Molcaxac;8;19;42;21;59;53;57;32;37;51;30
Puebla;21099;Cañada Morelos;92;140;281;500;292;137;129;81;46;102;93
Puebla;21100;Naupan;28;10;14;11;24;21;14;16;21;29;22
Puebla;21101;Nauzontla;4;9;6;19;3;14;15;18;9;18;10
Puebla;21102;Nealtican;32;29;18;27;64;56;80;87;79;78;68
Puebla;21103;Nicolás Bravo;41;56;131;201;38;26;41;34;28;38;43
Puebla;21104;Nopalucan;88;111;96;184;202;197;173;152;184;129;204
Puebla;21105;Ocotepec;29;22;21;8;40;28;49;40;27;21;40
Puebla;21106;Ocoyucan;81;72;129;178;232;312;379;345;372;418;350
Puebla;21107;Olintla;5;5;4;9;16;30;29;12;15;19;14
Puebla;21108;Oriental;224;253;380;395;310;340;385;324;324;361;313
Puebla;21109;Pahuatlán;50;18;31;43;84;69;111;95;104;262;107
Puebla;21110;Palmar de Bravo;212;306;432;621;428;366;407;371;347;409;423
Puebla;21111;Pantepec;58;34;27;42;44;61;91;70;57;46;75
Puebla;21112;Petlalcingo;9;40;20;29;53;60;46;51;52;49;52
Puebla;21113;Piaxtla;13;22;15;15;29;38;122;68;30;39;22
Puebla;21114;Puebla;32292;23414;24529;25829;28774;18462;28839;31679;32315;32045;35509
Puebla;21115;Quecholac;202;252;261;443;429;170;218;301;271;305;303
Puebla;21116;Quimixtlán;17;24;23;19;48;47;35;34;33;32;41
Puebla;21117;Rafael Lara Grajales;92;99;121;103;143;156;183;162;147;141;163
Puebla;21118;Los Reyes de Juárez;82;128;139;193;192;188;185;156;140;169;205
Puebla;21119;San Andrés Cholula;3151;2126;1725;2127;3024;2348;2878;3111;3322;3313;3614
Puebla;21120;San Antonio Cañada;15;7;7;9;27;17;16;14;25;19;22
Puebla;21121;San Diego la Mesa Tochimiltzingo;2;2;1;5;2;3;1;3;0;5;6
Puebla;21122;San Felipe Teotlalcingo;17;23;18;28;54;58;82;57;58;63;71
Puebla;21123;San Felipe Tepatlán;14;2;3;4;5;5;4;8;5;5;9
Puebla;21124;San Gabriel Chilac;50;44;43;48;73;97;94;76;69;95;76
Puebla;21125;San Gregorio Atzompa;61;39;42;39;83;67;109;95;123;109;103
Puebla;21126;San Jerónimo Tecuanipan;23;9;16;16;17;25;23;32;36;39;37
Puebla;21127;San Jerónimo Xayacatlán;8;9;13;10;25;20;27;20;24;22;32
Puebla;21128;San José Chiapa;75;79;99;112;103;107;139;130;119;122;138
Puebla;21129;San José Miahuatlán;20;25;20;26;60;30;39;40;46;51;84
Puebla;21130;San Juan Atenco;19;24;27;26;30;38;24;18;13;30;40
Puebla;21131;San Juan Atzompa;1;2;1;2;8;7;12;8;2;10;6
Puebla;21132;San Martín Texmelucan;2757;1719;1646;2306;3047;3097;3040;3284;3297;2914;2487
Puebla;21133;San Martín Totoltepec;3;1;4;2;5;8;9;5;8;2;5
Puebla;21134;San Matías Tlalancaleca;79;46;57;97;166;157;169;152;151;150;126
Puebla;21135;San Miguel Ixitlán;1;3;1;3;3;1;2;4;0;3;1
Puebla;21136;San Miguel Xoxtla;66;54;59;93;119;114;224;206;187;241;305
Puebla;21137;San Nicolás Buenos Aires;26;36;32;35;35;47;47;44;39;65;61
Puebla;21138;San Nicolás de los Ranchos;22;11;9;18;29;78;77;67;51;46;57
Puebla;21139;San Pablo Anicano;10;11;3;13;26;15;22;17;18;10;13
Puebla;21140;San Pedro Cholula;1366;1019;1143;1395;2202;2300;2323;2219;2218;1946;1728
Puebla;21141;San Pedro Yeloixtlahuaca;16;25;5;8;24;28;37;24;32;30;30
Puebla;21142;San Salvador el Seco;182;174;222;236;216;268;233;279;230;229;243
Puebla;21143;San Salvador el Verde;170;86;123;189;241;314;317;340;255;303;321
Puebla;21144;San Salvador Huixcolotla;152;165;156;135;332;152;125;127;118;185;244
Puebla;21145;San Sebastián Tlacotepec;13;19;7;18;23;23;34;20;11;6;20
Puebla;21146;Santa Catarina Tlaltempan;1;3;0;3;8;5;8;2;2;1;3
Puebla;21147;Santa Inés Ahuatempan;5;17;14;9;25;27;22;13;18;19;23
Puebla;21148;Santa Isabel Cholula;46;48;40;37;99;99;100;113;127;145;109
Puebla;21149;Santiago Miahuatlán;79;95;81;102;184;270;204;211;287;259;242
Puebla;21150;Huehuetlán el Grande;7;19;33;25;30;48;37;29;19;24;30
Puebla;21151;Santo Tomás Hueyotlipan;31;28;27;37;62;44;49;42;38;50;53
Puebla;21152;Soltepec;38;26;47;43;57;49;80;68;49;79;47
Puebla;21153;Tecali de Herrera;119;153;215;258;250;232;226;260;227;214;258
Puebla;21154;Tecamachalco;636;656;705;899;1547;1433;977;922;887;839;941
Puebla;21155;Tecomatlán;15;23;10;22;32;31;49;58;28;22;27
Puebla;21156;Tehuacán;2465;2480;3134;3441;5482;3930;3667;3770;3916;4534;3657
Puebla;21157;Tehuitzingo;44;82;51;88;115;103;117;144;145;101;90
Puebla;21158;Tenampulco;16;15;23;14;20;23;33;38;30;26;38
Puebla;21159;Teopantlán;1;14;22;7;26;30;11;16;13;10;11
Puebla;21160;Teotlalco;7;6;2;12;26;12;10;10;9;10;10
Puebla;21161;Tepanco de López;68;103;101;138;156;232;208;181;195;240;202
Puebla;21162;Tepango de Rodríguez;41;3;9;4;7;9;7;10;22;14;18
Puebla;21163;Tepatlaxco de Hidalgo;54;34;68;75;111;208;210;135;131;226;173
Puebla;21164;Tepeaca;1553;1330;939;1160;1283;883;859;872;873;883;858
Puebla;21165;Tepemaxalco;2;5;0;3;0;5;2;2;2;3;1
Puebla;21166;Tepeojuma;43;56;61;89;93;119;125;85;88;67;63
Puebla;21167;Tepetzintla;14;14;6;10;11;12;19;15;16;30;28
Puebla;21168;Tepexco;43;41;45;35;54;54;50;35;37;49;45
Puebla;21169;Tepexi de Rodríguez;188;227;142;130;288;289;199;190;140;187;212
Puebla;21170;Tepeyahualco;106;92;114;127;146;219;225;199;188;298;204
Puebla;21171;Tepeyahualco de Cuauhtémoc;3;2;8;17;23;23;18;27;37;29;27
Puebla;21172;Tetela de Ocampo;100;81;43;170;248;243;156;156;130;146;187
Puebla;21173;Teteles de Avila Castillo;19;33;29;47;52;67;63;64;52;47;57
Puebla;21174;Teziutlán;691;841;953;899;1126;1120;1046;847;813;812;723
Puebla;21175;Tianguismanalco;52;25;33;18;65;52;106;89;112;146;130
Puebla;21176;Tilapa;46;56;55;75;92;84;82;67;51;59;67
Puebla;21177;Tlacotepec de Benito Juárez;162;160;340;299;424;530;442;418;296;375;307
Puebla;21178;Tlacuilotepec;51;6;13;25;37;32;43;39;34;56;63
Puebla;21179;Tlachichuca;102;158;133;96;152;192;167;81;139;162;146
Puebla;21180;Tlahuapan;113;102;164;240;287;391;469;398;539;434;299
Puebla;21181;Tlaltenango;31;15;25;36;55;95;133;83;37;54;57
Puebla;21182;Tlanepantla;23;15;8;11;16;24;19;29;24;28;49
Puebla;21183;Tlaola;97;46;60;52;104;145;159;132;117;128;179
Puebla;21184;Tlapacoya;12;11;4;7;10;9;13;6;13;20;9
Puebla;21185;Tlapanalá;37;33;36;36;43;70;54;40;34;41;52
Puebla;21186;Tlatlauquitepec;240;284;252;308;389;360;377;360;335;426;454
Puebla;21187;Tlaxco;7;6;2;2;16;12;12;13;10;12;13
Puebla;21188;Tochimilco;21;23;26;23;48;52;55;65;54;68;62
Puebla;21189;Tochtepec;97;94;106;95;171;146;135;135;100;140;121
Puebla;21190;Totoltepec de Guerrero;3;0;0;5;3;2;4;8;7;0;6
Puebla;21191;Tulcingo;24;27;19;48;46;42;36;34;41;38;49
Puebla;21192;Tuzamapan de Galeana;4;5;8;17;16;16;20;13;9;15;6
Puebla;21193;Tzicatlacoyan;12;7;9;17;19;18;18;24;18;21;30
Puebla;21194;Venustiano Carranza;155;97;91;101;132;137;213;132;121;130;170
Puebla;21195;Vicente Guerrero;28;35;17;42;47;77;68;73;78;75;96
Puebla;21196;Xayacatlán de Bravo;5;6;6;9;13;13;16;19;15;8;9
Puebla;21197;Xicotepec;607;278;219;295;635;555;667;566;537;759;666
Puebla;21198;Xicotlán;5;1;0;6;9;2;8;6;1;2;11
Puebla;21199;Xiutetelco;91;117;115;109;142;177;142;125;150;141;139
Puebla;21200;Xochiapulco;4;5;8;10;7;10;9;12;8;7;7
Puebla;21201;Xochiltepec;9;4;25;18;12;19;15;16;7;12;25
Puebla;21202;Xochitlán de Vicente Suárez;29;13;18;23;25;29;38;42;37;29;42
Puebla;21203;Xochitlán Todos Santos;9;15;16;8;16;32;22;25;13;27;18
Puebla;21204;Yaonáhuac;23;32;21;11;39;33;38;37;41;50;46
Puebla;21205;Yehualtepec;88;84;116;414;260;134;105;99;90;111;101
Puebla;21206;Zacapala;4;16;10;10;43;66;33;11;12;16;21
Puebla;21207;Zacapoaxtla;143;219;203;179;211;271;276;331;229;229;212
Puebla;21208;Zacatlán;754;382;439;761;976;945;900;934;956;978;1095
Puebla;21209;Zapotitlán;15;38;54;23;35;49;35;29;38;41;59
Puebla;21210;Zapotitlán de Méndez;4;5;2;13;7;10;13;22;12;7;9
Puebla;21211;Zaragoza;92;87;111;59;168;289;266;161;172;201;186
Puebla;21212;Zautla;33;28;39;44;47;44;46;50;62;52;59
Puebla;21213;Zihuateutla;27;18;19;17;44;42;55;56;28;40;42
Puebla;21214;Zinacatepec;37;27;35;43;66;68;92;114;92;101;85
Puebla;21215;Zongozotla;1;4;2;5;12;8;8;7;3;5;10
Puebla;21216;Zoquiapan;5;2;0;4;6;7;5;4;4;2;6
Puebla;21217;Zoquitlán;28;15;35;23;28;41;44;43;63;97;58
Querétaro;22001;Amealco de Bonfil;615;600;562;731;1061;875;915;895;1022;1070;919
Querétaro;22002;Pinal de Amoles;112;126;146;196;219;217;232;255;293;293;267
Querétaro;22003;Arroyo Seco;59;51;55;82;118;99;99;137;157;156;136
Querétaro;22004;Cadereyta de Montes;469;556;551;760;853;767;901;958;955;894;785
Querétaro;22005;Colón;508;681;629;722;858;861;877;963;959;827;1018
Querétaro;22006;Corregidora;2289;3213;3919;4378;4430;3737;3351;4602;4653;4364;4049
Querétaro;22007;Ezequiel Montes;421;541;427;661;705;624;686;729;633;585;626
Querétaro;22008;Huimilpan;411;373;345;470;609;631;474;568;512;509;542
Querétaro;22009;Jalpan de Serra;258;284;281;420;448;450;560;594;695;556;575
Querétaro;22010;Landa de Matamoros;55;53;70;104;106;153;112;131;162;152;194
Querétaro;22011;El Marqués;1996;2751;3615;4333;5133;4306;3371;3569;3838;4512;4812
Querétaro;22012;Pedro Escobedo;558;645;1196;1363;1384;1016;1037;1102;1179;1261;1271
Querétaro;22013;Peñamiller;74;101;83;151;143;186;134;109;138;139;173
Querétaro;22014;Querétaro;19641;27149;33587;33989;34713;29782;32822;34913;38243;35551;32541
Querétaro;22015;San Joaquín;23;50;45;60;87;84;112;110;94;83;110
Querétaro;22016;San Juan del Río;4566;4777;6460;7628;7895;6745;6694;7195;7810;6252;6608
Querétaro;22017;Tequisquiapan;542;565;1009;1258;1177;1126;1065;1337;1512;1658;1483
Querétaro;22018;Tolimán;182;201;174;349;419;262;399;387;367;372;356
Querétaro;22998;No Especificado;38;183;225;154;157;105;103;122;112;137;94
Quintana Roo;23001;Cozumel;1138;573;1496;2005;2094;1623;1940;1914;2057;2108;2179
Quintana Roo;23002;Felipe Carrillo Puerto;753;677;722;841;1043;1014;1259;1468;1560;1580;1491
Quintana Roo;23003;Isla Mujeres;415;264;306;163;351;353;380;463;487;405;552
Quintana Roo;23004;Othón P. Blanco;4932;4611;5825;5565;6318;5931;7072;7269;7457;7239;6853
Quintana Roo;23005;Benito Juárez;17306;7900;9937;15528;25467;21561;24412;26512;27579;26720;28453
Quintana Roo;23006;José María Morelos;321;280;335;400;477;455;484;441;551;608;568
Quintana Roo;23007;Lázaro Cárdenas;274;151;253;195;308;260;487;471;440;367;455
Quintana Roo;23008;Solidaridad;6139;3438;5769;7239;6883;6513;7864;8919;10152;10851;11490
Quintana Roo;23009;Tulum;767;300;751;1032;1612;1510;2158;2150;2283;2019;2058
Quintana Roo;23010;Bacalar;451;542;673;557;766;942;975;952;897;937;894
Quintana Roo;23011;Puerto Morelos;0;222;451;518;577;589;722;738;864;794;849
San Luis Potosí;24001;Ahualulco;119;226;126;154;151;185;191;160;208;181;199
San Luis Potosí;24002;Alaquines;59;24;1;18;55;49;70;51;57;36;45
San Luis Potosí;24003;Aquismón;139;57;42;99;104;332;395;253;395;385;512
San Luis Potosí;24004;Armadillo de los Infante;8;3;25;25;59;36;49;45;52;45;33
San Luis Potosí;24005;Cárdenas;344;163;122;132;249;192;244;207;237;273;308
San Luis Potosí;24006;Catorce;44;31;59;8;58;81;64;68;83;126;84
San Luis Potosí;24007;Cedral;32;103;169;28;247;244;227;176;212;224;276
San Luis Potosí;24008;Cerritos;328;216;229;159;307;240;312;328;392;379;359
San Luis Potosí;24009;Cerro de San Pedro;5;10;50;52;71;78;71;104;97;91;84
San Luis Potosí;24010;Ciudad del Maíz;222;172;191;25;339;289;359;334;366;408;493
San Luis Potosí;24011;Ciudad Fernández;284;107;472;228;220;539;676;702;848;811;753
San Luis Potosí;24012;Tancanhuitz;56;176;107;173;193;171;180;140;158;208;242
San Luis Potosí;24013;Ciudad Valles;1031;1313;1381;2531;3311;2660;2863;3157;3486;3957;3799
San Luis Potosí;24014;Coxcatlán;85;80;46;58;119;108;104;134;132;123;157
San Luis Potosí;24015;Charcas;24;235;145;105;190;185;147;310;285;272;189
San Luis Potosí;24016;Ebano;38;68;89;98;84;95;127;85;359;373;479
San Luis Potosí;24017;Guadalcázar;125;83;189;58;154;191;247;246;163;149;111
San Luis Potosí;24018;Huehuetlán;49;100;64;87;118;108;124;117;141;155;187
San Luis Potosí;24019;Lagunillas;15;11;9;7;23;30;36;30;47;35;38
San Luis Potosí;24020;Matehuala;1607;1604;1744;1754;1757;1316;1262;1693;1575;1937;2041
San Luis Potosí;24021;Mexquitic de Carmona;324;254;325;380;623;588;660;636;615;573;585
San Luis Potosí;24022;Moctezuma;175;105;56;29;30;65;77;160;223;130;135
San Luis Potosí;24023;Rayón;48;80;12;28;184;142;157;181;182;204;242
San Luis Potosí;24024;Rioverde;768;300;1048;1564;1809;1447;1597;1780;1904;1789;1953
San Luis Potosí;24025;Salinas;90;28;38;149;516;517;610;408;388;365;420
San Luis Potosí;24026;San Antonio;89;40;25;26;46;38;41;62;63;71;81
San Luis Potosí;24027;San Ciro de Acosta;15;115;115;60;31;107;143;148;121;135;117
San Luis Potosí;24028;San Luis Potosí;12005;17619;19774;21441;27305;23065;26797;29501;32728;31096;27938
San Luis Potosí;24029;San Martín Chalchicuautla;17;17;19;42;102;123;114;132;147;153;170
San Luis Potosí;24030;San Nicolás Tolentino;11;9;20;17;32;24;31;26;43;55;45
San Luis Potosí;24031;Santa Catarina;14;18;6;7;98;95;100;112;92;96;95
San Luis Potosí;24032;Santa María del Río;263;163;137;391;683;456;461;482;552;510;576
San Luis Potosí;24033;Santo Domingo;7;36;25;18;61;58;65;48;48;28;26
San Luis Potosí;24034;San Vicente Tancuayalab;79;36;114;93;147;170;234;181;191;157;119
San Luis Potosí;24035;Soledad de Graciano Sánchez;915;2364;5367;5660;7556;6390;6675;7722;8212;7256;9635
San Luis Potosí;24036;Tamasopo;47;169;92;57;290;227;217;271;215;178;264
San Luis Potosí;24037;Tamazunchale;331;507;650;526;898;966;978;875;915;1021;1049
San Luis Potosí;24038;Tampacán;11;64;14;19;35;77;121;134;128;117;85
San Luis Potosí;24039;Tampamolón Corona;28;83;69;78;133;123;107;176;136;106;127
San Luis Potosí;24040;Tamuín;271;128;307;365;402;412;500;551;534;460;524
San Luis Potosí;24041;Tanlajás;55;23;30;59;118;105;87;118;148;173;143
San Luis Potosí;24042;Tanquián de Escobedo;126;76;50;63;162;146;187;143;123;226;232
San Luis Potosí;24043;Tierra Nueva;7;28;56;44;74;48;61;57;63;67;76
San Luis Potosí;24044;Vanegas;9;20;41;13;45;60;81;48;56;58;69
San Luis Potosí;24045;Venado;11;158;57;42;94;86;73;94;125;148;134
San Luis Potosí;24046;Villa de Arriaga;16;30;64;62;132;196;209;222;233;205;242
San Luis Potosí;24047;Villa de Guadalupe;18;18;42;64;50;35;54;64;57;44;32
San Luis Potosí;24048;Villa de la Paz;14;39;75;64;63;66;62;54;65;74;31
San Luis Potosí;24049;Villa de Ramos;131;133;81;27;294;242;241;257;221;230;288
San Luis Potosí;24050;Villa de Reyes;89;364;407;518;913;712;621;613;662;670;644
San Luis Potosí;24051;Villa Hidalgo;12;28;99;55;122;143;115;261;236;228;193
San Luis Potosí;24052;Villa Juárez;37;127;87;50;10;64;117;115;101;125;95
San Luis Potosí;24053;Axtla de Terrazas;320;101;116;107;371;290;355;428;406;368;354
San Luis Potosí;24054;Xilitla;383;167;288;85;255;391;509;575;475;347;408
San Luis Potosí;24055;Zaragoza;21;93;125;135;182;283;233;306;430;318;513
San Luis Potosí;24056;Villa de Arista;29;170;42;45;146;277;206;174;188;170;200
San Luis Potosí;24057;Matlapa;6;46;38;163;267;251;269;235;206;294;402
San Luis Potosí;24058;El Naranjo;13;75;8;17;200;194;157;212;236;212;206
San Luis Potosí;24059;Villa de Pozos;;;;;;;;;;115;1222
Sinaloa;25001;Ahome;3036;2566;3169;3612;3492;4269;5885;5386;6264;6213;6561
Sinaloa;25002;Angostura;281;352;275;226;282;322;333;340;442;404;399
Sinaloa;25003;Badiraguato;94;97;89;127;86;65;103;93;69;77;98
Sinaloa;25004;Concordia;210;96;145;113;83;59;68;84;133;147;197
Sinaloa;25005;Cosalá;56;41;39;21;24;36;38;42;43;34;55
Sinaloa;25006;Culiacán;11862;10064;9595;10289;10165;9879;10177;11205;11695;12967;15158
Sinaloa;25007;Choix;58;67;82;67;70;101;122;116;147;157;147
Sinaloa;25008;Elota;469;174;222;222;168;206;210;197;171;350;588
Sinaloa;25009;Escuinapa;355;417;506;350;332;312;535;421;514;453;538
Sinaloa;25010;El Fuerte;329;334;384;368;310;287;392;470;595;681;615
Sinaloa;25011;Guasave;1592;1430;1493;1802;2152;2318;2437;2795;2916;2875;2789
Sinaloa;25012;Mazatlán;4974;4186;4577;4310;4335;4352;4830;6748;7965;7461;8495
Sinaloa;25013;Mocorito;274;249;229;281;255;195;246;190;244;249;250
Sinaloa;25014;Rosario;395;312;267;216;260;214;314;331;349;350;380
Sinaloa;25015;Salvador Alvarado;558;576;504;506;546;457;518;576;648;630;639
Sinaloa;25016;San Ignacio;114;113;108;52;58;41;88;43;56;96;142
Sinaloa;25017;Sinaloa;116;127;107;154;154;233;235;241;260;264;303
Sinaloa;25018;Navolato;1039;940;1140;770;671;564;855;1033;1134;1052;1379
Sinaloa;25019;Eldorado;;;;;;;;;;16;79
Sinaloa;25020;Juan José Ríos;;;;;;;;;;13;191
Sonora;26001;Aconchi;9;56;20;13;17;8;52;20;33;13;17
Sonora;26002;Agua Prieta;696;677;361;307;732;1334;1634;1311;1149;682;717
Sonora;26003;Alamos;183;180;67;96;125;91;147;143;187;149;124
Sonora;26004;Altar;71;90;25;3;15;39;71;76;79;81;105
Sonora;26005;Arivechi;7;12;1;2;2;6;15;8;7;26;33
Sonora;26006;Arizpe;11;31;17;3;1;2;21;10;7;7;10
Sonora;26007;Atil;1;1;2;0;0;0;3;4;11;8;8
Sonora;26008;Bacadéhuachi;5;5;1;0;1;4;15;4;2;5;2
Sonora;26009;Bacanora;6;8;4;3;1;2;13;1;1;11;14
Sonora;26010;Bacerac;2;2;0;0;0;8;15;1;6;3;3
Sonora;26011;Bacoachi;6;4;7;6;6;5;6;7;14;7;3
Sonora;26012;Bácum;110;142;126;83;102;162;196;211;224;193;423
Sonora;26013;Banámichi;2;26;4;5;2;6;20;11;7;13;16
Sonora;26014;Baviácora;20;30;11;7;10;12;33;14;11;12;13
Sonora;26015;Bavispe;5;1;3;0;5;5;12;0;10;6;5
Sonora;26016;Benjamín Hill;29;78;43;42;30;63;96;53;23;38;50
Sonora;26017;Caborca;1189;1619;613;507;848;1142;1464;1630;1579;1491;1131
Sonora;26018;Cajeme;4968;4921;4357;3774;5797;6180;7062;6553;7242;7833;5489
Sonora;26019;Cananea;455;393;83;28;198;340;452;581;536;470;261
Sonora;26020;Carbó;14;34;28;18;30;18;22;14;17;23;25
Sonora;26021;La Colorada;10;22;13;14;12;10;11;3;2;9;11
Sonora;26022;Cucurpe;11;9;12;7;10;15;26;3;4;9;10
Sonora;26023;Cumpas;27;56;13;20;9;54;74;63;70;85;60
Sonora;26024;Divisaderos;3;2;3;1;2;1;4;7;9;4;4
Sonora;26025;Empalme;354;455;272;263;412;339;629;739;626;438;372
Sonora;26026;Etchojoa;376;449;226;170;240;562;526;507;432;425;205
Sonora;26027;Fronteras;28;59;20;18;33;89;74;40;51;37;31
Sonora;26028;Granados;0;4;2;2;2;0;2;3;2;3;3
Sonora;26029;Guaymas;963;1094;613;482;628;1027;1855;2032;2062;1853;1382
Sonora;26030;Hermosillo;10955;19092;12579;7255;8550;11615;12111;11249;13299;13582;14155
Sonora;26031;Huachinera;5;2;3;1;2;4;8;0;8;9;5
Sonora;26032;Huásabas;7;8;2;1;1;2;3;1;2;11;3
Sonora;26033;Huatabampo;418;915;527;431;394;462;629;538;718;523;481
Sonora;26034;Huépac;4;9;2;0;1;2;5;2;2;2;3
Sonora;26035;Imuris;51;103;83;52;59;103;146;84;66;96;93
Sonora;26036;Magdalena;209;342;284;183;199;305;585;272;241;283;389
Sonora;26037;Mazatán;5;18;10;10;8;5;14;7;8;10;19
Sonora;26038;Moctezuma;21;15;23;6;4;29;32;34;62;93;56
Sonora;26039;Naco;42;26;12;3;32;42;64;88;70;56;33
Sonora;26040;Nácori Chico;2;7;1;1;8;1;16;2;7;6;2
Sonora;26041;Nacozari de García;100;128;25;23;9;102;234;279;259;162;132
Sonora;26042;Navojoa;1178;1626;1976;1408;799;1294;1991;1472;1731;1696;809
Sonora;26043;Nogales;1690;1810;1240;1438;1819;1853;2685;2409;2047;1858;2118
Sonora;26044;Onavas;3;3;3;5;8;1;6;0;1;4;2
Sonora;26045;Opodepe;3;19;9;4;9;16;18;8;5;11;22
Sonora;26046;Oquitoa;1;4;0;1;0;3;0;2;7;4;4
Sonora;26047;Pitiquito;43;69;28;22;30;68;97;65;62;58;71
Sonora;26048;Puerto Peñasco;563;839;242;170;601;590;521;286;335;396;515
Sonora;26049;Quiriego;16;16;57;5;8;9;26;10;23;26;29
Sonora;26050;Rayón;9;14;3;5;12;3;8;2;5;4;18
Sonora;26051;Rosario;49;30;86;15;22;17;46;53;34;74;34
Sonora;26052;Sahuaripa;45;125;38;22;25;37;82;22;57;94;100
Sonora;26053;San Felipe de Jesús;2;6;5;0;0;0;3;5;0;2;5
Sonora;26054;San Javier;2;5;10;3;1;2;0;1;5;3;0
Sonora;26055;San Luis Río Colorado;2832;2744;1181;890;1066;1712;2398;1980;2000;2360;2154
Sonora;26056;San Miguel de Horcasitas;11;54;42;23;30;31;36;8;25;55;47
Sonora;26057;San Pedro de la Cueva;3;5;2;2;3;9;2;1;7;5;10
Sonora;26058;Santa Ana;96;143;108;74;104;133;259;103;117;132;167
Sonora;26059;Santa Cruz;0;3;2;1;7;2;3;6;6;1;3
Sonora;26060;Sáric;20;15;6;0;2;4;11;7;20;25;21
Sonora;26061;Soyopa;5;17;12;6;7;9;6;9;11;14;7
Sonora;26062;Suaqui Grande;2;6;3;3;3;3;2;0;0;4;3
Sonora;26063;Tepache;4;7;2;4;0;1;0;3;7;5;5
Sonora;26064;Trincheras;16;24;10;4;13;9;11;11;18;11;21
Sonora;26065;Tubutama;12;13;4;2;0;8;4;4;4;10;25
Sonora;26066;Ures;151;165;64;28;50;46;68;27;32;46;179
Sonora;26067;Villa Hidalgo;4;12;7;1;0;10;3;12;11;7;1
Sonora;26068;Villa Pesqueira;2;14;8;4;10;3;10;1;3;3;9
