Bien jurídico afectado;(Todas);;;;;;;;;;;;
Tipo de delito;(Todas);;;;;;;;;;;;
Subtipo de delito;(Todas);;;;;;;;;;;;
Modalidad;(Todas);;;;;;;;;;;;
;;;;;;;;;;;;;
Suma de Total;;;Etiquetas de columna;;;;;;;;;;
Etiquetas de fila;Cve# Municipio;Municipio;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
Nuevo León;19018;García;3211;4222;5729;6121;5108;5112;6223;6659;5949;5904;5317
Nuevo León;19019;San Pedro Garza García;1632;2293;1793;1684;1833;1552;2053;2382;2356;2158;1826
Nuevo León;19020;General Bravo;104;83;82;99;90;98;156;141;101;106;82
Nuevo León;19021;General Escobedo;4871;5436;6262;6444;5659;5846;7173;7792;7002;6660;5085
Nuevo León;19022;General Terán;74;87;113;118;131;185;213;270;226;157;141
Nuevo León;19023;General Treviño;10;17;15;19;26;25;22;26;9;14;5
Nuevo León;19024;General Zaragoza;20;39;58;48;31;34;60;56;35;35;31
Nuevo León;19025;General Zuazua;586;717;864;983;706;937;1195;1304;1110;1288;1290
Nuevo León;19026;Guadalupe;10016;10326;10171;8919;9173;9635;9926;11546;11759;10988;7116
Nuevo León;19027;Los Herreras;21;35;29;37;44;49;53;48;26;12;9
Nuevo León;19028;Higueras;16;7;21;33;16;15;9;21;21;12;10
Nuevo León;19029;Hualahuises;55;65;93;100;76;62;88;100;87;100;76
Nuevo León;19030;Iturbide;17;17;11;24;35;30;28;41;29;19;21
Nuevo León;19031;Juárez;4628;5147;4930;4378;4461;5011;7735;8254;7787;7843;7635
Nuevo León;19032;Lampazos de Naranjo;49;84;137;91;115;145;133;93;92;58;66
Nuevo León;19033;Linares;825;974;1348;1210;1076;1200;1623;1977;1333;1152;963
Nuevo León;19034;Marín;50;47;63;95;76;95;79;79;55;64;60
Nuevo León;19035;Melchor Ocampo;9;6;11;11;12;26;12;18;21;7;12
Nuevo León;19036;Mier y Noriega;32;28;39;27;30;29;42;66;45;22;36
Nuevo León;19037;Mina;77;116;109;151;137;125;155;151;135;148;92
Nuevo León;19038;Montemorelos;872;995;995;959;951;1107;1468;1862;1549;1269;1031
Nuevo León;19039;Monterrey;20883;28005;22328;20951;20202;19380;22403;26246;24485;22169;18757
Nuevo León;19040;Parás;15;15;9;13;18;19;5;8;17;18;8
Nuevo León;19041;Pesquería;1137;1375;1631;1763;1672;1991;2670;2893;2497;2457;2562
Nuevo León;19042;Los Ramones;61;97;63;65;88;72;106;108;89;106;83
Nuevo León;19043;Rayones;28;21;23;9;19;27;29;15;30;10;27
Nuevo León;19044;Sabinas Hidalgo;552;536;467;432;417;481;568;619;478;424;408
Nuevo León;19045;Salinas Victoria;750;1232;1142;1038;1158;1093;1273;1941;2144;1840;1629
Nuevo León;19046;San Nicolás de los Garza;5497;5501;6441;6239;5153;5413;6064;6479;5682;5246;4478
Nuevo León;19047;Hidalgo;134;129;147;143;142;207;316;328;246;198;179
Nuevo León;19048;Santa Catarina;3520;3469;3997;4293;3741;3729;4422;4509;4179;3879;3046
Nuevo León;19049;Santiago;692;754;617;561;608;759;975;1311;1050;979;893
Nuevo León;19050;Vallecillo;32;33;27;29;42;36;31;26;48;39;62
Nuevo León;19051;Villaldama;90;99;65;55;68;59;81;95;76;71;90
Oaxaca;20001;Abejones;;;0;3;5;1;1;2;3;1;0
Oaxaca;20002;Acatlán de Pérez Figueroa;76;202;172;228;176;118;149;180;213;212;126
Oaxaca;20003;Asunción Cacalotepec;;;0;8;6;6;4;6;11;13;17
Oaxaca;20004;Asunción Cuyotepeji;;;2;9;4;6;3;4;6;6;8
Oaxaca;20005;Asunción Ixtaltepec;;;3;60;105;77;80;86;109;94;90
Oaxaca;20006;Asunción Nochixtlán;;;25;428;330;313;342;353;419;371;235
Oaxaca;20007;Asunción Ocotlán;;;3;29;28;11;19;20;29;23;19
Oaxaca;20008;Asunción Tlacolulita;;;1;1;3;3;3;6;7;1;4
Oaxaca;20009;Ayotzintepec;;;6;46;29;27;29;41;44;39;71
Oaxaca;20010;El Barrio de la Soledad;;;5;74;106;124;121;106;104;113;49
Oaxaca;20011;Calihualá;;;0;2;4;3;4;7;4;3;0
Oaxaca;20012;Candelaria Loxicha;;;2;51;47;56;88;57;57;46;46
Oaxaca;20013;Ciénega de Zimatlán;;;0;20;26;20;38;38;18;10;16
Oaxaca;20014;Ciudad Ixtepec;111;265;237;259;420;450;668;722;661;372;298
Oaxaca;20015;Coatecas Altas;;;1;10;17;8;12;15;10;13;7
Oaxaca;20016;Coicoyán de las Flores;;;4;6;19;9;10;3;8;10;9
Oaxaca;20017;La Compañía;;;0;12;15;9;11;11;16;5;7
Oaxaca;20018;Concepción Buenavista;;;0;3;7;4;2;5;3;8;2
Oaxaca;20019;Concepción Pápalo;;;1;7;8;5;9;10;5;6;6
Oaxaca;20020;Constancia del Rosario;;;0;11;5;9;10;8;5;11;4
Oaxaca;20021;Cosolapa;;;6;73;42;35;23;56;59;38;23
Oaxaca;20022;Cosoltepec;;;0;2;2;2;3;1;3;2;3
Oaxaca;20023;Cuilápam de Guerrero;;;14;206;242;240;296;330;254;243;206
Oaxaca;20024;Cuyamecalco Villa de Zaragoza;;;0;7;9;6;12;7;14;3;10
Oaxaca;20025;Chahuites;;;26;214;84;98;55;88;67;50;55
Oaxaca;20026;Chalcatongo de Hidalgo;;;5;37;54;28;26;55;50;51;40
Oaxaca;20027;Chiquihuitlán de Benito Juárez;;;0;1;6;6;2;6;8;7;9
Oaxaca;20028;Heroica Ciudad de Ejutla de Crespo;;;20;289;253;246;199;214;236;270;219
Oaxaca;20029;Eloxochitlán de Flores Magón;;;2;19;11;12;9;27;27;21;15
Oaxaca;20030;El Espinal;;;1;40;81;78;76;91;83;100;73
Oaxaca;20031;Tamazulápam del Espíritu Santo;;;5;23;18;19;26;10;23;26;20
Oaxaca;20032;Fresnillo de Trujano;;;0;2;4;2;2;4;10;4;1
Oaxaca;20033;Guadalupe Etla;;;2;36;49;36;51;46;61;51;24
Oaxaca;20034;Guadalupe de Ramírez;;;0;0;5;2;7;0;1;5;7
Oaxaca;20035;Guelatao de Juárez;;;0;4;5;6;3;4;8;7;1
Oaxaca;20036;Guevea de Humboldt;;;2;3;12;13;6;16;5;8;7
Oaxaca;20037;Mesones Hidalgo;;;2;6;12;12;16;20;9;16;12
Oaxaca;20038;Villa Hidalgo;;;0;2;2;0;3;4;1;0;3
Oaxaca;20039;Heroica Ciudad de Huajuapan de León;375;897;1082;1591;1743;1598;1431;1532;1438;1407;1000
Oaxaca;20040;Huautepec;;;0;11;8;4;3;7;5;6;6
Oaxaca;20041;Huautla de Jiménez;0;226;167;159;185;180;205;262;200;234;132
Oaxaca;20042;Ixtlán de Juárez;;;5;62;66;53;51;52;46;62;30
Oaxaca;20043;Heroica Ciudad de Juchitán de Zaragoza;454;923;1141;1660;1946;1484;1380;1509;1457;1133;975
Oaxaca;20044;Loma Bonita;139;386;314;249;175;200;249;249;298;296;310
Oaxaca;20045;Magdalena Apasco;;;6;75;82;77;100;85;76;68;57
Oaxaca;20046;Magdalena Jaltepec;;;0;16;13;4;19;16;12;8;6
Oaxaca;20047;Santa Magdalena Jicotlán;;;0;0;0;0;0;1;2;0;0
Oaxaca;20048;Magdalena Mixtepec;;;0;5;11;3;6;12;4;2;4
Oaxaca;20049;Magdalena Ocotlán;;;2;15;12;10;14;10;16;9;5
Oaxaca;20050;Magdalena Peñasco;;;2;13;10;2;3;7;4;4;5
Oaxaca;20051;Magdalena Teitipac;;;0;23;35;24;20;23;24;39;24
Oaxaca;20052;Magdalena Tequisistlán;;;0;34;19;23;30;32;42;40;32
Oaxaca;20053;Magdalena Tlacotepec;;;0;4;8;8;5;14;4;8;3
Oaxaca;20054;Magdalena Zahuatlán;;;0;4;1;0;2;2;8;0;1
Oaxaca;20055;Mariscala de Juárez;;;1;20;21;36;52;19;22;25;8
Oaxaca;20056;Mártires de Tacubaya;;;1;11;6;16;8;7;9;4;10
Oaxaca;20057;Matías Romero Avendaño;283;349;368;493;510;440;499;605;517;454;303
Oaxaca;20058;Mazatlán Villa de Flores;;;3;47;35;38;64;51;43;77;37
Oaxaca;20059;Miahuatlán de Porfirio Díaz;3;283;343;660;757;573;562;664;593;608;405
Oaxaca;20060;Mixistlán de la Reforma;;;0;7;8;8;5;2;6;4;6
Oaxaca;20061;Monjas;;;0;2;15;8;6;27;14;7;8
Oaxaca;20062;Natividad;;;0;0;1;1;4;0;1;2;2
Oaxaca;20063;Nazareno Etla;;;1;40;43;67;35;53;40;47;36
Oaxaca;20064;Nejapa de Madero;;;5;31;23;25;28;30;40;31;23
Oaxaca;20065;Ixpantepec Nieves;;;0;3;5;4;3;2;4;2;2
Oaxaca;20066;Santiago Niltepec;;;7;27;22;33;28;38;40;36;39
Oaxaca;20067;Oaxaca de Juárez;167;6989;7698;9927;10286;8558;9098;9520;8944;7324;5246
Oaxaca;20068;Ocotlán de Morelos;1;237;329;574;491;396;429;458;361;356;225
Oaxaca;20069;La Pe;;;0;0;0;0;0;0;0;0;0
Oaxaca;20070;Pinotepa de Don Luis;;;3;42;49;45;33;28;27;34;26
Oaxaca;20071;Pluma Hidalgo;;;2;14;14;9;16;22;15;12;14
Oaxaca;20072;San José del Progreso;;;2;19;25;13;51;39;33;19;21
Oaxaca;20073;Putla Villa de Guerrero;134;252;435;365;255;276;305;378;347;351;240
Oaxaca;20074;Santa Catarina Quioquitani;;;0;2;0;0;1;1;4;8;4
Oaxaca;20075;Reforma de Pineda;;;2;4;12;12;14;23;27;21;10
Oaxaca;20076;La Reforma;;;3;1;5;1;3;14;6;9;3
Oaxaca;20077;Reyes Etla;;;6;77;48;55;47;62;73;51;43
Oaxaca;20078;Rojas de Cuauhtémoc;;;1;11;15;13;11;11;8;12;10
Oaxaca;20079;Salina Cruz;310;970;779;1362;1407;1050;1388;1283;1173;937;886
Oaxaca;20080;San Agustín Amatengo;;;1;11;7;11;4;7;14;5;18
Oaxaca;20081;San Agustín Atenango;;;1;6;4;10;4;5;7;7;7
Oaxaca;20082;San Agustín Chayuco;;;1;6;18;13;10;13;11;16;16
Oaxaca;20083;San Agustín de las Juntas;;;12;173;175;145;155;182;183;140;136
Oaxaca;20084;San Agustín Etla;;;1;48;33;49;47;66;37;40;34
Oaxaca;20085;San Agustín Loxicha;0;52;38;55;39;30;51;28;49;45;36
Oaxaca;20086;San Agustín Tlacotepec;;;0;1;5;1;1;4;2;4;5
Oaxaca;20087;San Agustín Yatareni;;;4;53;43;42;55;48;61;58;43
Oaxaca;20088;San Andrés Cabecera Nueva;;;0;4;9;10;10;9;5;6;9
Oaxaca;20089;San Andrés Dinicuiti;;;0;5;17;8;11;15;20;5;10
Oaxaca;20090;San Andrés Huaxpaltepec;;;3;23;34;29;42;46;33;37;23
Oaxaca;20091;San Andrés Huayápam;;;5;57;50;65;64;60;75;47;36
Oaxaca;20092;San Andrés Ixtlahuaca;;;0;9;5;16;15;16;16;8;14
Oaxaca;20093;San Andrés Lagunas;;;0;0;0;1;1;2;2;2;5
Oaxaca;20094;San Andrés Nuxiño;;;0;4;7;2;3;7;10;10;4
Oaxaca;20095;San Andrés Paxtlán;;;2;7;30;13;7;7;16;11;8
Oaxaca;20096;San Andrés Sinaxtla;;;0;5;5;4;3;6;6;6;8
Oaxaca;20097;San Andrés Solaga;;;0;3;4;2;3;0;1;0;1
Oaxaca;20098;San Andrés Teotilálpam;;;0;5;3;7;10;8;7;10;6
Oaxaca;20099;San Andrés Tepetlapa;;;0;4;5;0;0;1;1;0;1
Oaxaca;20100;San Andrés Yaá;;;0;1;0;0;1;3;2;1;0
Oaxaca;20101;San Andrés Zabache;;;0;3;6;2;1;9;5;1;1
Oaxaca;20102;San Andrés Zautla;;;8;52;35;39;50;35;37;41;25
Oaxaca;20103;San Antonino Castillo Velasco;;;8;82;63;48;55;51;53;43;48
Oaxaca;20104;San Antonino el Alto;;;0;1;4;4;8;6;4;3;1
Oaxaca;20105;San Antonino Monte Verde;;;1;4;9;3;4;6;1;7;2
Oaxaca;20106;San Antonio Acutla;;;0;1;0;1;0;0;0;0;2
Oaxaca;20107;San Antonio de la Cal;13;256;261;276;356;365;366;332;299;345;261
Oaxaca;20108;San Antonio Huitepec;;;0;6;2;7;12;7;5;6;3
Oaxaca;20109;San Antonio Nanahuatípam;;;0;4;8;6;10;8;11;10;19
Oaxaca;20110;San Antonio Sinicahua;;;0;0;3;3;1;9;3;4;2
Oaxaca;20111;San Antonio Tepetlapa;;;2;15;13;48;43;15;26;17;8
Oaxaca;20112;San Baltazar Chichicápam;;;1;34;14;22;21;16;30;15;13
Oaxaca;20113;San Baltazar Loxicha;;;0;4;4;34;10;11;16;15;9
Oaxaca;20114;San Baltazar Yatzachi el Bajo;;;1;3;1;1;1;4;0;4;2
Oaxaca;20115;San Bartolo Coyotepec;;;11;192;183;186;198;192;223;221;183
Oaxaca;20116;San Bartolomé Ayautla;;;0;17;7;10;7;4;7;7;8
Oaxaca;20117;San Bartolomé Loxicha;;;1;4;4;7;4;3;3;6;7
Oaxaca;20118;San Bartolomé Quialana;;;0;10;12;10;7;6;7;11;4
Oaxaca;20119;San Bartolomé Yucuañe;;;1;1;3;1;1;3;0;2;0
Oaxaca;20120;San Bartolomé Zoogocho;;;1;0;2;0;0;0;0;0;0
Oaxaca;20121;San Bartolo Soyaltepec;;;5;1;2;15;4;1;1;2;1
Oaxaca;20122;San Bartolo Yautepec;;;0;1;1;1;1;2;1;1;1
Oaxaca;20123;San Bernardo Mixtepec;;;3;17;15;15;8;4;14;9;3
Oaxaca;20124;San Blas Atempa;;;7;103;89;111;98;98;115;105;119
Oaxaca;20125;San Carlos Yautepec;;;2;54;53;34;47;40;40;28;18
Oaxaca;20126;San Cristóbal Amatlán;;;0;7;6;10;10;17;8;8;9
Oaxaca;20127;San Cristóbal Amoltepec;;;0;0;1;0;4;2;0;1;3
Oaxaca;20128;San Cristóbal Lachirioag;;;1;2;0;0;1;4;2;3;5
Oaxaca;20129;San Cristóbal Suchixtlahuaca;;;1;4;7;4;6;6;6;19;8
Oaxaca;20130;San Dionisio del Mar;;;5;27;18;8;14;14;12;7;8
Oaxaca;20131;San Dionisio Ocotepec;;;0;40;53;27;25;27;33;33;28
Oaxaca;20132;San Dionisio Ocotlán;;;1;13;11;10;21;19;7;8;5
Oaxaca;20133;San Esteban Atatlahuca;;;0;3;15;19;40;18;12;10;18
Oaxaca;20134;San Felipe Jalapa de Díaz;22;65;40;54;56;61;64;49;58;62;54
Oaxaca;20135;San Felipe Tejalápam;;;2;29;37;34;55;38;36;38;31
Oaxaca;20136;San Felipe Usila;;;3;25;35;34;39;28;29;51;35
Oaxaca;20137;San Francisco Cahuacuá;;;0;6;5;3;7;7;2;3;4
Oaxaca;20138;San Francisco Cajonos;;;0;1;1;1;3;1;1;2;2
Oaxaca;20139;San Francisco Chapulapa;;;1;2;2;4;14;8;6;11;9
Oaxaca;20140;San Francisco Chindúa;;;0;4;4;6;8;1;2;2;2
Oaxaca;20141;San Francisco del Mar;;;1;26;35;50;50;42;23;36;22
Oaxaca;20142;San Francisco Huehuetlán;;;1;0;0;2;2;1;5;1;1
Oaxaca;20143;San Francisco Ixhuatán;;;5;48;49;48;31;44;50;42;41
Oaxaca;20144;San Francisco Jaltepetongo;;;0;4;2;3;10;10;5;1;1
Oaxaca;20145;San Francisco Lachigoló;;;2;53;61;59;59;67;66;72;60
Oaxaca;20146;San Francisco Logueche;;;0;3;5;2;1;1;6;3;2
Oaxaca;20147;San Francisco Nuxaño;;;0;0;2;1;0;2;1;2;1
Oaxaca;20148;San Francisco Ozolotepec;;;0;5;2;7;6;2;2;0;1
Oaxaca;20149;San Francisco Sola;;;0;6;7;9;6;10;11;11;12
Oaxaca;20150;San Francisco Telixtlahuaca;;;7;137;84;88;129;124;146;125;128
Oaxaca;20151;San Francisco Teopan;;;0;0;0;1;2;0;3;1;0
Oaxaca;20152;San Francisco Tlapancingo;;;0;3;4;2;1;8;5;4;0
Oaxaca;20153;San Gabriel Mixtepec;;;1;26;20;22;27;22;38;34;27
Oaxaca;20154;San Ildefonso Amatlán;;;0;5;10;6;4;6;11;6;1
Oaxaca;20155;San Ildefonso Sola;;;0;2;4;1;3;2;13;7;3
Oaxaca;20156;San Ildefonso Villa Alta;;;2;38;48;29;28;37;30;35;33
Oaxaca;20157;San Jacinto Amilpas;;;15;241;242;233;272;267;302;235;195
Oaxaca;20158;San Jacinto Tlacotepec;;;3;5;6;20;8;3;2;5;3
Oaxaca;20159;San Jerónimo Coatlán;;;0;4;11;7;5;14;9;5;5
Oaxaca;20160;San Jerónimo Silacayoapilla;;;0;3;14;12;12;11;13;7;3
Oaxaca;20161;San Jerónimo Sosola;;;1;13;12;12;18;17;8;10;5
Oaxaca;20162;San Jerónimo Taviche;;;0;7;3;5;7;10;7;8;5
Oaxaca;20163;San Jerónimo Tecóatl;;;0;19;8;7;14;7;8;6;7
Oaxaca;20164;San Jorge Nuchita;;;1;20;6;16;6;11;13;7;3
Oaxaca;20165;San José Ayuquila;;;0;3;9;7;13;8;21;9;3
Oaxaca;20166;San José Chiltepec;;;3;77;37;45;57;69;52;57;64
Oaxaca;20167;San José del Peñasco;;;0;10;8;4;7;6;1;6;1
Oaxaca;20168;San José Estancia Grande;;;0;10;4;11;6;7;11;5;7
Oaxaca;20169;San José Independencia;;;1;4;12;4;11;11;10;9;2
Oaxaca;20170;San José Lachiguiri;;;0;4;7;5;6;8;16;2;6
Oaxaca;20171;San José Tenango;;;2;33;20;36;25;20;34;19;15
Oaxaca;20172;San Juan Achiutla;;;1;2;0;4;0;2;2;6;2
Oaxaca;20173;San Juan Atepec;;;0;5;5;7;13;10;4;5;7
Oaxaca;20174;Ánimas Trujano;;;2;59;66;66;70;63;87;68;57
Oaxaca;20175;San Juan Bautista Atatlahuca;;;0;4;1;2;3;6;7;4;2
Oaxaca;20176;San Juan Bautista Coixtlahuaca;;;1;25;21;27;38;25;45;25;30
Oaxaca;20177;San Juan Bautista Cuicatlán;;;3;94;85;107;138;164;158;192;83
Oaxaca;20178;San Juan Bautista Guelache;;;5;54;40;47;72;62;59;62;59
Oaxaca;20179;San Juan Bautista Jayacatlán;;;0;2;6;2;6;7;0;2;4
Oaxaca;20180;San Juan Bautista Lo de Soto;;;0;22;23;19;20;12;13;9;5
Oaxaca;20181;San Juan Bautista Suchitepec;;;0;2;0;3;4;0;3;1;3
Oaxaca;20182;San Juan Bautista Tlacoatzintepec;;;0;1;2;4;0;9;11;2;3
Oaxaca;20183;San Juan Bautista Tlachichilco;;;1;1;1;1;0;4;0;0;1
Oaxaca;20184;San Juan Bautista Tuxtepec;489;1664;1808;2146;1781;1641;1590;1653;1782;1691;1562
Oaxaca;20185;San Juan Cacahuatepec;;;4;53;59;67;57;48;57;46;51
Oaxaca;20186;San Juan Cieneguilla;;;0;0;1;1;1;3;0;2;1
Oaxaca;20187;San Juan Coatzóspam;;;1;4;1;1;1;3;4;2;3
Oaxaca;20188;San Juan Colorado;;;3;28;32;44;26;33;26;13;25
Oaxaca;20189;San Juan Comaltepec;;;0;8;1;7;2;1;3;4;4
Oaxaca;20190;San Juan Cotzocón;49;104;85;117;128;95;94;88;87;62;69
Oaxaca;20191;San Juan Chicomezúchil;;;0;3;2;1;0;3;1;2;1
Oaxaca;20192;San Juan Chilateca;;;2;15;23;19;10;19;12;8;10
Oaxaca;20193;San Juan del Estado;;;2;20;9;12;19;18;22;15;17
Oaxaca;20194;San Juan del Río;;;0;4;4;2;1;2;0;3;2
Oaxaca;20195;San Juan Diuxi;;;0;4;2;1;6;5;3;4;3
Oaxaca;20196;San Juan Evangelista Analco;;;0;3;1;0;1;1;1;0;2
Oaxaca;20197;San Juan Guelavía;;;2;18;25;12;18;19;19;22;12
Oaxaca;20198;San Juan Guichicovi;30;67;92;96;109;130;173;180;165;142;96
Oaxaca;20199;San Juan Ihualtepec;;;1;6;3;4;3;5;3;0;2
Oaxaca;20200;San Juan Juquila Mixes;;;0;10;13;2;12;11;15;14;7
Oaxaca;20201;San Juan Juquila Vijanos;;;0;3;7;1;2;1;2;2;1
Oaxaca;20202;San Juan Lachao;;;1;6;7;7;10;14;13;11;4
Oaxaca;20203;San Juan Lachigalla;;;0;7;3;4;6;6;7;3;3
Oaxaca;20204;San Juan Lajarcia;;;0;1;4;3;3;8;6;4;2
Oaxaca;20205;San Juan Lalana;;;1;22;31;12;15;21;30;27;31
Oaxaca;20206;San Juan de los Cués;;;2;14;15;23;12;5;18;16;10
Oaxaca;20207;San Juan Mazatlán;;;1;34;68;52;42;54;31;38;24
Oaxaca;20208;San Juan Mixtepec Distrito 08;;;3;19;10;29;15;15;23;34;12
Oaxaca;20209;San Juan Mixtepec Distrito 26;;;0;3;10;6;2;4;1;1;1
Oaxaca;20210;San Juan Ñumí;;;1;11;8;7;8;9;14;12;5
Oaxaca;20211;San Juan Ozolotepec;;;0;5;7;11;6;9;5;0;4
Oaxaca;20212;San Juan Petlapa;;;0;3;0;3;2;3;4;6;2
Oaxaca;20213;San Juan Quiahije;;;3;8;4;5;3;5;6;6;8
Oaxaca;20214;San Juan Quiotepec;;;0;3;1;1;6;2;2;6;1
Oaxaca;20215;San Juan Sayultepec;;;0;2;5;3;0;3;3;5;1
Oaxaca;20216;San Juan Tabaá;;;0;0;3;0;1;0;0;0;0
Oaxaca;20217;San Juan Tamazola;;;1;13;9;7;10;8;9;13;7
Oaxaca;20218;San Juan Teita;;;0;2;4;6;4;7;2;1;2
Oaxaca;20219;San Juan Teitipac;;;0;17;14;20;16;20;16;20;16
Oaxaca;20220;San Juan Tepeuxila;;;0;3;2;5;9;5;8;10;5
Oaxaca;20221;San Juan Teposcolula;;;1;18;19;10;12;14;12;11;5
Oaxaca;20222;San Juan Yaeé;;;0;2;1;4;5;4;2;2;1
Oaxaca;20223;San Juan Yatzona;;;0;1;0;0;1;0;0;0;0
Oaxaca;20224;San Juan Yucuita;;;0;5;10;6;11;2;7;7;2
Oaxaca;20225;San Lorenzo;;;3;11;3;15;18;8;10;9;17
Oaxaca;20226;San Lorenzo Albarradas;;;0;13;18;12;9;12;9;7;6
Oaxaca;20227;San Lorenzo Cacaotepec;;;12;176;169;142;228;165;184;137;133
Oaxaca;20228;San Lorenzo Cuaunecuiltitla;;;0;1;5;1;3;2;2;0;0
Oaxaca;20229;San Lorenzo Texmelúcan;;;0;5;9;5;17;7;9;11;9
Oaxaca;20230;San Lorenzo Victoria;;;0;3;5;6;1;3;4;3;3
Oaxaca;20231;San Lucas Camotlán;;;1;2;3;2;1;3;20;3;1
Oaxaca;20232;San Lucas Ojitlán;31;64;82;72;83;71;74;68;92;74;83
Oaxaca;20233;San Lucas Quiaviní;;;0;10;6;20;13;4;10;9;7
Oaxaca;20234;San Lucas Zoquiápam;;;0;11;13;19;28;18;32;26;12
Oaxaca;20235;San Luis Amatlán;;;1;13;14;23;13;18;16;16;10
Oaxaca;20236;San Marcial Ozolotepec;;;0;7;5;4;3;3;1;1;2
Oaxaca;20237;San Marcos Arteaga;;;1;8;8;14;10;21;15;6;14
Oaxaca;20238;San Martín de los Cansecos;;;0;6;5;8;2;7;4;3;5
Oaxaca;20239;San Martín Huamelúlpam;;;0;1;6;3;6;3;6;2;3
Oaxaca;20240;San Martín Itunyoso;;;1;7;15;16;8;7;19;15;11
Oaxaca;20241;San Martín Lachilá;;;0;4;3;0;1;7;6;1;1
Oaxaca;20242;San Martín Peras;;;6;18;29;21;23;35;36;34;25
Oaxaca;20243;San Martín Tilcajete;;;0;23;15;19;10;18;18;8;14
Oaxaca;20244;San Martín Toxpalan;;;1;16;31;28;32;22;24;15;21
Oaxaca;20245;San Martín Zacatepec;;;0;2;2;1;4;6;6;2;5
Oaxaca;20246;San Mateo Cajonos;;;0;6;1;1;0;3;0;2;0
Oaxaca;20247;Capulálpam de Méndez;;;3;7;4;4;5;5;4;11;7
Oaxaca;20248;San Mateo del Mar;;;3;36;39;28;19;21;16;16;15
Oaxaca;20249;San Mateo Yoloxochitlán;;;0;5;7;5;4;8;8;7;12
Oaxaca;20250;San Mateo Etlatongo;;;0;7;10;8;6;10;8;5;7
Oaxaca;20251;San Mateo Nejápam;;;1;3;2;2;4;1;1;1;3
Oaxaca;20252;San Mateo Peñasco;;;1;9;8;2;12;6;3;9;1
Oaxaca;20253;San Mateo Piñas;;;0;1;5;7;13;12;11;11;8
Oaxaca;20254;San Mateo Río Hondo;;;0;14;29;26;18;47;41;19;18
Oaxaca;20255;San Mateo Sindihui;;;0;6;0;6;2;2;0;0;1
Oaxaca;20256;San Mateo Tlapiltepec;;;0;0;0;4;0;3;4;0;0
Oaxaca;20257;San Melchor Betaza;;;0;0;0;1;6;1;3;3;3
Oaxaca;20258;San Miguel Achiutla;;;0;1;1;0;1;1;2;1;3
Oaxaca;20259;San Miguel Ahuehuetitlán;;;0;4;6;4;2;5;7;3;3
Oaxaca;20260;San Miguel Aloápam;;;1;27;14;12;7;14;17;9;7
Oaxaca;20261;San Miguel Amatitlán;;;0;13;13;10;17;24;23;23;16
Oaxaca;20262;San Miguel Amatlán;;;1;3;5;8;0;4;3;1;5
Oaxaca;20263;San Miguel Coatlán;;;0;10;2;8;10;6;5;8;5
Oaxaca;20264;San Miguel Chicahua;;;0;6;9;7;11;13;8;7;9
Oaxaca;20265;San Miguel Chimalapa;;;3;12;12;15;13;17;15;10;8
Oaxaca;20266;San Miguel del Puerto;;;4;24;20;22;34;41;60;46;35
Oaxaca;20267;San Miguel del Río;;;1;1;1;0;0;1;1;1;0
Oaxaca;20268;San Miguel Ejutla;;;1;9;7;8;14;13;15;8;11
Oaxaca;20269;San Miguel el Grande;;;1;9;10;27;9;24;26;13;10
Oaxaca;20270;San Miguel Huautla;;;1;5;2;2;10;8;8;6;4
Oaxaca;20271;San Miguel Mixtepec;;;0;3;7;2;3;6;4;4;2
Oaxaca;20272;San Miguel Panixtlahuaca;;;5;14;14;12;19;16;25;42;42
Oaxaca;20273;San Miguel Peras;;;3;7;1;13;11;12;14;8;4
Oaxaca;20274;San Miguel Piedras;;;0;1;1;1;4;2;2;1;2
Oaxaca;20275;San Miguel Quetzaltepec;;;1;7;9;11;7;6;1;12;16
Oaxaca;20276;San Miguel Santa Flor;;;0;0;0;4;3;1;5;2;4
Oaxaca;20277;Villa Sola de Vega;;;5;113;94;83;84;79;99;106;50
Oaxaca;20278;San Miguel Soyaltepec;51;139;142;182;165;135;147;164;162;166;131
Oaxaca;20279;San Miguel Suchixtepec;;;0;11;8;16;16;10;13;4;4
Oaxaca;20280;Villa Talea de Castro;;;0;4;6;1;4;5;1;5;2
Oaxaca;20281;San Miguel Tecomatlán;;;0;1;0;0;0;2;1;2;2
Oaxaca;20282;San Miguel Tenango;;;0;2;4;4;6;3;5;1;3
Oaxaca;20283;San Miguel Tequixtepec;;;0;0;1;2;3;8;3;9;2
Oaxaca;20284;San Miguel Tilquiápam;;;1;15;8;9;23;19;15;24;11
Oaxaca;20285;San Miguel Tlacamama;;;0;33;30;33;25;19;21;9;9
Oaxaca;20286;San Miguel Tlacotepec;;;3;13;9;10;10;8;9;11;11
Oaxaca;20287;San Miguel Tulancingo;;;0;0;1;0;1;2;1;1;2
Oaxaca;20288;San Miguel Yotao;;;1;1;0;0;1;2;0;0;0
Oaxaca;20289;San Nicolás;;;0;4;5;0;7;6;8;0;6
Oaxaca;20290;San Nicolás Hidalgo;;;0;2;5;3;2;3;4;1;11
Oaxaca;20291;San Pablo Coatlán;;;0;11;26;10;11;17;11;22;14
Oaxaca;20292;San Pablo Cuatro Venados;;;0;3;2;1;1;3;3;2;3
Oaxaca;20293;San Pablo Etla;;;12;209;238;202;215;232;204;179;156
