FOLIO,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUN_INC,TIPLOC_INC,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIF,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1,VIAL_2,VIAL_P,DESTACAM,HORA_ROB,PROCESO,VIOLENCIA,ARMA_1,DETENIDO,PER_SOSP,ALIAS,T_VEH_SOS,VEH_SOSP,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,ESTEREO,SONIDO,BATERIA,HERRAMIENT,LLANTAS,ACC_LLANTA,ROPA,CELULAR,TECNOLOGIA,BOLSO,DOCUMENTOS,DINERO,CANTIDAD,VARIOS,MONTO,RECUP_ART,CIERRE_PRE,OID,SUB_TIPO,INCIDENTE,LONG,LAT
178374,JUNIO,2018-06-21,JUEVES,20,22,JESUS MARIA,RURAL,COMUNIDAD,LOS RAMIREZ,186-P,PRIVADA,DEL SOL,0,101,NULO,0,NULO,FRANCISCO I MADERO,NINGUNO,RODRIGO,NULO,DIA,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,CAMIONETA,CHEVROLET,BLAZER,0,1,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,6000.000000,NO,,1300,AUTOPARTES,ROBO DE AUTOPARTES,-102.32409058,21.97158502
178865,JUNIO,2018-06-22,VIERNES,12,39,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DEL SOL,566,AVENIDA,AGUASCALIENTES SUR,0,0,NULO,0,NULO,IGNACIO VALTIERRA,MARIANO ESCOBEDO,AURORA BOREAL,MORELOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AMBAS,CAMIONETA,CHEVROLET,SUBURBAN,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,PERTENCIAS PERSONALES,0.000000,NO,,1301,AUTOPARTES,ROBO DE AUTOPARTES,-102.27322448,21.86045491
178885,JUNIO,2018-06-22,VIERNES,13,11,JESUS MARIA,URBANA,FRACCIONAMIENTO,SOLAR DE JONACATIQUE,205,CALLE,DOMINGO DE LIMA,0,0,NULO,0,NULO,ALVARO OBREGON,SOLIDARIDAD,MARCOS DE SAUCEDO,NULO,SIN DATOS,NO,NO,NULO,0,0,0,0,0,ABIERTO,AUTOPARTES,CAMIONETA,NISSAN,PICK UP,0,0,0,1,0,0,0,0,0,0,0,0,0.000000,NULO,3500.000000,NO,,1302,AUTOPARTES,ROBO DE AUTOPARTES,-102.35234439,21.97283218
178954,JUNIO,2018-06-22,VIERNES,14,32,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LUIS ORTEGA DOUGLAS,440,CALLE,EL COTON,0,0,NULO,0,NULO,EL PICACHO,EL GIGANTE,LA PROVIDENCIA,TERAN NORTE,MED_TAR_A,NO,NO,NULO,0,"1 SUJETO, VISTE SHORT Y CAMISA NEGRA",0,0,0,A_PUERTAS,AUTOPARTES,CAMIONETA,NISSAN,DATSUN,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,2200.000000,NO,,1303,AUTOPARTES,ROBO DE AUTOPARTES,-102.26142746,21.90913579
179410,JUNIO,2018-06-22,VIERNES,23,13,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,NAZARIO ORTIZ GARZA,452,CALLE,MANUEL GARCIA MARTINEZ,0,679,NULO,0,NULO,SIGLO XXI,GUADALUPE ALVARADO,GENERAL JOSE REFUGIO VELAZCO,TERAN NORTE,MED_NOCHE_B,NO,NO,NULO,0,0,0,0,0,DESVALIJA,AUTOPARTES,CAMIONETA,DODGE,RAM,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,DESVALIJAR,0.000000,NO,,1304,AUTOPARTES,ROBO DE AUTOPARTES,-102.25687620,21.90591040
197807,JUNIO,2018-06-23,SABADO,10,37,SAN FRANCISCO DE LOS ROMO,RURAL,FRACCIONAMIENTO,LA RIBERA,350-P,AVENIDA,LA RIBERA,0,0,NULO,0,NULO,HEXOTLA,CULHUACAN,URICHO,NULO,SIN DATOS,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AMBAS,AUTOMOVIL,CHEVROLET,CHEVY,1,1,0,0,0,0,0,0,0,0,0,1,300.000000,NULO,3000.000000,NO,,1305,AUTOPARTES,ROBO DE AUTOPARTES,-102.25195377,21.95871916
179832,JUNIO,2018-06-23,SABADO,12,2,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BALCONES DE OJOCALIENTE,577,CALLE,BALCONES DE LA PLATA,0,0,NULO,0,NULO,ADOLFO D ELA HUERTA,BALCONES DE OJCOALIENTE,BALCONES DE OJOCALIENTE,MORELOS,MED_TAR_A,NO,NO,NULO,0,"1 SUJETO, BERMUDA MEZCLILLA, GORRA Y SUETER GRIS, 0",0,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,SIN DATOS,SIN DATOS,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1306,AUTOPARTES,ROBO DE AUTOPARTES,-102.24987206,21.86459140
180620,JUNIO,2018-06-24,DOMINGO,0,38,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CANTERAS DE SAN JOSE,400,ANDADOR,PLAZA SEGUNDA CONJUNTO VILLA HIDALGO,0,111,NULO,0,NULO,PLAZA VILLA HIDALGO 1A,PLAZA VILLA HIDALGO 1A,VILLA HIDALGO,INSURGENTES,SIN DATOS,NO,NO,NULO,0,"1 SUJETO, PLAYERA BLANCA, GORRA ROJA",0,BICICLETA,BICICLETA,A_PUERTAS,AUTOPARTES,AUTOMOVIL,CHEVROLET,CHEVY,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1307,AUTOPARTES,ROBO DE AUTOPARTES,-102.33346421,21.85861557
181029,JUNIO,2018-06-24,DOMINGO,5,31,JESUS MARIA,URBANA,COLONIA,BENIGNO CHAVEZ,148,CALLE,TOMAS DE LUNA,0,204,NULO,0,NULO,JESUS MARMOLEJO,TEODORO OLIVARES SANTANA,ALEJANDRO DE LA CRUZ,NULO,NOCHE_MD,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,NISSAN,SENTRA,0,1,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,4500.000000,NO,,1308,AUTOPARTES,ROBO DE AUTOPARTES,-102.34224178,21.95404049
181067,JUNIO,2018-06-24,DOMINGO,6,40,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,442,AVENIDA,CULTURA MAYA,0,306,NULO,0,NULO,CULTURA MAYA 306,CULTURA MAYA 306,NINGUNO,TERAN NORTE,SIN DATOS,NO,NO,NULO,0,"2 SUJETOS, UNO VISTE BERMUDA CUADROS, SUDADERA ROJ0",0,0,0,A_PUERTAS,AUTOPARTES,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,1,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1309,AUTOPARTES,ROBO DE AUTOPARTES,-102.24309972,21.91042203
181087,JUNIO,2018-06-24,DOMINGO,7,21,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL DORADO 1A SECCION,1048,CALLE,NEVADO DE COLIMA,0,434,NULO,0,NULO,PASEO DE LA ASUNCION,AGUASCALIENTES SUR,RAFAEL RAMIREZ,INSURGENTES,SIN DATOS,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AMBAS,AUTOMOVIL,VOLKSWAGEN,BEETLE,1,0,0,0,0,0,0,0,0,0,1,1,0.000000,NULO,0.000000,NO,,1310,AUTOPARTES,ROBO DE AUTOPARTES,-102.30112079,21.85956715
181138,JUNIO,2018-06-24,DOMINGO,9,37,JESUS MARIA,RURAL,RESIDENCIAL,ALCAZAR,353-P,CALLE,CALZADA VILLA PLATA,0,412,NULO,0,NULO,CALZADA NAVARRA,COTO ALCAZAR SANTA MARIA,NINGUNO,NULO,MED_MAÑ_B,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AMBAS,AUTOMOVIL,VOLKSWAGEN,BORA,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,SCANER,2500.000000,NO,,1311,AUTOPARTES,ROBO DE AUTOPARTES,-102.31687056,21.95757381
181181,JUNIO,2018-06-24,DOMINGO,11,16,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA LAS PALMAS III,564,CALLE,PALMA BRAVA,0,225,NULO,0,NULO,MARIANO HIDALGO,NINGUNO,PALMA RIZADA,MORELOS,DIA,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,CHEVROLET,CHEVY,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1312,AUTOPARTES,ROBO DE AUTOPARTES,-102.23517219,21.85305063
181332,JUNIO,2018-06-24,DOMINGO,14,41,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO 24 (PLAZA PATIO),727,AVENIDA,MAHATMA GANDHI,0,0,NULO,0,NULO,CONVENCION DE 1914 SUR,AGUUASCALIENTES,JOSE MARIA CHAVEZ,INSURGENTES,MED_TAR_A,NO,NO,NULO,0,1 SUJETO,0,AUTOMOVIL,"NEGRO, AEP6667",A_PUERTAS,AUTOPARTES,AUTOMOVIL,CHEVROLET,MONZA,0,0,0,1,0,0,0,0,0,0,0,0,0.000000,NULO,700.000000,NO,,1313,AUTOPARTES,ROBO DE AUTOPARTES,-102.29353520,21.85836397
181812,JUNIO,2018-06-24,DOMINGO,23,38,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DE VISTABELLA II,603,CALLE,VISTA DEL BOSQUE,0,118,NULO,0,NULO,NINGUNO,VISTA DE LAS ESTRELLAS,VISTA DE LA ALAMEDA,MORELOS,NOCHE,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,FORD,SIN DATOS,1,1,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,1000.000000,NO,,1314,AUTOPARTES,ROBO DE AUTOPARTES,-102.26442722,21.84096708
182031,JUNIO,2018-06-25,LUNES,7,32,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BALCONES DE ORIENTE,723,CALLE,SAN FRANCISCO DE LOS VIVEROS,0,2404,NULO,0,NULO,SAN FRANCISCO DE LOS VIVEROS,NINGUNO,SAN FRANCISCO DE LOS VIVEROS 2402,TERAN SUR,NOCHE_MAÑ,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,CAMIONETA,CHEVROLET,SIERRA,1,1,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,5000.000000,NO,,1315,AUTOPARTES,ROBO DE AUTOPARTES,-102.23228372,21.88615264
182043,JUNIO,2018-06-25,LUNES,1,54,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,DEL VALLE 2A SECCION,939,CALLE,FLORENCIA,0,401,NULO,0,NULO,PRAGA,VIENA,PARIS,POCITOS,NOCHE_MAÑ,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,SIN DATOS,SIN DATOS,1,0,0,1,0,0,0,0,0,0,0,0,0.000000,NULO,6000.000000,NO,,1316,AUTOPARTES,ROBO DE AUTOPARTES,-102.32130565,21.87594703
182119,JUNIO,2018-06-25,LUNES,9,50,AGUASCALIENTES,RURAL,CONDOMINIO,SAN GERARDO,315-P,CARRETERA,45 LEON-AGUASCALIENTES,0,0,NULO,0,NULO,LIBRAMIENTO SUR DE AGUASCALIENTES,NINGUNO,LIBRAMIENTO SUR DE AGUASCALIENTES,INSURGENTES,MED_MAÑ_B,NO,NO,NULO,3,0,0,TAXI,"TAXI 680, BLANCO",A_PUERTAS,AUTOPARTES,AUTOMOVIL,SIN DATOS,SIN DATOS,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1317,AUTOPARTES,ROBO DE AUTOPARTES,-102.28488869,21.80269096
182459,JUNIO,2018-06-25,LUNES,18,8,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PILAR BLANCO,981,ANDADOR,DEL REY PESCADOR,8,0,NULO,0,NULO,DE LA TORTOLA,DEL REY PESCADOR,DE LA TORTOLA,INSURGENTES,MED_TAR_B,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,CAMIONETA,DODGE,RAM,0,0,0,0,0,0,1,0,0,1,0,0,0.000000,NULO,1000.000000,NO,,1318,AUTOPARTES,ROBO DE AUTOPARTES,-102.30045476,21.84657938
182462,JUNIO,2018-06-25,LUNES,18,14,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,GAMEZ,690,PROLONGACION,SAN MIGUEL,0,0,NULO,0,NULO,PODER LEGISLATIVO,HEROE DE NACOZARI SUR,5 DE FEBRERO,CENTRO,MED_TAR_B,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,NISSAN,SENTRA,0,1,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,10000.000000,NO,,1319,AUTOPARTES,ROBO DE AUTOPARTES,-102.28159150,21.87709171
182918,JUNIO,2018-06-26,MARTES,7,57,TEPEZALA,URBANA,SIN TIPO,SAN ANTONIO,32,CALLE,5 DE FEBRERO,0,402,NULO,0,NULO,ALVARO OBREGON,JOS EMARIA MORELOS,FUNDADORES DEL EJIDO,NULO,NOCHE_MAÑ,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,CAMIONETA,NISSAN,SIN DATOS,1,0,0,1,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1320,AUTOPARTES,ROBO DE AUTOPARTES,-102.25146376,22.23137835
182977,JUNIO,2018-06-26,MARTES,9,50,AGUASCALIENTES,URBANA,COLONIA,LAS FLORES,1072,CALLE,TULIPANES,0,0,NULO,0,NULO,LOS LAURELES,DE LAS ORQUIDEAS,DALIAS,INSURGENTES,MED_MAÑ_B,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AMBAS,AUTOMOVIL,PONTIAC,MATIZ,1,0,0,0,0,0,0,1,0,1,0,0,0.000000,NULO,15000.000000,NO,,1321,AUTOPARTES,ROBO DE AUTOPARTES,-102.30355415,21.87494999
183905,JUNIO,2018-06-27,MIERCOLES,12,37,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,GOMEZ,663,CALLE,GUANAJUATO,0,0,NULO,0,NULO,PROLONGACION DOCTOR QUEZADA LIMON,TLAXCALA,VERACRUZ,POCITOS,MED_TAR_A,NO,NO,NULO,0,1 SUJETO,0,TAXI,TAXI 5,A_PUERTAS,PERSONALES,AUTOMOVIL,CHEVROLET,MONZA,0,0,0,0,0,0,0,0,0,1,0,0,0.000000,NULO,0.000000,NO,,1322,AUTOPARTES,ROBO DE AUTOPARTES,-102.31472438,21.88558377
183920,JUNIO,2018-06-27,MIERCOLES,12,52,SAN FRANCISCO DE LOS ROMO,RURAL,COMUNIDAD,VALLE DE AGUASCALIENTES,310-P,CERRADA,VILLA AZUETA 2,0,0,NULO,0,NULO,VILLA DEL CARBON,VILLA FLORES,VILLA ALDAMA 2,NULO,MED_TAR_A,NO,NO,NULO,0,"1 SUJETO, PANTALOND E MEZCLILLA, PLAYERA AZUL Y PL0",0,0,0,A_PUERTAS,PERSONALES,TRAILER,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,COSTAL DE FRIJOLES,0.000000,NO,,1323,AUTOPARTES,ROBO DE AUTOPARTES,-102.26478742,21.97419172
184025,JUNIO,2018-06-27,MIERCOLES,15,21,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,CALLE,HACIENDA SAN IGNACIO,0,115,NULO,0,NULO,JACIENDA EL MEZQUITE,HACIENDA GARABATO,HACIENDA SAN JOSE DE GUADALUPE,TERAN SUR,SIN DATOS,NO,NO,NULO,0,1 SUJETO,0,0,0,EXTERIOR,AUTOPARTES,TRAILER,SIN DATOS,SIN DATOS,0,0,0,0,0,1,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1324,AUTOPARTES,ROBO DE AUTOPARTES,-102.24510463,21.88830989
184038,JUNIO,2018-06-27,MIERCOLES,15,39,AGUASCALIENTES,URBANA,COLONIA,FATIMA,1119,AVENIDA,AGUASCALIENTES NORTE,0,0,NULO,0,NULO,GENERAL IGNACIO ZARAGOZA,VALLE DE GUADALUPE,NINGUNO,POCITOS,MED_TAR_A,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,CAMIONETA,FORD,RANGER,0,0,0,0,0,0,0,0,1,1,0,0,0.000000,NULO,28000.000000,NO,,1325,AUTOPARTES,ROBO DE AUTOPARTES,-102.30417797,21.91576350
184682,JUNIO,2018-06-28,JUEVES,9,49,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE LA CONCEPCION I,848,BOULEVARD,LUIS DONALDO COLOSIO,0,301,NULO,0,NULO,SAN JULIAN,VALLE DE GUADALUPE,CERRO DE LA BUFA,POCITOS,MED_MAÑ_B,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,CAMIONETA,AUDI,Q5,0,0,0,0,0,0,0,0,0,1,0,1,15000.000000,NULO,0.000000,NO,,1326,AUTOPARTES,ROBO DE AUTOPARTES,-102.30846992,21.92440085
185338,JUNIO,2018-06-28,JUEVES,23,0,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO 92 (CANTIA),931,CALLE,ROSALES,0,0,NULO,0,NULO,CLAVELES,NINGUNO,LIRIOS,INSURGENTES,MED_NOCHE_B,SI,NO,NULO,0,1 SUJETO,0,0,0,A_PUERTAS,AUTOPARTES,CAMIONETA,SIN DATOS,SIN DATOS,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1327,AUTOPARTES,ROBO DE AUTOPARTES,-102.33554852,21.87058011
185476,JUNIO,2018-06-29,VIERNES,4,16,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PILAR BLANCO,981,ANDADOR,DE LA TORTOLA,0,4707,NULO,0,NULO,DE LA TORTOLA,DEL AURA,PASEO DE LA ASUNCION,INSURGENTES,MED_MD_B,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,AUTOMOVIL,CHEVROLET,ASTRA,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1328,CRISTALAZO,ROBO DE AUTOPARTES,-102.30091183,21.84678301
185506,JUNIO,2018-06-29,VIERNES,6,47,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SOLIDARIDAD II,579,CALLE,ATOTONITLAN,0,0,NULO,0,NULO,XIUHNEL,IXTLAHUATL,TLAZALHAN,MORELOS,MED_MAÑ_B,NO,NO,NULO,2,1 SUJETO,0,0,0,A_PUERTAS,AUTOPARTES,CAMIONETA,SIN DATOS,SIN DATOS,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,800.000000,NO,,1329,AUTOPARTES,ROBO DE AUTOPARTES,-102.24402139,21.86626743
185531,JUNIO,2018-06-29,VIERNES,8,19,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA LAS PALMAS III,564,CALLE,PALMA DE MALLORCA,0,130,NULO,0,NULO,AVENIDA PROLONGACION MARIANO HIDALGO,PROLONGACION MARGARITA MAZA DE JUAREZ,NINGUNO,MORELOS,NOCHE_MAÑ,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,AUTOMOVIL,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,1,0,0,0.000000,PERTENENCIAS PERSONALES,0.000000,NO,,1330,AUTOPARTES,ROBO DE AUTOPARTES,-102.23385180,21.85643299
185621,JUNIO,2018-06-29,VIERNES,11,34,JESUS MARIA,URBANA,FRACCIONAMIENTO,PASEOS DE AGUASCALIENTES,117,AVENIDA,INDEPENDENCIA,0,0,NULO,0,NULO,PASEOS DE AGUASCALIENTES,PASEOS DE PABELLON DE HIDALGO,PASEOS DE MARAVILLAAS,NULO,MED_MAÑ_B,SI,NO,NULO,0,1 SUJETO,0,0,0,A_PUERTAS,PERSONALES,TRAILER,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,1,0,0,0,0,0.000000,NULO,0.000000,NO,,1331,AUTOPARTES,ROBO DE AUTOPARTES,-102.29348012,21.96714936
185652,JUNIO,2018-06-29,VIERNES,12,20,JESUS MARIA,RURAL,COMUNIDAD,MIRAVALLE,179-P,TERRACERIA,TERRACERIA,0,0,NULO,0,NULO,RINCON,DE LOS DOLORES,DEL ROSARIO,NULO,MAÑ_TAR,NO,NO,NULO,0,1 SUJETO,EL  NIÑO,0,0,A_PUERTAS,AMBAS,CAMIONETA,CHEVROLET,CHEYENNE,0,0,0,1,0,0,0,0,0,0,0,0,0.000000,BICICLETA,1000.000000,NO,,1332,AUTOPARTES,ROBO DE AUTOPARTES,-102.31532785,21.97257232
185922,JUNIO,2018-06-29,VIERNES,18,40,AGUASCALIENTES,URBANA,COLONIA,MACIAS ARELLANO,505,CALLE,D,0,212,NULO,0,NULO,B,G,P,TERAN NORTE,MED_TAR_B,SI,NO,NULO,0,0,0,0,0,DESVALIJA,AUTOPARTES,AUTOMOVIL,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,DESVALIJAR,0.000000,NO,,1333,AUTOPARTES,ROBO DE AUTOPARTES,-102.28437736,21.90727833
186001,JUNIO,2018-06-29,VIERNES,20,11,AGUASCALIENTES,URBANA,COLONIA,DEL CARMEN,911,CALLE,PLAN DE AYUTLA,0,418,NULO,0,NULO,DEL CARMEN,LA LUZ,SAN CARLOS,CENTRO,TAR_NOCHE,NO,NO,NULO,0,NULO,0,0,0,A_PUERTAS,PERSONALES,AUTOMOVIL,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,1,0,0.000000,NULO,0.000000,NO,,1334,AUTOPARTES,ROBO DE AUTOPARTES,-102.30069713,21.88909283
186018,JUNIO,2018-06-29,VIERNES,20,34,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DE SANTA ANITA,478,AVENIDA,SIGLO XIX,0,0,NULO,0,NULO,CONVENCION DE 1914 ORIENTE,CANAL INTERCEPTOR,JOSE H ESCOBEDO,TERAN SUR,MED_NOCHE_A,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,CAMIONETA,CHEVROLET,SIN DATOS,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,AIRE ACONDICIONADO,0.000000,NO,,1335,AUTOPARTES,ROBO DE AUTOPARTES,-102.27331931,21.89031746
186866,JUNIO,2018-06-30,SABADO,16,23,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,FUNDADORES,623,CALLE,ANA DE OROZCO,0,108,NULO,0,NULO,MARGARITA MAZA DE JUAREZ,LUISA FERNANDEZ VILLA,FELIPE MORONES,MORELOS,MED_TAR_B,NO,NO,NULO,0,0,0,0,0,ABIERTO,PERSONALES,AUTOMOVIL,VOLKSWAGEN,JETTA,0,0,0,0,0,0,0,0,0,1,0,1,0.000000,NULO,0.000000,NO,,1336,AUTOPARTES,ROBO DE AUTOPARTES,-102.24759416,21.84515217
167556,JUNIO,2018-06-10,DOMINGO,21,39,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS BOSQUES,780,CALLE,MONTES HIMALAYA,0,0,NULO,0,NULO,SAN JULIAN,SAN JUAN DE LOS LAGOS,MONTES APALACHES,POCITOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,1,0,0,0.000000,NULO,0.000000,NO,,1337,CRISTALAZO,ROBO DE AUTOPARTES,-102.30942856,21.92235564
163454,JUNIO,2018-06-07,JUEVES,16,0,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO 47 (PLAZA ARCOS CAMPESTRE),854,CALLE,MONTE BLANCO,0,0,NULO,0,NULO,LUIS DONALDO COLOSIO,POTREROS,GENERAL IGNACIO ZARAGOZA,POCITOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,EXTERIOR,AUTOPARTES,AUTOMOVIL,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,ESPEJO,0.000000,NO,,1338,AUTOPARTES,ROBO DE AUTOPARTES,-102.30154894,21.92572601
168548,JUNIO,2018-06-11,LUNES,18,18,JESUS MARIA,URBANA,FRACCIONAMIENTO,ARBOLEDAS,221,CALLE,FRANCISCO JAVIER MINA,0,0,NULO,0,NULO,DE LOS AHUEHUTES,DE LOS GUAYABOS,PROLONGACION ITURBIDE,NULO,MED_TAR_B,NO,NO,NULO,0,"1 SUJETO, PLAYERA AZUL",0,BICICLETA,BICICLETA,DESVALIJA,AUTOPARTES,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,DESVALIJAR,0.000000,NO,,1339,AUTOPARTES,ROBO DE AUTOPARTES,-102.34580563,21.95484721
171604,JUNIO,2018-06-15,VIERNES,8,12,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CIMA DEL CHAPULIN,583,CALLE,MARRUBIO,0,105,NULO,0,NULO,LOBELIA,CHAPULIN,CIMA DEL CHAPULIN,MORELOS,MED_NOCHE_A,NO,NO,NULO,0,VARIOS SUJETOS,0,0,0,DESVALIJA,AUTOPARTES,AUTOMOVIL,VOLKSWAGEN,JETTA,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,DESVALIJAR,0.000000,NO,,1340,AUTOPARTES,ROBO DE AUTOPARTES,-102.24645639,21.85662876
176891,JUNIO,2018-06-20,MIERCOLES,3,50,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JESUS GOMEZ PORTUGAL,528,CALLE,MIZAR,0,122,NULO,0,NULO,DENEB,CASIOPEA,MAGALLANES,MORELOS,MED_MD_B,NO,NO,NULO,0,"2 SUJETOS, SUDADERA NEGRA",0,0,0,DESVALIJA,AUTOPARTES,AUTOMOVIL,VOLKSWAGEN,ATLANTIC,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,DESVALIJAR,0.000000,NO,,1341,AUTOPARTES,ROBO DE AUTOPARTES,-102.26904709,21.87082062
170333,JUNIO,2018-06-13,MIERCOLES,19,10,AGUASCALIENTES,URBANA,COLONIA,COLONIA MORELOS,918,CALLE,CELSO BERNAL,0,0,NULO,0,NULO,SERVANDO HERNANDEZ,HEROE DE NACOZARI NORTE,SERVANDO HERNANDEZ,POCITOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,ABIERTO,PERSONALES,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,1,0,0,0,0,0.000000,NULO,0.000000,NO,,1342,AUTOPARTES,ROBO DE AUTOPARTES,-102.28876667,21.90241402
172677,JUNIO,2018-06-16,SABADO,7,38,AGUASCALIENTES,URBANA,COLONIA,NORIAS DEL PASO HONDO,352,CALLE,GARDENIA,0,0,NULO,0,NULO,NINGUNO,GARDENIA,NINGUNO,MORELOS,MED_NOCHE_A,NO,NO,NULO,0,"2 SUJETOS, VISTEN DE NEGRO",0,0,0,DESVALIJA,AUTOPARTES,AUTOMOVIL,NISSAN,TSURU,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,DESVALIJAR,0.000000,NO,,1343,AUTOPARTES,ROBO DE AUTOPARTES,-102.20982659,21.85823484
