FOLIO,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUN_INC,TIPLOC_INC,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIF,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1,VIAL_2,VIAL_P,DESTACAM,HORA_ROB,PROCESO,VIOLENCIA,ARMA_1,DETENIDO,PER_SOSP,ALIAS,T_VEH_SOS,VEH_SOSP,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,ESTEREO,SONIDO,BATERIA,HERRAMIENT,LLANTAS,ACC_LLANTA,ROPA,CELULAR,TECNOLOGIA,BOLSO,DOCUMENTOS,DINERO,CANTIDAD,VARIOS,MONTO,RECUP_ART,CIERRE_PRE,OID,SUB_TIPO,INCIDENTE,LONG,LAT
62758,MARZO,2018-03-04,DOMINGO,23,48,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,CIELO CLARO,0,201,NULO,0,NULO,SIGLO XXI,LAS FRAGUAS,PROSPERIDAD,TERAN SUR,SIN DATOS,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,VOLKSWAGEN,CARIBE,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,612,AUTOPARTES,ROBO DE AUTOPARTES,-102.25302425,21.89515196
32894,MARZO,2018-03-05,LUNES,3,25,AGUASCALIENTES,URBANA,COLONIA,LA FE,912,AVENIDA,INDEPENDENCIA,0,0,NULO,0,NULO,PETROLEOS MEXICANOS,INDEPENDENCIA 154,GENERAL IGNACIO ZARAGOZA,POCITOS,MED_MD_B,SI,NO,NULO,0,"1 SUJETO, VISTE DE NEGRO",0,BICICLETA,BICICLETA,A_PUERTAS,AUTOPARTES,AUTOMOVIL,VOLKSWAGEN,POINTER,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,800.000000,NO,,613,AUTOPARTES,ROBO DE AUTOPARTES,-102.29509044,21.89149355
63020,MARZO,2018-03-05,LUNES,9,2,AGUASCALIENTES,URBANA,CONDOMINIO,PRIMO VERDAD INEGI,591,CALLE,ADOLFO RUIZ CORTINEZ,0,0,NULO,0,NULO,UNO,ADOLFO RUIZ CORTINEZ,PERSEO,MORELOS,SIN DATOS,NO,NO,NULO,0,VECINO,0,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,DODGE,NEON,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,614,AUTOPARTES,ROBO DE AUTOPARTES,-102.27167245,21.86839753
63345,MARZO,2018-03-05,LUNES,17,5,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,TROJES DE ORIENTE II,788,CALLE,LA PEÑA,0,205,NULO,0,NULO,TROJES DE TECUAN,TROJES DE CARDONA,MONTE BLANCO,POCITOS,MED_TAR_B,NO,NO,NULO,0,0,0,0,0,EXTERIOR,PERSONALES,AUTOMOVIL,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,ESCALERA,10000.000000,NO,,615,AUTOPARTES,ROBO DE AUTOPARTES,-102.30010100,21.92951057
63615,MARZO,2018-03-05,LUNES,22,36,JESUS MARIA,RURAL,CONDOMINIO,RESIDENCIAL ARBORADA,340-P,PROLONGACION,INDEPENDENCIA,0,0,NULO,0,NULO,SIGLO XXI NORTE,PASO BLANCO,NINGUNO,NULO,MED_NOCHE_B,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,CAMIONETA,SIN DATOS,SIN DATOS,0,0,1,0,0,0,0,0,0,0,0,0,1700.000000,NULO,0.000000,NO,,616,AUTOPARTES,ROBO DE AUTOPARTES,-102.29720957,21.94670452
63809,MARZO,2018-03-06,MARTES,6,37,JESUS MARIA,URBANA,FRACCIONAMIENTO,MANANTIALES DEL PINAR,172,PRIVADA,CERRADA PINAR DE LA SIERRA,0,417,NULO,0,NULO,MANANTIALES DEL PINAR,DEL ARBOL,CERRADA PINAR DEL VALLE,NULO,MADRUGADA,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,VOLKSWAGEN,POINTER,1,1,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,4000.000000,NO,,617,AUTOPARTES,ROBO DE AUTOPARTES,-102.34877831,21.95583382
64046,MARZO,2018-03-06,MARTES,14,5,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE I,741,CALLE,SAN FRANCISCO DE LOS VIVEROS,0,0,NULO,0,NULO,LAS NORIAS,SAN FRANCISCO DE LOS ROMO,LOS CONOS,TERAN SUR,MED_TAR_A,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,AUTOMOVIL,CHEVROLET,AVEO,0,0,0,0,0,0,1,1,0,0,0,0,0.000000,NULO,6000.000000,NO,,618,AUTOPARTES,ROBO DE AUTOPARTES,-102.25376291,21.87902153
64535,MARZO,2018-03-06,MARTES,23,27,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BONA GENS,527,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS ORIENTE,0,0,NULO,0,NULO,TANYVETH,IZTACCIHUATL,TAYDE,MORELOS,NOCHE,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,CAMIONETA,FORD,EXPEDITION,0,0,0,0,0,0,0,0,1,1,0,0,0.000000,LENTES,20000.000000,NO,,619,AUTOPARTES,ROBO DE AUTOPARTES,-102.26847867,21.87782526
64868,MARZO,2018-03-07,MIERCOLES,7,30,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,CALLE,NEZAHUALCOYOTL,0,113,NULO,0,NULO,GUADALUPE ALVARADO,BLES E ROMO,PAULA DE J JIMENEZ DE YAÑEZ,TERAN NORTE,MED_MAÑ_A,NO,NO,NULO,0,0,0,0,0,DESVALIJA,AUTOPARTES,CAMIONETA,NISSAN,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,DESVALIJAR,0.000000,NO,,620,AUTOPARTES,ROBO DE AUTOPARTES,-102.25730095,21.90420119
65448,MARZO,2018-03-08,JUEVES,0,1,AGUASCALIENTES,URBANA,BARRIO,DE GUADALUPE,910,CALLE,JOSE GUADALUPE POSADA,0,0,NULO,0,NULO,GUADALUPE,RAFAEL GARCIA MACIAS,GUADALUPE,CENTRO,NOCHE_MD,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AMBAS,AUTOMOVIL,CHEVROLET,AVEO,1,0,0,0,0,0,0,0,1,1,1,0,0.000000,NULO,18000.000000,NO,,621,AUTOPARTES,ROBO DE AUTOPARTES,-102.30724419,21.88475712
65586,MARZO,2018-03-08,JUEVES,7,52,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE III,525,CALLE,BETULIA,0,225,NULO,0,NULO,SAN FRANCISCO DE LOS VIVEROS,LAS CUEVAS,EL CHIQUIHUITE,TERAN SUR,TAR_MAÑ,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,CHRYSLER,SIN DATOS,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,622,AUTOPARTES,ROBO DE AUTOPARTES,-102.24355995,21.88018612
65724,MARZO,2018-03-08,JUEVES,11,52,JESUS MARIA,RURAL,COMUNIDAD,EL CENIZO,176-P,CARRETERA,18 JESUS MARIA-PALOMAS,0,0,NULO,0,NULO,LOS CEDROS,PROGRESO,CONCONRDIA,NULO,MED_MAÑ_B,NO,NO,NULO,0,0,0,CAMIONETA,"CHEROKEE, COLOR ROJO, PLACAS ABF315A",A_PUERTAS,AMBAS,AUTOMOVIL,VOLKSWAGEN,JETTA,1,0,0,1,0,0,0,0,0,0,0,0,0.000000,SIN DATOS,10000.000000,NO,,623,AUTOPARTES,ROBO DE AUTOPARTES,-102.33011028,22.00291366
66372,MARZO,2018-03-08,JUEVES,23,31,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,777,CALLE,SIERRA DE TEPOZTLAN,0,0,NULO,0,NULO,SIERRA DE LA ESCONDIDA,SIERRA PICACHOS,SAN JUAN DE LOS LAGOS,POCITOS,MED_NOCHE_B,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,AUTOMOVIL,CHEVROLET,SPARK,0,0,0,0,0,0,0,0,1,0,0,0,0.000000,NULO,25000.000000,NO,,624,AUTOPARTES,ROBO DE AUTOPARTES,-102.31102811,21.91550557
66419,MARZO,2018-03-09,VIERNES,0,27,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE FOVISSSTE II,395,CALLE,CERRO AYUTLA,0,209,NULO,0,NULO,CERRO DE LOS GALLOS,CERRO CAPIRE,PASEO DE LA CRUZ,MORELOS,MED_MD_A,SI,NO,NULO,1,1 SUJETO,ERNESTO GUERRERO GUTIERREZ 28 AÑOS,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,VOLKSWAGEN,GOLF,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,3000.000000,SI,,625,AUTOPARTES,ROBO DE AUTOPARTES,-102.25856360,21.87155187
66491,MARZO,2018-03-09,VIERNES,4,20,SAN FRANCISCO DE LOS ROMO,RURAL,FRACCIONAMIENTO,URBIVILLA DEL VERGEL,348-P,AMPLIACION,SAN BERNARDINO,0,134,NULO,0,NULO,SAN FEDERICO,SAN FELIPE,SAN CARLOS PONIENTE,NULO,NOCHE_MD,NO,NO,NULO,0,UNOS SUJETOS,0,AUTOMOVIL,"TSURU, COLOR GRIS, PLACAS ZBY2832",A_PUERTAS,AUTOPARTES,CAMIONETA,CHEVROLET,SIN DATOS,1,1,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,15000.000000,NO,,626,AUTOPARTES,ROBO DE AUTOPARTES,-102.27530702,22.03195387
66983,MARZO,2018-03-09,VIERNES,19,3,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR GUADALUPE),402,CALLE,JUAN VALDEZ DIAZ,0,0,NULO,0,NULO,GERONIMO DE LA CUEVA,ERMITA DE SAN SEBASTIAN,JOSE GUADALUPE GARCIA LOPEZ,TERAN NORTE,NOCHE_TAR,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AMBAS,CAMIONETA,FORD,SIN DATOS,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,BOMBA DE AIRE,2000.000000,NO,,627,AUTOPARTES,ROBO DE AUTOPARTES,-102.26238668,21.92994012
67478,MARZO,2018-03-10,SABADO,2,43,CALVILLO,URBANA,COLONIA,DEL CARMEN,291,CALLE,ALAMO,0,101,NULO,0,NULO,EMILIANO ZAPATA,SAN JOSE,CORREGIDORA,NULO,MED_MD_A,NO,NO,NULO,0,0,0,0,0,ABIERTO,PERSONALES,AUTOMOVIL,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,1,0,0,0,0,0.000000,NULO,5000.000000,NO,,628,AUTOPARTES,ROBO DE AUTOPARTES,-102.71293073,21.84369334
67665,MARZO,2018-03-10,SABADO,10,20,JESUS MARIA,URBANA,COLONIA,VISTA HERMOSA,143,AVENIDA,SAN LORENZO,0,206,NULO,0,NULO,ALDAMA,FRANICSCO JAVIER MINA,SAUCEDO,NULO,NOCHE_MAÑ,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AMBAS,TRAILER,SIN DATOS,SIN DATOS,1,0,0,0,0,0,0,1,0,1,0,0,0.000000,NULO,5000.000000,NO,,629,AUTOPARTES,ROBO DE AUTOPARTES,-102.34498796,21.95937227
67896,MARZO,2018-03-10,SABADO,15,28,AGUASCALIENTES,URBANA,COLONIA,MIRAVALLE,750,CALLE,DOCTOR ALBERTO DEL VALLE,0,0,NULO,0,NULO,AURELIO GONZALEZ,PEDRO GARCIA ROJAS,FELIPE RUIZ DE CHAVEZ,POCITOS,MED_TAR_A,SI,NO,NULO,0,1 SUJETO,0,BICICLETA,BICICLETA,ABIERTO,PERSONALES,AUTOMOVIL,RENAULT,MEGAN,0,0,0,0,0,0,0,1,0,1,0,0,0.000000,NULO,40000.000000,NO,,630,AUTOPARTES,ROBO DE AUTOPARTES,-102.31037534,21.89129111
68198,MARZO,2018-03-10,SABADO,20,30,JESUS MARIA,URBANA,COLONIA,ZONA CENTRO,192,CALLE,JULIO CADENA,0,0,NULO,0,NULO,GUZMAN,JOSE MARIA MORELOS,PLAZA PRINCIPAL,NULO,SIN DATOS,NO,NO,NULO,0,3 SUJETOS,0,CAMIONETA,"CHEROKEE, PLACAS AF315A",A_PUERTAS,AUTOPARTES,AUTOMOVIL,FORD,ESCORT,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,631,AUTOPARTES,ROBO DE AUTOPARTES,-102.34289375,21.96103304
68386,MARZO,2018-03-10,SABADO,22,33,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,JUAN DE MONTORO,0,474,NULO,0,NULO,GENERAL IGNACIO ZARAGOZA,COSIO SUR,FRANCISCO I MADERO,CENTRO,MED_NOCHE_B,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,AUTOMOVIL,VOLKSWAGEN,SEDAN,0,0,0,0,0,0,1,0,1,1,0,0,0.000000,NULO,20000.000000,NO,,632,AUTOPARTES,ROBO DE AUTOPARTES,-102.28727642,21.88235295
68450,MARZO,2018-03-10,SABADO,23,19,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,AVENIDA,SIGLO XXI ORIENTE,0,0,NULO,0,NULO,PEÑUELAS,ARELLANO,HACIENDA EL MILAGRO,TERAN SUR,MED_NOCHE_B,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,CAMIONETA,DODGE,CARAVAN,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,ANTENA,1700.000000,NO,,633,AUTOPARTES,ROBO DE AUTOPARTES,-102.24994205,21.88345051
68784,MARZO,2018-03-11,DOMINGO,3,24,AGUASCALIENTES,URBANA,CONDOMINIO,OJOCALIENTE INEGI,740,CALLE,EL MOCHO,0,210,NULO,0,NULO,OJOCALIENTE,EL RETOÑO,CIENEGUILLAS,TERAN SUR,MED_MD_B,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,CHRYSLER,STRATUS,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,6000.000000,NO,,634,AUTOPARTES,ROBO DE AUTOPARTES,-102.24825365,21.87597920
69059,MARZO,2018-03-11,DOMINGO,11,45,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LINDAVISTA,407,CALLE,HERNAN GONZALEZ,0,103,NULO,0,NULO,MIGUEL CALDERA,CRISTOBAL COLON,JARDIN DEL ESTUDIANTE,MORELOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,CAMIONETA,SIN DATOS,SIN DATOS,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,635,AUTOPARTES,ROBO DE AUTOPARTES,-102.29192904,21.86837099
69083,MARZO,2018-03-11,DOMINGO,12,22,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CIUDAD INDUSTRIAL,982,AVENIDA,JULIO DIAZ TORRES C-26N,0,0,NULO,0,NULO,ANTONIO GUTIERREZ SOLA,JESUS RIVERA FRANCO,ANGEL DORRONSORO GANDRA,MORELOS,MED_TAR_A,SI,NO,NULO,1,VARIOS SUJETOS,0,0,0,A_PUERTAS,PERSONALES,AUTOMOVIL,NISSAN,TSURU,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,MERCANCIA,0.000000,NO,,636,AUTOPARTES,ROBO DE AUTOPARTES,-102.28041712,21.83938862
69105,MARZO,2018-03-11,DOMINGO,12,43,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SANTA ANITA,482,AVENIDA,GABRIELA MISTRAL,0,0,NULO,0,NULO,MIGUEL DE CERVANTES SAAVEDRA,DE LA CONVENCION ORIENTE,NAZARIO ORTIZ GARZA,TERAN SUR,MED_TAR_A,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,1,0,0,1,0,0,0.000000,NULO,6000.000000,NO,,637,AUTOPARTES,ROBO DE AUTOPARTES,-102.27933322,21.89806051
39223,MARZO,2018-03-11,DOMINGO,15,21,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO 80 (BODEGA AURRERA GUADALUPE),924,AVENIDA,CONVENCION DE 1914 PONIENTE,0,0,NULO,0,NULO,ARROYO DE LOS ARELLANO,GUADALUPE,FELIPE ANGELES,POCITOS,MED_TAR_B,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,CAMIONETA,NISSAN,PICK UP,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,1000.000000,NO,,638,AUTOPARTES,ROBO DE AUTOPARTES,-102.31221099,21.88607706
69291,MARZO,2018-03-11,DOMINGO,16,26,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RUSTICOS CALPULLI,1056,AVENIDA,CENTRAL,0,102,NULO,0,NULO,JOSE MARIA CHAVEZ,PAJAR,JOSE MARIA CHAVEZ,MORELOS,MED_TAR_A,NO,NO,NULO,0,0,0,0,0,ABIERTO,PERSONALES,AUTOMOVIL,VOLKSWAGEN,BEETLE,0,0,0,0,0,0,0,1,0,0,0,0,0.000000,NULO,7000.000000,NO,,639,AUTOPARTES,ROBO DE AUTOPARTES,-102.28775233,21.82952748
69433,MARZO,2018-03-11,DOMINGO,18,39,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO 55 (BODEGA AURRERA PINTORES),802,AVENIDA,SIGLO XXI ORIENTE,0,0,NULO,0,NULO,JOSE LUIS CUEVAS,NINGUNO,NINGUNO,TERAN NORTE,MED_TAR_B,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AMBAS,CAMIONETA,SIN DATOS,SIN DATOS,1,1,0,0,0,0,1,0,0,0,0,0,0.000000,NULO,3000.000000,NO,,640,AUTOPARTES,ROBO DE AUTOPARTES,-102.26128873,21.91994105
69585,MARZO,2018-03-11,DOMINGO,20,43,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MORELOS II,622,CALLE,JOSE GONZALEZ CARRILLO,0,0,NULO,0,NULO,30 DE SEPTIEMBRE,MARIANO HIDALGO,JOSE A TORRES,MORELOS,MED_TAR_B,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,AUTOMOVIL,CHEVROLET,SPARK,0,0,0,0,0,0,0,0,0,1,1,0,0.000000,COSMETIQUERA,1000.000000,NO,,641,AUTOPARTES,ROBO DE AUTOPARTES,-102.25611643,21.85102532
70369,MARZO,2018-03-12,LUNES,31,24,JESUS MARIA,URBANA,COLONIA,LOS JUAREZ,124,AVENIDA,MARGARITAS,0,0,NULO,0,NULO,JUAREZ,A SAN ANTONIO DE LOS HORCONES,NINGUNO,NULO,DIA,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,TRAILER,KENWORTH,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,COMPUTADORA,55000.000000,NO,,642,AUTOPARTES,ROBO DE AUTOPARTES,-102.29342626,21.99160865
71142,MARZO,2018-03-13,MARTES,5,11,AGUASCALIENTES,RURAL,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,324-P,CALLE,PATRA,0,116,NULO,0,NULO,DE LAS PRESAS,VOLOS,MENORCA,MORELOS,NOCHE_MD,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,CAMION,SIN DATOS,SIN DATOS,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,5000.000000,NO,,643,AUTOPARTES,ROBO DE AUTOPARTES,-102.26616140,21.80815139
71157,MARZO,2018-03-13,MARTES,6,3,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,ANDADOR,RECINTO CHAVEÑO 504,0,0,NULO,13,NULO,PASEO DE LA BIZNAGA,RECINTO CHAVEÑO 504,RECINTO CHAVEÑO 504,TERAN SUR,TAR_MAÑ,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,VOLKSWAGEN,JETTA,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,2000.000000,NO,,644,AUTOPARTES,ROBO DE AUTOPARTES,-102.23228695,21.86793300
71596,MARZO,2018-03-13,MARTES,18,21,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,TECNOPOLO POCITOS,335,AVENIDA,JESUS MARIA,0,0,NULO,0,NULO,NINGUNO,NINGUNO,NINGUNO,POCITOS,TARDE,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,CAMIONETA,JEEP,COMPASS,0,0,0,0,0,0,1,0,0,0,1,0,0.000000,NULO,5000.000000,NO,,645,AUTOPARTES,ROBO DE AUTOPARTES,-102.33943423,21.92883347
72058,MARZO,2018-03-14,MIERCOLES,6,37,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMA DEL COBANO,474,CALLE,LIRA,0,0,NULO,0,NULO,CENTAURO,LOMA GRANDE,LIBRA,TERAN NORTE,MED_MD_B,NO,NO,NULO,0,0,0,0,0,DESVALIJA,AUTOPARTES,AUTOMOVIL,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,DESVALIJAR,0.000000,NO,,646,AUTOPARTES,ROBO DE AUTOPARTES,-102.27454038,21.90545506
72306,MARZO,2018-03-14,MIERCOLES,12,38,JESUS MARIA,URBANA,SIN TIPO,SIN NOMBRE DE COLONIA 12,163,AVENIDA,EUGENIO GARZA SADA,0,0,NULO,0,NULO,NINGUNO,NINGUNO,NINGUNO,NULO,MED_TAR_A,SI,NO,NULO,0,2 SUJETOS,0,MOTOCICLETA,MOTOCICLETA,A_PUERTAS,PERSONALES,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,1,0,0,0.000000,NULO,0.000000,NO,,647,AUTOPARTES,ROBO DE AUTOPARTES,-102.34310897,21.94521753
72444,MARZO,2018-03-14,MIERCOLES,15,36,JESUS MARIA,RURAL,COMUNIDAD,BUENA VISTA,200-P,CARRETERA,70 AGUASCALIENTES-JALPA,0,0,NULO,0,NULO,REVOLUCION,JOSEFA ORTIZ DE DOMONGUEZ,NINGUNO,NULO,MED_TAR_A,NO,NO,NULO,0,1 SUJETO,JOSE LUIS TORRES FLORES 62,0,0,A_PUERTAS,AUTOPARTES,CAMIONETA,FORD,LOBO,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,648,AUTOPARTES,ROBO DE AUTOPARTES,-102.46414069,21.88734412
72738,MARZO,2018-03-14,MIERCOLES,20,59,AGUASCALIENTES,URBANA,COLONIA,COLONIA SAN MARCOS,650,CALLE,PARIS,0,0,NULO,0,NULO,26 DE MARZO,CONVENCION DE 1914 PONIENTE,NAVARRETE,POCITOS,MED_NOCHE_A,NO,NO,NULO,0,1 SUJETO,0,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,CHEVROLET,CORSA,0,1,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,649,AUTOPARTES,ROBO DE AUTOPARTES,-102.31241359,21.87718990
72976,MARZO,2018-03-15,JUEVES,1,43,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LAS CUMBRES,441,CALLE,LA UNION,0,331,NULO,0,NULO,REFUGIO MIRANDA AGUAYO,MARIA GUADALUPE RUIZ DE CHAVEZ,SIGLO XXI,TERAN NORTE,NOCHE_MD,SI,NO,NULO,0,1 SUJETO,0,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,CHEVROLET,CHEVY,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,1000.000000,NO,,650,AUTOPARTES,ROBO DE AUTOPARTES,-102.26082210,21.91197428
73037,MARZO,2018-03-15,JUEVES,6,25,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,FUNDADORES,623,CALLE,LUISA FERNANDEZ VILLA,0,139,NULO,0,NULO,AGUSTIN MARTINEZ,JOSE MARIA DE JESUS PORTUGAL,CARMEN SERDAN,MORELOS,NOCHE_MAÑ,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,CAMIONETA,CHEVROLET,BLAZER,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,REFACCIONES,2000.000000,NO,,651,AUTOPARTES,ROBO DE AUTOPARTES,-102.24435858,21.84831893
73373,MARZO,2018-03-15,JUEVES,15,51,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR GUADALUPE),402,CALLE,MACEDONIO RODRIGUEZ,0,0,NULO,0,NULO,GERONIMO DE LA CUEVA,FRANCISCO TISCAREÑO,MARIA DE JESUS GONZALEZ,TERAN NORTE,MED_TAR_B,NO,NO,NULO,0,4 SUJETOS,0,0,0,DESVALIJA,AUTOPARTES,TRAILER,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,DESVALIJAR,0.000000,NO,,652,AUTOPARTES,ROBO DE AUTOPARTES,-102.25742258,21.93393355
73377,MARZO,2018-03-15,JUEVES,15,58,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO 80 (BODEGA AURRERA GUADALUPE),924,AVENIDA,CONVENCION DE 1914 PONIENTE,0,0,NULO,0,NULO,ARROYO DE LOS ARELLANO,GUADALUPE,FELIPE ANGELES,POCITOS,MED_TAR_A,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AMBAS,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,0,0,0,0,0,0,0,1,0,0,0.000000,NULO,15000.000000,NO,,653,AUTOPARTES,ROBO DE AUTOPARTES,-102.31222356,21.88615791
73748,MARZO,2018-03-15,JUEVES,22,8,PABELLON DE ARTEAGA,URBANA,FRACCIONAMIENTO,VERGEL DEL VALLE,98,CALLE,ANDRES DELGADO DE LIRA,0,345,NULO,0,NULO,NINGUNO,VID,JOSE ORTEGA FLORES,NULO,NOCHE,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,1,0,0,1,0,1,100.000000,NULO,1000.000000,NO,,654,AUTOPARTES,ROBO DE AUTOPARTES,-102.28873815,22.14740080
74562,MARZO,2018-03-16,VIERNES,18,28,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMA BONITA,1037,CALLE,REVOLUCION,0,305,NULO,0,NULO,1857,1917,NINGUNO,INSURGENTES,MED_TAR_B,SI,NO,NULO,0,UNOS SUJETOS,0,0,0,DESVALIJA,AUTOPARTES,AUTOMOVIL,CHRYSLER,SPIRIT,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,DESVALIJAR,0.000000,NO,,655,AUTOPARTES,ROBO DE AUTOPARTES,-102.34199500,21.85357647
