FOLIO,ID_INC,MES,FECHA,DIA_SEM,HORA,MINUTOS,HORARIO,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,TIPO_VIAL2,NOM_VIAL2,TIPO_VIALP,NOM_VIALP,DESTACAMEN,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,DETENIDO,LESIONADO,T_VEH_SOS,DESCRIP,RECUP_ART,OBJ_ROBADO,CANTIDAD,MONTO,CORP_ACUD,CIERRE_COR,GIRO_NEG,NOM_NEG,REPARTIDOR,INGRESO,INCIDENTE,OID,LONG,LAT
471,30420,1,01/01/2019,2,4,28,26,1,CC,AGROPECUARIO,837,BOULEVARD,A ZACATECAS,NA,",,,",AVENIDA,AGUASCALIENTES NORTE,AVENIDA,ARNULFO M. VALDES,AVENIDA,INDEPENDENCIA,6,Verdadero,Falso,9,2 HOMBRES,ND,0,0,N,N,Falso,36,0,0,1,2,TRANSPORTE PUBLICO,TAXI 309,0,7,ROBO TRANSPORTE PUBLICO,1,-102.29225816,21.91500000
6307,30420,1,07/01/2019,1,1,24,25,5,COLONIA,SAN MIGUELITO,227,CALLE,SAN MIGUEL,NA,",,,",CALLE,LA CARDONA,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,CALLE,SIGLO XXI,7,Verdadero,Falso,9,2 HOMBRES,ND,0,0,N,N,Falso,"28,36",0,0,1,1,TRANSPORTE PUBLICO,TAXI 1469,0,7,ROBO TRANSPORTE PUBLICO,2,-102.33074977,21.95900000
7533,30420,1,08/01/2019,2,14,42,21,11,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,IXTLAHUACAN,NA,"710,,,",CALLE,CUTZEO,CALLE,HUEXOTLA,CALLE,SANTIAGO,7,Verdadero,Falso,9,1 PERSONA,ND,0,0,N,N,Falso,36,0,0,1,2,TRANSPORTE PUBLICO,TAXI 1329,0,7,ROBO TRANSPORTE PUBLICO,3,-102.24600230,21.96000000
10230,30420,1,11/01/2019,5,0,0,22,1,FRACCIONAMIENTO,EL PUERTECITO,700,CALLE,PUERTO MORELOS,NA,",,,",CALLE,PASEO DEL PUERTECITO,CALLE,DEL PUERTO,CALLE,PUERTO DE COZUMEL,5,Falso,Falso,9,EMPLEADO,CHOFER,0,0,N,N,Falso,28,3000,3000,1,1,TRANSPORTE PUBLICO,CAMION URBANO 211,0,4,ROBO TRANSPORTE PUBLICO,4,-102.24475010,21.93900000
16062,30420,1,17/01/2019,4,0,0,23,1,FRACCIONAMIENTO,LOMA DE LA ASUNCION,485,CALLE,JUAN LOPEZ ELIZALDE,NA,"403,,,",CALLE,BERNABE BALLESTEROS,CALLE,JUAN SORIANO,AVENIDA,SIGLO XXI,5,Falso,Falso,9,ND,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 1009,0,7,ROBO TRANSPORTE PUBLICO,5,-102.26202160,21.92400000
17121,30420,1,18/01/2019,5,0,0,25,1,COLONIA,PRIMO VERDAD,810,CALLE,GUADALUPE GONZALEZ,NA,",,,",AVENIDA,AGUASCALIENTES PONIENTE,CALLE,PANTALEON VALTIERRA,CALLE,GENARO COVARRUBIAS,6,Falso,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 3849,0,7,ROBO TRANSPORTE PUBLICO,6,-102.31776996,21.90900000
17132,30420,1,19/01/2019,6,1,15,25,6,COLONIA,PROGRESO SUR,96,CALLE,NICOLAS ESPARZA SUSTAITA NORTE,NA,",,,",BOULEVARD,ENRIQUE OLIVARES SANTANA,CALLE,FRANCISCO VITAL RODRIGUEZ,CALLE,NARCISO PERALES AVILA,7,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,2,TRANSPORTE PUBLICO,TAXI 4123,0,7,ROBO TRANSPORTE PUBLICO,7,-102.28561327,22.14700000
23166,30420,1,25/01/2019,5,2,29,25,1,FRACCIONAMIENTO,MISION DE SANTA LUCIA,586,CALLE,MISION DE SAN MIGUEL DE LA MORA,NA,"132,,,",CALLE,MISION DE SAN CRISTOBAL MAGALLANES JARA,CALLE,JESUS RIVERA FRANCO,CALLE,SAN RODRIGO AGUILAR ALEMAN,3,Falso,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,2,TRANSPORTE PUBLICO,TAXI 3436,0,7,ROBO TRANSPORTE PUBLICO,8,-102.27105186,21.84500000
24959,30420,1,26/01/2019,6,21,31,24,1,CONDOMINIO,TROJES DE CRISTAL,900,BOULEVARD,LICENCIADO MIGUEL DE LA MADRID HURTADO,NA,",,,",CALLE,EL MOLINO NORTE,CALLE,MISION DEL CAMPANARIO,CALLE,ARROYO EL MOLINO 420,6,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,150,1,1,TRANSPORTE PUBLICO,TAXI 3686,0,7,ROBO TRANSPORTE PUBLICO,9,-102.32392273,21.93600000
26454,30420,1,28/01/2019,1,0,0,16,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION SECTOR GUADALUPE,402,CALLE,PROFIRIO PADILLA ENRIQUEZ,88,",,C,",CALLE,FEDERICO MENDEZ,CALLE,CELIA MARIA MARTINEZ,CALLE,RUPERTO SILVA,5,Falso,Falso,9,ND,ND,0,0,N,N,Falso,28,600,600,1,6,TRANSPORTE PUBLICO,TAXI 3310,0,7,ROBO TRANSPORTE PUBLICO,10,-102.25297849,21.93200000
28074,30420,1,29/01/2019,2,23,23,24,1,SIN TIPO,DESARROLLO SIN DELIMITACION OFICIAL NO. 17 (FCO. VILLA),731,BOULEVARD,LICENCIADO ADOLFO RUIZ CORTINES,NA,",,,",CALLE,DEL VALLE,CALLE,NINGUNO,CALLE,NINGUNO,6,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,150,1,2,TRANSPORTE PUBLICO,TAXI 2046,0,7,ROBO TRANSPORTE PUBLICO,11,-102.32594518,21.87200000
28765,30419,1,30/01/2019,3,19,54,23,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,ANDADOR,RECINTO JOCONOSTLE 601,NA,",,,",CALLE,JUVENTINO DE LA TORRE,CALLE,ANGELA MARIA MACIAS,ANDADOR,RECINTO JOCONOSTLE 601,4,Falso,Verdadero,4,3 HOMBRES,ND,0,0,N,N,Falso,"3,28",500,500,1,1,TRANSPORTE PUBLICO,TAXI 280,0,7,ROBO TRANSPORTE PUBLICO,12,-102.23144942,21.86600000
29236,30420,1,31/01/2019,4,12,10,21,1,COLONIA,SAN JOSE DEL ARENAL,818,AVENIDA,UNIVERSIDAD,NA,",,,",CALLE,ASIENTOS,CALLE,TEPEZALA,CALLE,SAN JUAN DE LOS LAGOS,6,Verdadero,Falso,9,1 HOMBRE,ND,1,0,N,N,Falso,36,0,0,1,4,TRANSPORTE PUBLICO,TAXI 3489,0,7,ROBO TRANSPORTE PUBLICO,13,-102.30899443,21.90600000
7207,30420,1,08/01/2019,1,3,29,26,1,COLONIA,OLIVARES SANTANA,721,CALLE,MIGUEL RUELAS,NA,"808,,,",CALLE,BENITO DIAZ,CALLE,MAR DE GALILEA,CALLE,BENJAMIN DE LA MORA,6,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 2073,0,7,ROBO TRANSPORTE PUBLICO,14,-102.31553107,21.89300000
13795,30420,1,15/01/2019,1,4,38,26,1,CONDOMINIO,OJOCALIENTE INEGI,740,AVENIDA,OJOCALIENTE,NA,",,,",CALLE,LOS CONOS,CALLE,EL NOVILLO,CALLE,LAS NORIAS,4,Verdadero,Falso,9,1 MUJER,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI,0,7,ROBO TRANSPORTE PUBLICO,15,-102.25110733,21.87800000
19565,30420,1,21/01/2019,7,8,33,19,1,COLONIA,LA SOLEDAD,729,CALLE,SANTOS DEGOLLADO,NA,",,,",AVENIDA,ABELARDO RODRIGUEZ,CALLE,ATOTONILCO,CALLE,ATENQUIQUE,6,Verdadero,Falso,9,ND,ND,0,0,N,N,Falso,36,0,35,1,1,TRANSPORTE PUBLICO,TAXI 172,0,7,ROBO TRANSPORTE PUBLICO,16,-102.33443117,21.87700000
20735,30420,1,22/01/2019,5,12,47,21,1,FRACCIONAMIENTO,MISION DE SANTA LUCIA,586,CALLE,MISION DE SAN MARGARITO FLORES GARCIA,NA,",,,",AVENIDA,SIGLO XXI,CALLE,MISION DE SAN ROMAN ADAME ROSALES,CALLE,MISION DE SANTA MARIA DE JESUS SACRAMENTADO VENEGAS DE LA TORRE,3,Verdadero,Falso,9,1 HOMBRE,ND,1,0,N,N,Falso,36,0,30,1,4,TRANSPORTE PUBLICO,TAXI 3541,0,7,ROBO TRANSPORTE PUBLICO,17,-102.27321850,21.85000000
35306,30420,2,06/02/2019,3,0,0,19,1,FRACCIONAMIENTO,FRACC SAN MARCOS,746,CALLE,BOTICELLI,NA,"318,,,",CALLE,MIGUEL ANGEL,CALLE,PASEO DEL RIO,CALLE,NAVARRETE,6,Falso,Falso,9,1 MUJER,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,UBER,0,7,ROBO TRANSPORTE PUBLICO,18,-102.32189001,21.87800000
37321,30419,2,08/02/2019,5,0,0,20,11,DESARROLLO ESPECIAL,BALDIOS EL BARRANCO,11,CARRETERA,45 AGUASCALIENTES - ZACATECAS,NA,",,,",CARRETERA,73 E.C. KM. 14.1 (JESUS MARIA -  PALOMAS) - SAN FRANCSICO DE LOS ROMO,CARRETERA,18 JESUS MARIA - PALOMAS,CARRETERA,18 JESUS MARIA - PALOMAS,7,Falso,Verdadero,4,1 HOMBRE,ND,0,0,N,N,Falso,28,200,200,1,1,TRANSPORTE PUBLICO,TAXI 1070,0,7,ROBO TRANSPORTE PUBLICO,19,-102.27917764,22.07000000
37724,30420,2,08/02/2019,5,0,0,23,1,FRACCIONAMIENTO,COLINAS DEL RIO,398,CALLE,RIO RHIN,NA,"127,,,",CALLE,RIO BRAVO,AVENIDA,AGUASCALIENTES PONIENTE,CALLE,MAR CASPIO,6,Falso,Falso,9,2 HOMBRES,ND,0,0,BICI,N,Falso,3,0,4000,1,1,TRANSPORTE PUBLICO,TAXI,0,7,ROBO TRANSPORTE PUBLICO,20,-102.31841450,21.89500000
35481,30420,2,06/02/2019,3,12,15,21,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL EUGENIO AGUIRRE BENAVIDES,NA,",,,",AVENIDA,CONVENCION,AVENIDA,DOCTOR MARIANO AZUELA,CALLE,GENERAL GABRIEL LEYVA,2,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 1702,0,7,ROBO TRANSPORTE PUBLICO,21,-102.30994506,21.85200000
41555,30420,2,11/02/2019,1,22,23,24,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION SECTOR ALAMEDA,516,CALLE,GENARO CASTILLO,NA,",,,",CALLE,DOMINGO VELASCO,CALLE,ALFREDO MU¥OZ,CALLE,JOSE G. CRUZ,5,Verdadero,Falso,9,UNOS HOMBRES,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 2571,0,7,ROBO TRANSPORTE PUBLICO,22,-102.26366550,21.93100000
44655,30419,2,15/02/2019,5,9,37,20,6,COMUNIDAD,MIGUEL ALEMAN (SECADORA),221P,CARRETERA,45 AGUASCALIENTES - ZACATECAS,NA,",,,",CARRETERA,18 JESUS MARIA - PALOMAS,CARRETERA,19 ENT. PABELLON DE ARTEAGA - SAN JOSE DE GRACIA,CAMINO,N,7,Falso,Verdadero,2,1 HOMBRE,ND,0,0,N,N,Falso,28,150,150,1,1,TRANSPORTE PUBLICO,TAXI 820,0,7,ROBO TRANSPORTE PUBLICO,23,-102.28310197,22.12400000
46564,30420,2,16/02/2019,6,0,0,24,1,CONDOMINIO,OJO DE AGUA FOVISSSTE,593,AVENIDA,MARIANO ESCOBEDO,NA,",,,",CALLE,ROQUE GONZALEZ,CALLE,ECLIPSE,CALLE,,3,Falso,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,28,400,600,1,2,TRANSPORTE PUBLICO,TAXI 3644,0,7,ROBO TRANSPORTE PUBLICO,24,-102.27694319,21.86700000
51378,30419,2,21/02/2019,4,7,30,19,1,COLONIA,MACIAS ARELLANO,505,CALLE,C,NA,"330,,,",CALLE,I,N,N,CALLE,D,5,Verdadero,Verdadero,1,1 HOMBRE,ND,1,0,N,N,Falso,36,0,50,1,4,TRANSPORTE PUBLICO,TAXI 2589,0,7,ROBO TRANSPORTE PUBLICO,25,-102.28506480,21.91000000
51955,30419,2,21/02/2019,4,20,0,23,1,FRACCIONAMIENTO,VILLAS DE MONTENEGRO,868,PRIVADA,MONTENEGRO,NA,",,,",CALLE,SILOS,CALLE,MONTENEGRO,CALLE,SAN JUAN DE LOS LAGOS,6,Falso,Verdadero,1,1 HOMBRE,ND,0,0,N,N,Falso,28,0,600,1,1,TRANSPORTE PUBLICO,TAXI 3322,0,7,ROBO TRANSPORTE PUBLICO,26,-102.31102997,21.92800000
52742,30420,2,22/02/2019,5,16,54,22,1,FRACCIONAMIENTO,CUMBRES III,320P,CALLE,TAMARINDO,NA,",,,",CALLE,CIRUELA,CALLE,NINGUNO,CALLE,SANDIA,5,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,2,TRANSPORTE PUBLICO,TAXI 1117,0,7,ROBO TRANSPORTE PUBLICO,27,-102.23791751,21.91700000
54576,30420,2,24/02/2019,7,5,50,26,1,FRACCIONAMIENTO,MIRADORES DE SANTA ELENA,702,CALLE,PORTAL ESTACION DE BELEN,NA,",,,",CALLE,CASIA PONIENTE,CALLE,PORTALES DEL BARRIO,CALLE,NINGUNO,5,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,2,TRANSPORTE PUBLICO,TAXI,0,7,ROBO TRANSPORTE PUBLICO,28,-102.24144034,21.91600000
55516,30420,2,24/02/2019,7,0,0,24,1,FRACCIONAMIENTO,LUIS ORTEGA DOUGLAS,440,CALLE,LOS ARBOLITOS,NA,"116,,,",CALLE,EL GIGANTE,CALLE,EL PICACHO,CALLE,SAN ANTONIO DE PE¥UELAS,5,Falso,Falso,9,ND,ND,0,0,N,N,Falso,28,0,0,1,1,TRANSPORTE PUBLICO,TAXI 2527,0,7,ROBO TRANSPORTE PUBLICO,29,-102.26352088,21.90900000
55876,30420,2,25/02/2019,1,10,36,20,1,BARRIO,DE GUADALUPE,910,CALLE,AZTECA,NA,",,,",CALLE,GENERAL EMILIANO ZAPATA,CALLE,RAFAEL GARCIA MACIAS,CALLE,ANTONIO ARIAS BERNAL,1,Verdadero,Falso,9,3 MUJERES,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 936,0,7,ROBO TRANSPORTE PUBLICO,30,-102.30541734,21.88300000
56781,30420,2,26/02/2019,2,12,24,21,1,FRACCIONAMIENTO,LOMA BONITA,1037,CALLE,REVOLUCION,NA,",,,",CALLE,1917,CALLE,1857,CALLE,CONSTITUCION,2,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 3862,0,7,ROBO TRANSPORTE PUBLICO,31,-102.34190797,21.85400000
43847,30420,2,14/02/2019,4,14,19,21,1,FRACCIONAMIENTO,MEXICO,1081,CALLE,TAMAULIPAS,NA,"244,,,",CALLE,TABASCO,AVENIDA,AGUASCALIENTES SUR,CALLE,MICHOACAN,3,Verdadero,Falso,9,2 HOMBRES,ND,0,0,N,N,Falso,36,0,0,1,6,TRANSPORTE PUBLICO,TAXI 669,0,7,ROBO TRANSPORTE PUBLICO,32,-102.28103110,21.85800000
39910,30420,2,10/02/2019,7,13,46,21,1,FRACCIONAMIENTO,MORELOS II,622,PROLONGACION,MARIANO HIDALGO,NA,",,,",AVENIDA,SIGLO XXI,CALLE,MARIANO JIMENEZ,CALLE,22 DE DICIEMBRE,3,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,28,50,50,1,2,TRANSPORTE PUBLICO,TAXI 618,0,7,ROBO TRANSPORTE PUBLICO,33,-102.25703588,21.85500000
48206,30420,2,17/02/2019,6,23,47,24,1,COLONIA,DEL TRABAJO,521,CALLE,SEGURO SOCIAL,NA,",,,",AVENIDA,SIGLO XIX,CALLE,1810,CALLE,HOJALATEROS,4,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,2,TRANSPORTE PUBLICO,TAXIFITE,0,7,ROBO TRANSPORTE PUBLICO,34,-102.27392597,21.88900000
50414,30420,2,20/02/2019,3,4,40,26,1,CONDOMINIO,FUENTES DEL LAGO,1032,CALLE,LAGO OMEGA,NA,",,,",CALLE,1917,CALLE,NINGUNO,CALLE,LAGO OMEGA,2,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 2600,0,7,ROBO TRANSPORTE PUBLICO,35,-102.34375842,21.85400000
35977,30420,2,06/02/2019,3,21,44,24,1,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,PROLONGACION,PASEO DE LA ASUNCION,NA,",,,",ANDADOR,CREPUSCULO,ANDADOR,DEL RAYO,CALLE,CANARIO,2,Verdadero,Falso,9,2 HOMBRES,ND,0,0,N,N,Falso,36,0,100,1,6,TRANSPORTE PUBLICO,TAXI 3676,0,7,ROBO TRANSPORTE PUBLICO,36,-102.30143510,21.84400000
38161,30420,2,09/02/2019,6,0,0,25,1,FRACCIONAMIENTO,C.T.M.,760,AVENIDA,PASEO DE LA SOLIDARIDAD,NA,",,,",CALLE,OBRERO MUNDIAL,CALLE,LIRA,CALLE,PRIMERO DE MAYO,5,Falso,Falso,9,ND,ND,0,0,N,N,Falso,28,200,200,1,1,TRANSPORTE PUBLICO,TAXI 3276,0,7,ROBO TRANSPORTE PUBLICO,37,-102.28230871,21.90200000
64001,30420,3,05/03/2019,2,1,32,25,1,FRACCIONAMIENTO,ESPA¥A,1052,CALLE,TOLEDO,NA,",,,",AVENIDA,DE LOS MAESTROS,CALLE,ESPA¥A,AVENIDA,AGUASCALIENTES PONIENTE,2,Verdadero,Falso,9,1 HOMBRE,ND,1,0,N,N,Falso,36,0,0,1,4,TRANSPORTE PUBLICO,TAXI 2557,0,7,ROBO TRANSPORTE PUBLICO,38,-102.31381540,21.86000000
68844,30420,3,09/03/2019,6,21,0,23,1,FRACCIONAMIENTO,J. GUADALUPE PERALTA GAMEZ,411,CALLE,ISABEL JIMENEZ DIAZ,NA,",,,",CALLE,JOSE GUERRA PALOS,CALLE,SOLEDAD GARCIA MENDOZA,AVENIDA,PROCERES DE LA ENSE¥ANZA,4,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,3,TRANSPORTE PUBLICO,TAXI 3589,0,7,ROBO TRANSPORTE PUBLICO,39,-102.23546659,21.87100000
69567,30420,3,10/03/2019,7,5,31,26,1,CONDOMINIO,OJOCALIENTE INEGI,740,CALLE,EL MOCHO,NA,"210,,,",CALLE,RETO¥O,AVENIDA,OJOCALIENTE,CALLE,CIENEGUILLAS,4,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,150,1,4,TRANSPORTE PUBLICO,UBER,0,7,ROBO TRANSPORTE PUBLICO,40,-102.24826476,21.87600000
69746,30420,3,10/03/2019,7,12,29,21,1,BARRIO,BARRIO SAN MARCOS,735,CALLE,JOSE GUADALUPE POSADA,NA,",,,",CALLE,TALAMANTES,CALLE,GENERAL EMILIANO ZAPATA,CALLE,RINCON,1,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 3033,0,7,ROBO TRANSPORTE PUBLICO,41,-102.30645953,21.88000000
70196,30420,3,10/03/2019,7,20,27,23,1,FRACCIONAMIENTO,CONSTITUCION,794,CALLE,ARTICULO 24,NA,",,,",CALLE,ARTICULO 18,CALLE,ARTICULO 35,CALLE,ARTICULO PRIMERO,5,Verdadero,Falso,9,2 MUJERES,ND,0,0,N,N,Falso,36,0,100,1,1,TRANSPORTE PUBLICO,TAXI 3502,0,7,ROBO TRANSPORTE PUBLICO,42,-102.28463445,21.93200000
71757,30420,3,12/03/2019,2,9,38,20,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION SECTOR GUADALUPE,402,CALLE,FRANCISCO TISCARE¥O,NA,",,,",CALLE,CELIA MARIA MARTINEZ,CALLE,MACEDONIO RODRIGUEZ,CALLE,GERONIMO DE LA CUEVA,5,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,6,TRANSPORTE PUBLICO,TAXI 2188,0,7,ROBO TRANSPORTE PUBLICO,43,-102.25633220,21.93300000
71769,30420,3,12/03/2019,2,9,57,20,1,FRACCIONAMIENTO,ESPA¥A,1052,AVENIDA,AGUASCALIENTES PONIENTE,NA,",,,",CALLE,NAVARRA,CALLE,GALICIA,CALLE,ESPA¥A,2,Verdadero,Falso,9,1 HOMBRE Y 1 MUJER,ND,2,0,N,N,Falso,36,0,0,1,4,TRANSPORTE PUBLICO,TAXI 813,0,7,ROBO TRANSPORTE PUBLICO,44,-102.31737258,21.86500000
71911,30420,3,12/03/2019,2,14,29,21,5,FRACCIONAMIENTO,LA CUESTA,211,CALLE,CUESTA DE SALVATIERRA,NA,"208,,,",CALLE,CUESTA DEL ORIENTE,CALLE,CUESTA DEL OCCIDENTE,N,N,7,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 3641,0,7,ROBO TRANSPORTE PUBLICO,45,-102.33722300,21.97500000
73227,30420,3,13/03/2019,3,23,55,24,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION SECTOR GUADALUPE,402,CALLE,ELIAS DE LARA,NA,",,,",CALLE,CESAREA RUIZ DE ESPARZA Y DAVALOS,CALLE,VILLA DELINA,CALLE,GERARDO MACIAS,5,Verdadero,Falso,9,ND,ND,0,0,N,N,Falso,36,0,0,1,6,TRANSPORTE PUBLICO,TAXI 4166,0,7,ROBO TRANSPORTE PUBLICO,46,-102.25248595,21.92900000
73573,30420,3,14/03/2019,4,14,9,21,1,COMUNIDAD,COTORINA (COYOTES),53P,CARRETERA,45 LEON - AGUASCALIENTES,NA,",,,",CARRETERA,69 E.C. KM. 114.5 (LEON - AGUASCALIENTES) - SAN BARTOLO,CALLE,EL LIENCO,CARRETERA,36 SAN ISIDRO - BAJIO SAN JOSE,3,Verdadero,Falso,9,ND,ND,0,0,N,N,Falso,36,0,0,1,2,TRANSPORTE PUBLICO,TAXI 3817,0,7,ROBO TRANSPORTE PUBLICO,47,-102.27689576,21.75000000
62329,30420,3,03/03/2019,7,17,23,22,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION SECTOR ESTACION,502,CALLE,JESUS GARCIA CORONA,NA,",,,",CALLE,FRANCISCO DE J. HERRERA L.,CALLE,MANUEL FERNANDEZ SANCHEZ,CALLE,FRANCISCO LOPEZ MEDRANO,5,Verdadero,Falso,9,UNOS HOMBRES,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 1505,0,7,ROBO TRANSPORTE PUBLICO,48,-102.25939281,21.94100000
67857,30419,3,08/03/2019,5,22,22,24,1,SIN TIPO,ZQDESARROLLO SIN DELIMITACION OFICIAL,979,BOULEVARD,JOSE MARIA CHAVEZ,NA,",,,",AVENIDA,SIGLO XXI,CALLE,ABRAHAM GONZALEZ,AVENIDA,MAHATMA GANDHI,2,Verdadero,Verdadero,4,1 HOMBRE,MIGUEL ANGEL MARTINEZ CALVILLO,1,0,N,N,Falso,36,0,0,1,4,TRANSPORTE PUBLICO,TAXI 114,0,7,ROBO TRANSPORTE PUBLICO,49,-102.29164469,21.84700000
71624,30420,3,12/03/2019,2,3,1,26,1,FRACCIONAMIENTO,PARRAS,789,AVENIDA,AGUASCALIENTES NORTE,NA,",,,",CALLE,PARRAS,CALLE,MOROCCO,CALLE,VI¥EDO,5,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,6,TRANSPORTE PUBLICO,TAXI 4125,0,7,ROBO TRANSPORTE PUBLICO,50,-102.27857475,21.91500000
72504,30420,3,13/03/2019,3,7,33,19,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,324P,CALLE,MENORCA,NA,"115,,,",CALLE,SASSARI,CALLE,SIRACUSA,CALLE,RANCHO SAN ANTONIO,3,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 3428,0,7,ROBO TRANSPORTE PUBLICO,51,-102.26499095,21.80800000
77804,30419,3,18/03/2019,1,9,6,20,6,SIN TIPO,EMILIANO ZAPATA,87,CARRETERA,45 AGUASCALIENTES - ZACATECAS,NA,",,,",CARRETERA,18 JESUS MARIA - PALOMAS,CALLE,VENUSTIANO CARRANZA,CARRETERA,18 JESUS MARIA - PALOMAS,7,Falso,Verdadero,1,1 HOMBRE,ND,0,0,N,N,Falso,"3,28",300,300,1,1,TRANSPORTE PUBLICO,TAXI 1684,0,7,ROBO TRANSPORTE PUBLICO,52,-102.27466496,22.10300000
79779,30420,3,20/03/2019,3,0,0,22,1,FRACCIONAMIENTO,REENCUENTRO,408,AVENIDA,DE LA TORRE,NA,",,,",AVENIDA,DE LA NATURALEZA,CALLE,REENCUENTRO,AVENIDA,DEL REY,3,Falso,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,28,0,0,1,1,TRANSPORTE PUBLICO,CAMION URBANO,0,7,ROBO TRANSPORTE PUBLICO,53,-102.24911639,21.84000000
84759,30419,3,26/03/2019,2,0,0,23,1,FRACCIONAMIENTO,EL PUERTECITO,700,CALLE,RIO CAZONES,NA,",,,",CALLE,RIO DAYMAN,AVENIDA,PASEO DEL PUERTECITO ORIENTE,CALLE,RIO JUCHIPILA,5,Falso,Verdadero,3,2 HOMBRES,ND,0,0,N,N,Falso,28,0,0,1,1,TRANSPORTE PUBLICO,UBER,0,7,ROBO TRANSPORTE PUBLICO,54,-102.24422895,21.93800000
78397,30420,3,18/03/2019,1,22,49,24,1,CC,VELARIA MALL,977,AVENIDA,AGUASCALIENTES PONIENTE,NA,",,,",AVENIDA,DE LOS MAESTROS,BOULEVARD,SAN MARCOS,CALLE,FRAY TORIBIO DE BENAVENTE,2,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,2,TRANSPORTE PUBLICO,TAXI 4157,0,7,ROBO TRANSPORTE PUBLICO,55,-102.31482576,21.85800000
88584,30419,3,31/03/2019,7,23,7,24,1,CC,AURRERA PINTORES,802,AVENIDA,SIGLO XXI,NA,",,,",CALLE,JOSE LUIS CUEVAS,CALLE,FRIDA KALHO,CALLE,HERMENEGILDO BUSTOS,5,Verdadero,Verdadero,1,2 HOMBRES,ND,0,0,N,N,Falso,28,150,150,1,2,TRANSPORTE PUBLICO,TAXI 720,0,7,ROBO TRANSPORTE PUBLICO,56,-102.26116623,21.92000000
