FOLIO,NUM_REP,NUM_OP,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUNICIPIO,LOCALIDAD,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,ED_INC,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1_INC,VIAL_2_INC,VIAL_P_INC,TIPO_ARMA,ARMA_2,CUENT_HAB,DINERO,CANTIDAD,BANCO,UBIC_BANC,BOLSO,CAR_MON,TECNOLOGIA,CELULAR,JOYERIA,ROPA,BICICLETA,OTROS,LESIONADO,VEH_SOSP,C_VIOL,MONTO,PROCESO,DETENIDO,FIL_SOSP,PR_FERIA,TRASL_HOSP,DESTAC_SEG,OID,INCIDENTE,LONG,LAT
150060,513,63,JUNIO,2017-06-20,MARTES,17,57,RINCON DE ROMOS,URBANA,COMUNIDAD,ESCALERAS,54-P,CALLE,MIRADOR DEL GAVILAN,NULO,116,0,0,0,LIBERTAD,EL CANARIO,20 DE NOVIEMBRE,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,NULO,NULO,NULO,,780,Robo a persona,-102.33467377,22.25151405
150138,513,76,JUNIO,2017-06-20,MARTES,19,33,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMA DEL COBANO,474,CALLE,CENTAURO,NULO,737,NULO,0,NULO,OSA MAYOR,LIBRA,LOMA GRANDE,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,MOTOCICLETA ROJO CON,SI,1500,NULO,0,CAMISA BLANCA Y CASCO CAMISA CAFE DELGADO PELO CORTO,NULO,NULO,TERAN NORTE,781,Robo a persona,-102.27331974,21.90500517
150271,513,56,JUNIO,2017-06-20,MARTES,22,0,AGUASCALIENTES,URBANA,COLONIA,MACIAS ARELLANO,505,CALLE,CAMINO AL COBANO,NULO,0,NULO,0,NULO,C,A,B,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,BICICLETA,SI,0,NULO,0,NULO,NULO,NO,TERAN NORTE,782,Robo a persona,-102.28199170,21.90573215
150377,514,73,JUNIO,2017-06-20,MARTES,23,52,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PINTORES MEXICANOS,443,CALLE,RENATO LEDUC,NULO,901,NULO,0,NULO,RAFAEL CORONEL,JOSE LUIS CUEVAS,PEDRO CORONEL,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,3000,NULO,0,CHAMARRA GRIS PANTALON MEXCLILLA CAPUCHA EN LA CARA,NULO,NULO,TERAN NORTE,783,Robo a persona,-102.26266844,21.92053009
150531,514,61,JUNIO,2017-06-21,MIERCOLES,5,5,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,REENCUENTRO,408,CALLE,REENCUENTRO,NULO,0,NULO,0,NULO,DE LA TORRE,NINGUNO,NINGUNO,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,1300,NULO,0,NULO,NULO,NULO,MORELOS,784,Robo a persona,-102.25077351,21.84120097
150760,515,22,JUNIO,2017-06-21,MIERCOLES,12,59,AGUASCALIENTES,URBANA,COLONIA,SAN PEDRO,397,AVENIDA,SIGLO XXI,NULO,0,NULO,0,NULO,MAHATMA GANDHI,ROSAURA ZAPATA,DOMINGO DIEZ,FUEGO,NULO,OTROS AFECTADOS,DINERO,40000,RECICLADORA REMEX,PAGO A LA EMPRESA REMEX,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,VERSA COLOR TINTO,SI,40000,NULO,0,PANTALON DE VESTIR PELON EL OTRO CAMISA POLO,NULO,NULO,INSURGENTES,785,Robo a persona,-102.29429126,21.84456222
150928,516,26,JUNIO,2017-06-21,MIERCOLES,17,10,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BAJIO DE LAS PALMAS,533,CALLE,PALMA GUADALUPE,NULO,0,NULO,0,NULO,PALMA MEXICANA,PALMA TALIERA,PALMA BAMBU,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,LLAVES,NO,NULO,NO,0,NULO,0,NULO,NULO,NULO,MORELOS,786,Robo a persona,-102.24224965,21.86242186
150949,516,32,JUNIO,2017-06-21,MIERCOLES,17,38,AGUASCALIENTES,URBANA,COLONIA,OBRAJE,987,BOULEVARD,JOSE MARIA CHAVEZ,NULO,0,NULO,0,NULO,AYUNTAMIENTO,PIMENTEL,GALEANA SUR,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,NO,NULO,NO,0,NULO,0,NULO,NULO,NULO,CENTRO,787,Robo a persona,-102.29537316,21.87410971
150728,515,59,JUNIO,2017-06-21,MIERCOLES,12,18,AGUASCALIENTES,URBANA,COLONIA,ALTAVISTA,922,CALLE,CARLOS SAGREDO,NULO,0,NULO,0,NULO,SAN FELIPE,SANTA IRENE,JESUS GOMEZ PORTUGAL,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,TRICICLO,NULO,NO,NULO,NO,0,NULO,0,NULO,NULO,NULO,POCITOS,788,Robo a persona,-102.30525085,21.89231800
150736,515,11,JUNIO,2017-06-21,MIERCOLES,12,34,RINCON DE ROMOS,URBANA,FRACCIONAMIENTO,MIGUEL HIDALGO,76,CALLE,BAJA CALIFORNIA SUR,NULO,234,NULO,0,NULO,COLIMA,CHIHUAHUA,CAMPECHE,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,NO,NULO,SI,0,NULO,0,NULO,NULO,NULO,RR,789,Robo a persona,-102.32841835,22.22707638
150887,516,74,JUNIO,2017-06-21,MIERCOLES,16,3,PABELLON DE ARTEAGA,URBANA,FRACCIONAMIENTO,PLUTARCO ELIAS CALLES,95,CARRETERA,45 FEDERAL AGUASCALIENTES - ZACATECAS,NULO,0,NULO,0,NULO,MARIA DE LUNA,ENRIQUE OLIVARES SANTANA,MAURO LOERA DONOSO,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,BICICLETA,NO,2000,NULO,0,CAMISA BLANCA PANTALON DE MEZCLILLA,NULO,NO,PA,790,Robo a persona,-102.29136521,22.14571610
151133,516,58,JUNIO,2017-06-21,MIERCOLES,21,2,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR ALAMEDA),516,CALLE,RODRIGO RINCON GALLARDO,NULO,1102,NULO,0,NULO,DOMINGO VELASCO,FRANCISCO ARMENGOL,MANUEL CARDONA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,2000,NULO,0,SUDADERA BLANCA CON ROJO GORRA VERDE,NULO,NULO,TERAN NORTE,791,Robo a persona,-102.26306178,21.93303069
151292,517,56,JUNIO,2017-06-21,MIERCOLES,23,15,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,JOSE MARIA GONZALEZ BOCANEGRA,NULO,805,NULO,0,NULO,PROFESOR JOSE RAMIREZ PALOS,ARQUITECTO CARLOS CONTRERAS,RICARDO GARCIA MENDOZA,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,SIN DATOS,NO,NULO,SI,0,NULO,0,NULO,NULO,NO,INSURGENTES,792,Robo a persona,-102.32183558,21.85303232
151372,517,71,JUNIO,2017-06-22,JUEVES,0,24,AGUASCALIENTES,URBANA,COLONIA,MACIAS ARELLANO,505,CALLE,A,NULO,0,NULO,0,NULO,SEGUNDA PRIVADA A,PRIVADA A,ANTONIO OROZCO,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,LOS MONKIKIS,NULO,NULO,TERAN NORTE,793,Robo a persona,-102.28203560,21.90652139
151426,517,76,JUNIO,2017-06-22,JUEVES,1,55,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,REENCUENTRO,408,CALLE,DE LA TORRE,NULO,302,5B,0,NULO,DE LA TORRE,NINGUNO,NINGUNO,CORTANTE,NULO,NULO,DINERO,25,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,TENIS,NO,NULO,SI,2000,NULO,0,"VISTE DE NEGRO GORRA GRIS Y MOCHILA, CON BARBA",NULO,NULO,MORELOS,794,Robo a persona,-102.25076280,21.84114632
151488,517,76,JUNIO,2017-06-22,JUEVES,5,29,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE LA CONVENCION 2A SECCION,588,AVENIDA,CONVENCION DE 1914 SUR,NULO,0,NULO,0,NULO,MARIANO ESCOBEDO,PAULINO MARTINEZ,ROQUE GONZALEZ,PENETRANTE JERINGA,NULO,NULO,DINERO,5000,NULO,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,SI,NULO,SI,5000,NULO,0,NULO,NULO,NULO,MORELOS,795,Robo a persona,-102.27664670,21.86812477
151728,518,48,JUNIO,2017-06-22,JUEVES,13,51,AGUASCALIENTES,URBANA,BARRIO,EL ENCINO,1096,AVENIDA,PASEO DE LA CRUZ,NULO,0,NULO,0,NULO,CRISTOBAL COLON,DOCTOR JESUS DIAZ DE LEON,ABASOLO,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,CELULAR,NO,BICICLETA,NO,5000,NULO,0,VISTE DE AZUL GORRA CAFE,NULO,NULO,CENTRO,796,Robo a persona,-102.29277368,21.87232765
151741,518,48,JUNIO,2017-06-22,JUEVES,14,5,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,AVENIDA,AJEDRECISTAS,NULO,0,NULO,0,NULO,DEL MATE,DEL FISHER 112,DE FISHER,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,2500,SI,0,PLAYERA BLANCA PANTALON MEZCLILLA DESLAVADO,NULO,NULO,MORLEOS,797,Robo a persona,-102.25066762,21.84613352
152187,520,26,JUNIO,2017-06-22,JUEVES,23,24,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VISTA DEL SOL II,568,CALLE,NADIR,NULO,439,NULO,0,NULO,PUESTA PICACHO,SOL,CENIT,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,20000,NULO,0,VESTIMENTA OSCURA,NULO,NULO,MORELOS,798,Robo a persona,-102.27280164,21.86350870
153135,523,31,JUNIO,2017-06-23,VIERNES,23,1,AGUASCALIENTES,URBANA,SIN TIPO,PARQUE EL CEDAZO,536,AVENIDA,AGUASCALIENTES,NULO,0,NULO,0,NULO,MARIANO HIDALGO,PASEO DE OJOCALIENTE,NINGUNO,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,MOCHILA,NO,JETTA BLANCO,SI,10000,NULO,0,NULO,NULO,NO,MORELOS,799,Robo a persona,-102.25417996,21.86948807
153734,525,71,JUNIO,2017-06-24,SABADO,15,41,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,CALLKE,DE LA VICTORIA,NULO,0,NULO,0,NULO,DEL GAMBITO,DEL ENROQUE,DEL REY,CORTANTE,NULO,NULO,DINERO,70,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,MOCHILA CELULAR,NO,NULO,SI,70,NULO,0,PALYERA BLANCA TATUADO,NULO,NULO,MORELOS,800,Robo a persona,-102.25552892,21.84313775
156696,534,38,JUNIO,2017-06-27,MARTES,16,52,AGUASCALIENTES,URBANA,CONDOMINIO,PRIMO VERDAD,591,AVENIDA,CONVENCION DE 1914 SUR,NULO,0,NULO,0,NULO,PERSEO,UNO,ADOLFO RUIZ CORTINEZ,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,NULO,NULO,NO,MORELOS,801,Robo a persona,-102.27295819,21.86947467
153795,525,76,JUNIO,2017-06-24,SABADO,16,15,AGUASCALIENTES,URBANA,SIN TIPO,PLAZA MALL (DESARROLLO SIN DELIMITACION OFICIAL NO 22),977,AVENIDA,DE LOS MAESTROS,NULO,0,NULO,0,NULO,NINGUNO,AGUASCALIENTES PONIENTE,NINGUNO,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,TARJETA DE CREDITO,NO,VEHICULO COLOR GRIS,NO,0,NULO,0,TATUADO PANTALON NEGRO PLAYERA NEGRA CON RYAS GRIS,NULO,NO,INSURGENTES,802,Robo a persona,-102.31450201,21.85864462
153822,525,49,JUNIO,2017-06-24,SABADO,17,41,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,442,AVENIDA,CULTURA MAYA,NULO,0,NULO,0,NULO,CULTURA MIXTECA,RODOLFO LANDEROS GALLEGOS,CULTURA AZTECA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,1000,NULO,0,CAMISETA VERDE,NULO,NULO,TERAN NORTE,803,Robo a persona,-102.24302937,21.90575074
154009,525,49,JUNIO,2017-06-24,SABADO,21,6,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MEXICO,1081,SIN DATOS,SIN DATOS,,0,,0,,SIN DATOS,SIN DATOS,SIN DATOS,CORTANTE,NULO,NULO,DINERO,100,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,SI,100,NULO,0,NULO,NULO,NULO,MORELOS,804,Robo a persona,-102.28178434,21.86033709
154286,526,48,JUNIO,2017-06-25,DOMINGO,0,22,AGUASCALIENTES,URBANA,COLONIA,MACIAS ARELLANO,505,CALLE,F,NULO,115,NULO,0,NULO,A,ANTONIO OROZCO,A,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,3000,NULO,0,NULO,NULO,NULO,TERAN NORTE,805,Robo a persona,-102.28173305,21.90821539
154406,526,73,JUNIO,2017-06-25,DOMINGO,1,47,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR SAN MARCOS),435,AVENIDA,POLIDUCTO,NULO,0,NULO,0,NULO,ERMITA DE SAN SEBASTIAN,GERONIMO DE LA CUEVA,FELIPE II,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,7000,NULO,0,NULO,NULO,NULO,TERAN SUR,806,Robo a persona,-102.26315313,21.92893670
154725,526,48,JUNIO,2017-06-25,DOMINGO,6,46,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BENITO PALOMINO DENA,499,CALLE,JUAN MORALES M,NULO,0,ULO,0,NULO,GILBERTO LOPEZ VELARDE,FRANCISCO M REVILLA,DOCTOR FRANCISCO GUEL JIMENEZ,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,1200,NULO,0,"VISTE GORRA NEGRA, SUDADERA NEGRA CON BLANCO Y PANTALON NEGR TENIS BLANCOS",NULO,NULO,TERAN NORTE,807,Robo a persona,-102.25213619,21.91643273
154818,527,31,JUNIO,2017-06-25,DOMINGO,11,21,RINCON DE ROMOS,URBANA,COLONIA,SAN JOSE,68,CALLE,PLUTARCO ELIAS CALLES,NULO,0,NULO,0,NULO,POLIFORUM,PROFESOR SALVADOR VILLALPANDO,NINGUNO,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,NULO,NULO,NULO,RR,808,Robo a persona,-102.31981587,22.22180976
154922,527,11,JUNIO,2017-06-25,DOMINGO,14,41,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLERIAS,491,CALLE,VILLA DE SAN FRANCISCO,NULO,0,NULO,0,NULO,HACIENDA GRACIAS A DIOS,HACIENDA LAS AMARILLAS,HACIENDA CHICHIMECO,NULO,NULO,NULO,DINERO,200,NULO,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,IDENTIFICACIONES LLA,NO,BICICLETA OSCURA,NO,200,NULO,0,TATAUADBRAZO DERECHO PLAYERA AZUL REY,NULO,NO,TERAN SUR,809,Robo a persona,-102.24756925,21.88453099
155029,528,26,JUNIO,2017-06-25,DOMINGO,17,48,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SOLIDARIDAD I,431,AVENIDA,TECNOLOGICO,NULO,0,NULO,0,NULO,URBANISMO,AGUA POTABLE,UNIDAD,CORTANTE,NULO,NULO,DINERO,350,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,SI,NULO,SI,350,NULO,0,NULO,NULO,NULO,TERAN SUR,810,Robo a persona,-102.24860938,21.87038497
155172,528,53,JUNIO,2017-06-25,DOMINGO,20,34,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL FORTUNATO MAYCOTTE,NULO,0,NULO,0,NULO,DOCTOR MARIANO AZUELA,CONVENCION,GENERAL MARTIN ESPINOZA SANCHEZ,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,NO,NULO,NO,0,NULO,0,NULO,NULO,NO,INSURGENTES,811,Robo a persona,-102.31303582,21.85290415
155181,528,67,JUNIO,2017-06-25,DOMINGO,20,44,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOULEVARES 2A SECCION,1103,CALLE,BELISARIO DOMINGUEZ,NULO,0,NULO,0,NULO,AGUASCALIENTES SUR,ENRIQUE C REBSAMEN,J ISABEL ROBLES,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,400,NULO,0,PLAYERA ROJA BERMUDA NEGRA,NULO,NO,INSURGENTES,812,Robo a persona,-102.30636883,21.85825381
155396,529,49,JUNIO,2017-06-25,DOMINGO,23,53,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,DEL VALLE 1A SECCION,734,AVENIDA,AGUASCALIENTES PONIENTE,NULO,0,NULO,0,NULO,NAVARRETE,PARIS,LONDRES,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,SI,NULO,SI,0,NULO,0,DOS TIPO CHOLO ROBUSTOS,NULO,NULO,POCITOS,813,Robo a persona,-102.31806111,21.87643337
155521,529,56,JUNIO,2017-06-26,LUNES,1,36,AGUASCALIENTES,URBANA,COLONIA,OJO DE AGUA (II),535,AVENIDA,MARIANO ESCOBEDO,NULO,0,NULO,0,NULO,CEDAZO,DELICIAS,DELICIAS,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,SIN DATOS,SI,NULO,SI,0,NULO,0,NULO,NULO,NO,MORELOS,814,Robo a persona,-102.27710606,21.86658999
155524,529,75,JUNIO,2017-06-26,LUNES,1,41,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DEL SOL,566,SIN DATOS,SIN DATOS,,0,,0,,SIN DATOS,SIN DATOS,SIN DATOS,CONTUNDENTE,NULO,NULO,DINERO,1000,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,BICICLETA,NULO,SI,NULO,SI,1000,NULO,0,NULO,NULO,POR SUS MEDIOS,MORELOS,815,Robo a persona,-102.27607858,21.86258327
155578,529,35,JUNIO,2017-06-26,LUNES,3,15,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SANTA ANITA (DELEGACION JESUS TERAN),482,AVENIDA,GABRIELA MISTRAL,NULO,0,NULO,0,NULO,CONVENCION DE 1914 ORIENTE,DE LA CONVENCION ORIENTE,NAZARIO ORTIZ GARZA,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,SI,0,NULO,0,NULO,NULO,NO,TERAN SUR,816,Robo a persona,-102.27952971,21.89748057
155722,530,38,JUNIO,2017-06-26,LUNES,9,31,AGUASCALIENTES,URBANA,EJIDO,SALTO DE OJOCALIENTE,580,AVENIDA,TECNOLOGICO,NULO,0,NULO,0,NULO,MIGUEL HIDALGO,NUEVA,MIGUEL HIDALGO,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,TIPO CHOLO TODO TATUADO,NULO,NO,MORELOS,817,Robo a persona,-102.24905835,21.87000732
155800,530,45,JUNIO,2017-06-26,LUNES,12,31,JESUS MARIA,URBANA,FRACCIONAMIENTO,PASEOS DE GOMEZ PORTUGAL (LAS CACHIMBAS),130,CARRETERA,45 FEDERAL AGUASCALIENTES - ZACATECAS,NULO,0,NULO,0,NULO,NINGUNO,NINGUNO,NINGUNO,NULO,NULO,NULO,DINERO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,NULO,NULO,NO,JM,818,Robo a persona,-102.28770035,22.00461882
156257,532,26,JUNIO,2017-06-27,MARTES,0,40,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BAJIO DE LAS PALMAS,533,CALLE,PALMA DATILERA,NULO,112,NULO,0,NULO,POLIDUCTO,PALMA MEXICANA,PALMA CANARIA,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,1000,NULO,0,SUDADERA GRIS PANTALON MEZCLILLA AZUL Y GORRA,NULO,NO,MORELOS,819,Robo a persona,-102.24237399,21.86427764
156512,533,76,JUNIO,2017-06-27,MARTES,11,44,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA LAS PALMAS II,596,CALLE,VILLA VERONICA,NULO,0,NULO,0,NULO,VILLA MONICA,VILLA OBREGON,PROLONGACION IXTLAHUATL,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,LLAVES,NO,NULO,SI,2000,NULO,1,MOCHILA NEGRA PANTALON DIKIS NEGRO GORRA NEGRA PLAYERA BLANCA,NULO,NULO,MORELOS,820,Robo a persona,-102.23183274,21.86113072
156527,533,71,JUNIO,2017-06-27,MARTES,12,23,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL SOL,920,CALLE,SAUCE,NULO,0,NULO,0,NULO,FELIX D ELA PAZ,PROFESOR JOSE REYES MARTINEZ,GENERAL IGNACIO ZARAGOZA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,NULO,NULO,NULO,POCITOS,821,Robo a persona,-102.29657067,21.89425121
156597,533,49,JUNIO,2017-06-27,MARTES,14,29,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EMILIANO ZAPATA,585,AVENIDA,SIGLO XXI,NULO,1027,NULO,0,NULO,ANTONIO DIAZ SOTO Y GAMA,PROFESOR OTILIO E MONTAÐO,MARIANO JIMENEZ,NULO,NULO,NULO,DINERO,4000,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,PAÐALERA,NO,MOTOCICLETA,NO,4000,NULO,0,SUJETO CONOCIDO DE LA PANADERIA,NULO,NULO,MORELOS,822,Robo a persona,-102.25431991,21.85564808
156908,534,78,JUNIO,2017-06-27,MARTES,21,44,AGUASCALIENTES,URBANA,COLONIA,LA CRUZ,567,AVENIDA,MARIANO ESCOBEDO,NULO,0,NULO,0,NULO,IGNACIO VALLARTA,BAHIA DE KINO,IGNACIO VALLARTA,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,LAP TOP,CELULAR,NULO,NULO,NULO,MOCHILA,SI,NULO,SI,40000,NULO,0,NULO,NULO,NULO,MORELOS,823,Robo a persona,-102.27560345,21.86436902
156931,534,73,JUNIO,2017-06-27,MARTES,22,11,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,CALLE,MARTHA ALICIA GUZMAN DE A,NULO,0,NULO,0,NULO,RODOLFO LANDEROS GALLEGOS,PAZ ROMO DE VIVAR,ROSALBA MALDONADO J,CONTUNDENTE,NULO,NULO,DINERO,170,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,MOCHILA,SI,NULO,SI,170,NULO,0,8 SUJETOS TIPO CHOLO,NULO,NULO,TERAN NORTE,824,Robo a persona,-102.25352578,21.90313718
156946,534,78,JUNIO,2017-06-27,MARTES,21,30,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,LICENCIADO BENITO JUAREZ,NULO,0,NULO,0,NULO,UNION,ARTEAGA,5 DE MAYO,FUEGO,CONTUNDENTE,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,CELULAR,NO,NULO,SI,15000,NULO,0,DOS SUJETOS UNO VISTE PANTALON MEZCLILLA Y CAMISA OSCURA PELO CORTO,NULO,NULO,CENTRO,825,Robo a persona,-102.29658991,21.88462322
157157,535,11,JUNIO,2017-06-28,MIERCOLES,6,52,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR ESTACION),502,CALLE,MATEO HERNANDEZ VAZQUEZ,NULO,0,NULO,0,NULO,FRANCISCO DE J HERRERA L,VALLE DE LOS ROMEROS,MANUEL ZAVALA MADRIGAL,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,UNA PAREJA LA MUJER VISTE DE BLANCO Y EL SUJETO DE ROJO,NULO,NULO,TERAN NORTE,826,Robo a persona,-102.26281150,21.93644513
157380,536,74,JUNIO,2017-06-28,MIERCOLES,13,57,JESUS MARIA,URBANA,COLONIA,CHICAHUALES II,151,CALLE,TAPIAS VIEJAS,NULO,224,NULO,0,NULO,FELICIANO MARTINEZ CRUZ,PEDRO DE LUNA,SAN ANTONIO DE LOS HORCONES,CORTANTE,NULO,NULO,DINERO,200,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,200,NULO,0,DOS SUJETOS UNO ROBUSTO Y OTRO DELGADO,NULO,NULO,JM,827,Robo a persona,-102.34959853,21.94358400
