FOLIO,ID_INC,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,TIPO_VIAL2,NOM_VIAL2,TIPO_VIALP,NOM_VIALP,DESTACAMEN,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,DETENIDO,LESIONADO,T_VEH_SOS,DESCRIP,HORARIO,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,CORP_ACUD,CIERRE_COR,OID,INCIDENTE,LONG,LAT
191073331,30403,9,2019-09-25,3,16,14,1,FRACCIONAMIENTO,GOMEZ (DELEGACION POCITOS ),663,CALLE,26 DE MARZO,NA,"904,,,",CALLE,TLAXCALA,AVENIDA,PROLONGACION DOCTOR SALVADOR QUEZADA LIMON,CALLE,VERACRUZ,6,false,false,9,ND,ND,0,0,N,N,3,26,0,0,false,4,1,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,1374,Robo de autopartes y cristalazo,-102.31331242,21.88482931
191074491,30411,9,2019-09-25,3,21,16,1,FRACCIONAMIENTO,ESPAÑA,1052,CALLE,SEVILLA,NA,",,,",CALLE,SAUCE,AVENIDA,CONVENCION DE 1914 PONIENTE,CALLE,ESPAÑA,2,false,false,9,ND,ND,0,0,N,N,4,"22,26",0,0,false,1,3,AUTOMOVIL,VOLKSWAGEN,BEETLE,1,2,1375,Robo de autopartes y cristalazo,-102.31058488,21.86908656
191072303,30411,9,2019-09-25,3,11,48,1,SIN TIPO,NORIAS DE OJOCALIENTE,353,CALLE,CORAL,NA,"733,,,",CALLE,DIAMANTES,CALLE,AMATISTA,CALLE,ESMERALDA,4,false,false,9,H,ND,0,0,N,N,2,24,0,0,false,1,2,CAMIONETA,ND,ND,1,1,1376,Robo de autopartes y cristalazo,-102.21689304,21.88873862
191075051,30403,9,2019-09-26,4,0,56,1,FRACCIONAMIENTO,PRADOS DEL SUR,1100,CALLE,NEVADO DE TOLUCA,NA,",,,",CALLE,GERTRUDIS BOCANEGRA,PROLONGACION,PASEO DE LA ASUNCION,CALLE,NEVADO DE TOLUCA,2,false,false,9,ND,ND,0,0,N,N,5,41,0,0,false,4,4,CAMIONETA,NISSAN,XTRAIL,1,1,1377,Robo de autopartes y cristalazo,-102.29826437,21.85847440
191075249,30411,9,2019-09-26,4,5,19,1,FRACCIONAMIENTO,JESUS TERAN PEREDO,587,AVENIDA,DE LAS PALMAS,NA,"1024,,,",PROLONGACION,OLIVOS,CALLE,ANTONIO NAVA CASTILLO,CALLE,CARITINO MALDONADO,3,false,false,9,ND,ND,0,0,N,N,5,41,0,0,false,1,4,CAMIONETA,JEEP,LIBERTY,1,1,1378,Robo de autopartes y cristalazo,-102.27582579,21.86967906
191076081,30411,9,2019-09-26,4,12,47,1,FRACCIONAMIENTO,JARDINES DE LA CONCEPCION II,846,CALLE,CORDILLERA DE LOS ALPES SUR,NA,",,,",CALLE,MONTE BLANCO,CALLE,CORDILLERA DE LOS ALPES,CALLE,CORDILLERA DE LOS ALPES SUR,6,false,false,9,ND,ND,0,0,N,N,3,"26,38",0,0,false,1,1,AUTOMOVIL,ND,ND,1,2,1379,Robo de autopartes y cristalazo,-102.30137831,21.92031427
191077639,30411,9,2019-09-26,4,20,25,1,FRACCIONAMIENTO,JARDINES DE LA CONCEPCION I,848,CALLE,CERRO DE LA BUFA,NA,"220,,,",CERRADA,CERRO DE LA BUFA,CERRO,MONTE EVEREST,CALLE,CERRO DE LA BUFA,6,false,false,9,ND,ND,0,0,N,N,4,24,0,0,false,1,2,ND,ND,ND,1,1,1380,Robo de autopartes y cristalazo,-102.31435579,21.92325397
191077639,30411,9,2019-09-26,4,20,25,1,FRACCIONAMIENTO,JARDINES DE LA CONCEPCION I,848,CALLE,CERRO DE LA BUFA,NA,"220,,,",CERRADA,CERRO DE LA BUFA,CALLE,MONTE EVEREST,CERRADA,CERRO DE LA BUFA,6,false,false,9,ND,ND,0,0,N,N,4,24,0,0,false,1,2,ND,ND,ND,1,1,1381,Robo de autopartes y cristalazo,-102.31434089,21.92325361
191077639,30411,9,2019-09-26,4,20,25,1,FRACCIONAMIENTO,JARDINES DE LA CONCEPCION I,848,CALLE,CERRO DE LA BUFA,NA,"220,,,",CERRADA,CERRO DE LA BUFA,CALLE,MONTE EVEREST,CERRADA,CERRO DE LA BUFA,6,false,false,9,ND,ND,0,0,N,N,4,24,0,0,false,1,2,ND,ND,ND,1,1,1382,Robo de autopartes y cristalazo,-102.31431859,21.92325350
191077639,30411,9,2019-09-26,4,20,25,1,FRACCIONAMIENTO,JARDINES DE LA CONCEPCION I,848,CALLE,CERRO DE LA BUFA,NA,"220,,,",CERRADA,CERRO DE LA BUFA,CALLE,MONTE EVEREST,CERRADA,CERRO DE LA BUFA,6,false,false,9,ND,ND,0,0,N,N,4,24,0,0,false,1,2,ND,ND,ND,1,1,1383,Robo de autopartes y cristalazo,-102.31430740,21.92325596
191078173,30411,9,2019-09-26,4,22,46,5,FRACCIONAMIENTO,EL MEZQUITAL,197,CALLE,SOLIDARIDAD,NA,",,,",CALLE,MIXQUIC,CALLE,A LA POSTA,CALLE,CARDENCHE,7,false,false,9,ND,ND,0,0,N,N,4,27,0,0,false,1,1,ND,ND,ND,1,1,1384,Robo de autopartes y cristalazo,-102.35464806,21.96493629
191078861,30411,9,2019-09-27,5,7,30,11,FRACCIONAMIENTO,PASEOS DE LA PROVIDENCIA,349P,CALLE,PASEOS DE SAN HUMBERTO,NA,"343,,,",CALLE,PASEOS DE SAN JOSE,CALLE,PASEOS DE LA PROVIDENCIA,CALLE,PASEOS DE SAN ALEJANDRO,7,false,false,9,ND,ND,0,0,N,N,16,"26,11,38,6",0,25000,false,1,1,CAMIONETA,CHEVROLET,SUBURBAN,1,1,1385,Robo de autopartes y cristalazo,-102.27573641,22.02525831
191078867,30403,9,2019-09-27,5,7,32,1,COLONIA,GREMIAL,917,CALLE,PROFESOR JOSE REYES MARTINEZ,NA,",,,",AVENIDA,HEROE DE NACOZARI NORTE,CALLE,20 DE NOVIEMBRE,CALLE,CORONEL FELIZ DE LA PAZ,6,false,false,9,ND,ND,0,0,N,N,16,"27,23",0,10000,false,4,3,CAMIONETA,CHEVROLET,CHEYENNE,1,1,1386,Robo de autopartes y cristalazo,-102.28726652,21.89771223
191079039,30411,9,2019-09-27,5,9,9,1,FRACCIONAMIENTO,VISTAS DE ORIENTE,489,CALLE,SERENGUETI,NA,"344,,,",CALLE,CATARATAS DEL NIAGARA,AVENIDA,VALLARTA,CALLE,NINGUNO,4,false,false,9,ND,ND,0,0,N,N,27,24,0,0,false,1,2,AUTOMOVIL,NISSAN,TSURU,1,1,1387,Robo de autopartes y cristalazo,-102.23510510,21.88320925
191089039,30411,9,2019-09-27,5,9,9,1,FRACCIONAMIENTO,VISTAS DE ORIENTE,489,CALLE,SERENGUETI,NA,"344,,,",CALLE,CATARATAS DEL NIAGARA,AVENIDA,VALLARTA,CALLE,NINGUNO,4,false,false,9,ND,ND,0,0,N,N,27,24,0,0,false,1,2,COMBI,VOLKSWAGEN,ND,1,1,1388,Robo de autopartes y cristalazo,-102.23513778,21.88320035
191079348,30411,9,2019-09-27,5,11,10,1,COLONIA,HEROES II (DELEGACION MORELOS),391,AVENIDA,ALAMEDA,NA,",,,",AVENIDA,CONVENCION DE 1914 ORIENTE,CALLE,GENERAL ANAYA,CALLE,LOPE DE VEGA,4,false,false,9,ND,ND,0,0,BICICLETA,COLOR AMARILLA,5,24,0,0,false,1,2,ND,ND,ND,1,1,1389,Robo de autopartes y cristalazo,-102.27204721,21.88387385
191081374,30403,9,2019-09-27,5,21,59,1,FRACCIONAMIENTO,LOS PERICOS,770,CALLE,SAN FELIPE,NA,"108,,,",AVENIDA,POLIDUCTO,AVENIDA,CULTURA OTOMI,CALLE,SAN MARTIN,4,false,false,9,ND,ND,0,0,BICICLETA,ND,4,41,0,0,false,4,4,CAMIONETA,ND,ND,1,1,1390,Robo de autopartes y cristalazo,-102.24746938,21.90213661
191081616,30403,9,2019-09-27,5,23,32,1,FRACCIONAMIENTO,FUENTES DE LA ASUNCION,1058,AVENIDA,HEROE DE NACOZARI,NA,"1917,,,",CALLE,FRAY ANTONIO DE SEGOVIA,CALLE,NINGUNA,CALLE,FUENTE DE LOS CIBELES,3,false,false,9,ND,ND,0,0,N,N,4,"6,3,27,26",0,25000,false,4,2,CAMIONETA,MITSUBISHI,ND,1,1,1391,Robo de autopartes y cristalazo,-102.28286420,21.86191238
191082067,30403,9,2019-09-28,6,2,2,1,FRACCIONAMIENTO,BALCONES DE OJOCALIENTE,577,CALLE,BALCONES DE ORIENTE,NA,"117,,,",CALLE,ADOLFO DE LA HUERTA,CALLE,LERONARDO MURIALDO,CALLE,BALCONES DEL SUR,3,false,false,9,ND,ND,0,0,N,N,5,41,0,0,false,4,4,CAMIONETA,INFINITI,ND,1,2,1392,Robo de autopartes y cristalazo,-102.24946360,21.86162563
191084083,30403,9,2019-09-28,6,15,50,1,FRACCIONAMIENTO,LOMAS DE SANTA ANITA,478,CALLE,HOMERO,NA,"303,,,",AVENIDA,AGUASCALIENTES ORIENTE,CALLE,AVENIDA PARQUE VIA,CALLE,JOSE H. ESCOBEDO,4,false,false,9,H,ND,0,0,AUTOMOVIL,VERSA EN COLOR BLANCO,3,24,0,0,false,4,2,AUTOMOVIL,VOLKSWAGEN,CARIBE,1,1,1393,Robo de autopartes y cristalazo,-102.27098536,21.89505355
191086376,30403,9,2019-09-29,7,3,26,1,FRACCIONAMIENTO,LUIS ORTEGA DOUGLAS,440,CALLE,EL GIGANTE,NA,",,,",CALLE,EL TILDIO,CALL E,LA PROVIDENCIA,CALLE,EL PICACHO,5,false,false,9,H,EL FRIJOL,0,0,N,N,3,39,0,0,false,4,4,AUTOMOVIL,VOLKSWAGEN,BORA,1,2,1394,Robo de autopartes y cristalazo,-102.26053456,21.90892206
191089632,30411,9,2019-09-29,7,13,47,1,COLONIA,INDUSTRIAL,919,CALLE,NORBERTO GOMEZ,NA,",,,",AVENIDA,INDEPENDENCIA,CALLE,JOSE BOLADO,CALLE,LUIS CHILARDI,6,false,false,9,ND,ND,0,0,N,N,3,"23,22",0,0,false,1,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,1395,Robo de autopartes y cristalazo,-102.29497850,21.89339049
191079327,30411,9,2019-09-27,5,11,1,1,FRACCIONAMIENTO,OJOCALIENTE LAS TORRES,531,CALLE,PASEO DE LAS PRESAS,NA,"100,,,",AVENIDA,PASEO DE OJOCALIENTE,CALLE,PASEO DEL CEDAZO,CALLE,PASEO DE LAS TORRES ORIENTE,3,false,false,9,ND,ND,0,0,N,N,27,25,0,0,false,2,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,1396,Robo de autopartes y cristalazo,-102.25498153,21.87066664
191088169,30411,9,2019-09-29,7,16,57,1,COMUNIDAD,MONTORO (MESA DEL SALTO),54P,CALLE,20 DE NOVIEMBRE,NA,",,,",CALLE,GUADALUPE,CALLE,SAN JOSE,CALLE,PLAN DE AYALA,2,false,false,9,ND,ND,0,0,N,N,3,25,0,0,false,2,2,AUTOMOVIL,VOLKSWAGEN,GOL,1,1,1397,Robo de autopartes y cristalazo,-102.30274440,21.75317544
191077401,30411,9,2019-09-26,4,19,27,1,COLONIA,ASTURIAS,41P,CALLE,BIENESTAR,NA,",,,",NINGUNA,NINGUNA,NINGUNA,NINGUNA,NINGUNA,NINGUNA,3,false,false,9,ND,ND,0,0,N,N,1,24,0,0,false,1,2,CAMIONETA,FORD,WINSTAR,1,1,1398,Robo de autopartes y cristalazo,-102.22191942,21.85917055
191087963,30403,9,2019-09-29,7,15,30,1,FRACCIONAMIENTO,CLAUSTROS LOMA DORADA,696,AVENIDA,LOMA DORADA,NA,"223,,,",CALLE,NINGUNO,CERRADA,DEL PICACHO,PRIVADA,TERCERA CERRADA EL MIRADOR,5,false,false,9,ND,ND,0,0,N,N,3,39,0,0,false,4,3,ND,ND,ND,1,2,1399,Robo de autopartes y cristalazo,-102.24431452,21.92067440
191082128,30411,9,2019-09-28,6,2,24,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,324P,CALLE,ALBERTO FUENTES DAVILA,NA,",,,",CALLE,OSCAR HERNANDEZ DUQUE,CALLE,FELIPE  GUTIERREZ DE VELAZCO,CALLE,JESUS DURON,3,false,false,9,ND,ND,0,0,N,N,5,39,0,0,false,1,2,ND,ND,ND,1,2,1400,Robo de autopartes y cristalazo,-102.27387157,21.80802423
191087126,30411,9,2019-09-29,7,10,44,1,FRACCIONAMIENTO,LAS BRISAS,677,CALLE,MAR CARIBE,NA,"404,,,",CALLE,MAR BALTICO,CALLE,PEDRO GARCIA ROJAS,CALLE,MAR CASPIO,6,false,false,9,ND,ND,0,0,N,N,27,38,0,0,false,2,2,CAMIONETA,FORD,ND,1,1,1401,Robo de autopartes y cristalazo,-102.31501018,21.89770146
191087860,30411,9,2019-09-29,7,14,56,1,FRACCIONAMIENTO,MORELOS I,1120,CALLE,PRIMERA CONSTITUCION,NA,",,,",NINGUNO,NINGUNO,NINGUNO,NINGUNO,CALLE,HERMANOS BRAVO,3,false,false,9,ND,ND,0,0,N,N,18,25,0,0,false,2,2,AUTOMOVIL,NISSAN,TSURU,2,2,1402,Robo de autopartes y cristalazo,-102.26623926,21.85573694
191086552,30411,9,2019-09-29,7,4,57,1,COLONIA,MARTINEZ DOMINGUEZ,1099,CALLE,CAPITAN DIEGO FERNANDEZ VILLA,NA,"320,,,",CALLE,GERTRUDIS BOCANEGRA,AVENIDA,PASEO DE LA ASUNCION,CALLE,COFRE DE PEROTE,2,false,false,9,ND,ND,0,0,N,N,5,41,0,0,false,1,4,AUTOMOVIL,CHEVROLET,AVEO,1,2,1403,Robo de autopartes y cristalazo,-102.29977635,21.85593055
191089511,30403,9,2019-09-30,1,3,6,1,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,CALLE,CANARIO,NA,SIGLO XXI,AVENIDA,SIGLO XXI,NINGUNO,NINGUNO,ANDADOR,NINGUNO,2,false,false,9,ND,ND,0,0,N,N,15,22,0,0,false,4,2,AUTOMOVIL,VOLKSWAGEN,GOLF,1,1,1404,Robo de autopartes y cristalazo,-102.29911209,21.84515859
191090719,30411,9,2019-09-30,1,13,24,1,COLONIA,OBRAJE,987,BOULEVARD,JOSE MARIA CHAVEZ,NA,",,,",NINGUNO,REPUBLICA DE ECUADOR,CALLE,APIFANIO DE SILVA,CALLE,CORONEL VALENTE ARTEAGA,2,false,false,9,ND,ND,0,0,N,N,3,"26,3,38",0,0,false,1,1,CAMIONETA,TOYOTA,ND,1,1,1405,Robo de autopartes y cristalazo,-102.29537622,21.87075846
191092737,30411,9,2019-09-30,1,22,12,1,SIN TIPO,DESARROLLO 80 (BODEGA AURRERA GUADALUPE),924,AVENIDA,GUADALUPE,NA,",,,",AVENIDA,CONVENCION DE 1914 PONIENTE,CALLE,FELIPE ANGELES,CALLE,ARROYO DE LOS ARELLANOS,6,false,false,9,ND,ND,0,0,N,N,4,"26,22",0,0,false,1,3,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,1406,Robo de autopartes y cristalazo,-102.31216031,21.88563120
191092937,30403,9,2019-09-30,1,23,27,11,PARQUE INDUSTRIAL,PARQUE INDUSTRIAL SAN FRANCISCO DE LOS ROMO,2PI,CARRETERA,AGUASCALIENTES ZACATECAS 45,NA,",,,",NINGUNO,NINGUNO,NINGUNO,NINGUNO,NINGUNO,NINGUNO,7,false,false,9,ND,ND,0,0,N,N,4,"3,26,28",0,5000,false,4,3,TRAILER,ND,ND,1,6,1407,Robo de autopartes y cristalazo,-102.28075559,22.03759674
191093474,30411,10,2019-10-01,2,8,8,1,FRACCIONAMIENTO,STEMA,467,AVENIDA,AGUASCALIENTES,NA,"239,,,",AVENIDA,AGUASCALIENTES,AVENIDA,AGUASCALIENTES,AVENIDA,NAZARIO ORTIZ GARZA,4,false,false,9,ND,ND,0,0,N,N,2,"24,23",0,0,false,1,2,AUTOMOVIL,CHEVROLET,CHEVY,1,13,1408,Robo de autopartes y cristalazo,-102.27292056,21.89695940
191093532,30403,10,2019-10-01,2,8,34,1,COLONIA,MARTINEZ DOMINGUEZ,1099,AVENIDA,MAHATMA GANDHI,NA,",,,",CALLE,VALENTE QUINTANA,CALLE,VICTOR ROSALES,NINGUNO,NINGUNO,2,false,false,9,ND,ND,0,0,N,N,2,"26,28",0,2000,false,4,2,AUTOMOVIL,CHEVROLET,MATIZ,1,1,1409,Robo de autopartes y cristalazo,-102.29455302,21.85395374
191095244,30403,10,2019-10-01,2,18,11,1,SIN TIPO,CANTERAS DE SANTA IMELDA (SUBDIVISION),1039,BOULEVARD,JUAN PABLO II,NA,",,,",BOULEVARD,SAN MARCOS,CALLE,NINGUNO,CALLE,NINGUNO,2,false,false,9,ND,ND,0,0,N,N,3,6,0,0,false,4,1,ND,ND,ND,1,4,1410,Robo de autopartes y cristalazo,-102.32911742,21.86695074
191095244,30403,10,2019-10-01,2,18,11,1,SIN TIPO,CANTERAS DE SANTA IMELDA (SUBDIVISION),1039,BOULEVARD,JUAN PABLO II,NA,",,,",BOULEVARD,SAN MARCOS,CALLE,NINGUNA,CALLE,NINGUNO,2,false,false,9,ND,ND,0,0,N,N,3,6,0,0,false,4,1,ND,ND,ND,1,4,1411,Robo de autopartes y cristalazo,-102.32909401,21.86697592
191095244,30403,10,2019-10-01,2,18,11,1,SIN TIPO,CANTERAS DE SANTA IMELDA (SUBDIVISION),1039,BOULEVARD,JUAN PABLO II,NA,",,,",BOULEVARD,SAN MARCOS,CALLE,NINGUNO,CALLE,NINGUNO,2,false,false,9,ND,ND,0,0,N,N,3,6,0,0,false,4,1,ND,ND,ND,1,4,1412,Robo de autopartes y cristalazo,-102.32910820,21.86696070
191096452,30403,10,2019-10-02,3,1,27,1,FRACCIONAMIENTO,JARDINES DE LA CRUZ (DELEGACION MORELOS),716,PRIVADA,SEXTA CERRADA CONVENCION,NA,",,,",PRIVADA,NINGUNO,AVENIDA,PASEO DE LA CRUZ,NINGUNO,NINGUNO,3,false,false,9,H,ND,0,0,CAMIONETA,ND,5,"22,11",0,0,false,4,3,CAMIONETA,ND,ND,1,1,1413,Robo de autopartes y cristalazo,-102.27024769,21.87403899
191096571,30403,10,2019-10-03,3,4,6,1,FRACCIONAMIENTO,BALCONES DE ORIENTE,723,CALLE,SAN FRANCISCO DE LOS VIVEROS,NA,"2044,,,",AVENIDA,PROCERES DE LA ENSEÑANZA,PRIVADA,MACHUPICHU,CALLE,MACHUPICHU 203,4,false,false,9,H,ND,0,0,N,N,5,41,0,0,false,4,4,CAMIONETA,VOLKSWAGEN,POINTER,1,1,1414,Robo de autopartes y cristalazo,-102.24065416,21.88219536
191091473,30411,9,2019-09-30,1,16,32,1,FRACCIONAMIENTO,HEROES DE AGUASCALIENTES,1078,CALLE,DEFENSA NACIONAL,NA,",,,",AVENIDA,HEROE DE NACOZARI,CALLE,SAHOP,CALLE,SERVICIO MILITAR,3,false,false,9,H,AUTOLAVADO,0,0,N,N,3,6,0,140000,false,3,1,AUTOMOVIL,ND,ND,1,1,1415,Robo de autopartes y cristalazo,-102.28142248,21.87423397
191092124,30411,9,2019-09-30,1,19,32,1,COLONIA,LAS FLORES,1072,AVENIDA,DE LAS ORQUIDEAS,NA,",,,",CALLE,AZALEAS,CALLE,CLAVELES,CALLE,LOS LAURELES,2,false,false,9,"H,H",ND,0,0,N,N,4,"26,6,38",0,8000,false,1,1,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,1416,Robo de autopartes y cristalazo,-102.30445439,21.87371157
191098090,30411,10,2019-10-02,3,16,26,1,BARRIO,LA PURISIMA,915,CALLE,ENRIQUE M DEL VALLE,NA,"121,,,",CALLE,COSIO SUR,CALLE,ENRIQUE M. DEL VALLE,CALLE,JUAN DE MONTORO,1,false,false,9,ND,ND,0,0,N,N,7,22,0,0,false,1,2,CAMIONETA,DODGE,RAM,1,1,1417,Robo de autopartes y cristalazo,-102.28686369,21.88299132
191099665,30411,10,2019-10-03,4,7,51,1,FRACCIONAMIENTO,PILAR BLANCO,981,ANDADOR,BUITRE,1TK,",,4,,",NINGUNO,NINGUNO,NINGUNO,NINGUNO,NINGUNO,NINGUNO,2,false,false,9,M,CARLA ALEJANDRA CAMACHO,0,0,N,N,2,22,0,0,false,1,2,AUTOMOVIL,ND,ND,1,2,1418,Robo de autopartes y cristalazo,-102.30058369,21.84994213
191100446,30411,10,2019-10-03,4,12,29,5,COLONIA,ARBOLEDAS DE PASO BLANCO,114,CALLE,MOLUDA,NA,",,,",CALLE,OLIVO,CALLE,EMPERADOR,CALLE,MALAGA,7,false,false,9,ND,ND,0,0,N,N,3,39,0,0,false,1,4,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,1419,Robo de autopartes y cristalazo,-102.30209781,21.96275315
191103259,30411,10,2019-10-04,5,5,36,1,COLONIA,HEORES (DELEGACION MORELOS),717,AVENIDA,ADOLFO LOPEZ MATEOS ORIENTE,NA,",,,",PRIVADA,JAIME NUNO,AVENIDA,CONVENCION DE 1914 ORIENTE,NINGUNO,NINGUNO,3,false,false,9,ND,ND,0,0,N,N,5,24,0,2500,false,1,2,AUTOMOVIL,FORD,TOPAZ,1,2,1420,Robo de autopartes y cristalazo,-102.27035069,21.87807146
191103441,30411,10,2019-10-04,5,8,22,1,FRACCIONAMIENTO,CANTERAS DE SAN JOSE,400,CALLE,COLOTLAN,NA,"304,,,",CALLE,PASEO DE TALPA,PROLONGACION,PASEO DE YAHUALICA ORIENTE,CALLE,ZAPOPAN,2,false,false,9,ND,ND,0,0,N,N,6,"24,27",0,0,false,1,3,CAMIONETA,VOLKSWAGEN,CARIBE,1,1,1421,Robo de autopartes y cristalazo,-102.32981662,21.85982726
191103596,30411,10,2019-10-04,5,9,20,1,SIN TIPO,DESARROLLO 24 (PLAZA PATIO),727,AVENIDA,MAHATMA GANDHI,NA,",,,",CALLE,VALENTE QUINTANA,CALLE,JOSE MARIA CHAVEZ,AVENIDA,AGUASCALIENTES,3,false,false,9,ND,ND,0,0,N,N,2,26,0,0,false,1,1,AUTOMOVIL,CHEVROLET,SPARK,1,1,1422,Robo de autopartes y cristalazo,-102.29290640,21.85304320
191109989,30403,10,2019-10-04,5,11,23,1,COLONIA,INDUSTRIAL,919,CALLE,DOCTOR CARLOS M LOPEZ,NA,",,,",CALLE,PETROLEOS MEXICANOS,CAÑÑE,MELQUIADES MORENO,CALLE,PROFESOR EDMUNDO GAMEZ OROZCO,6,false,false,9,ND,ND,0,0,N,N,2,22,0,0,false,4,2,CAMIONETA,CHEVROLET,SILVERADO,1,1,1423,Robo de autopartes y cristalazo,-102.29306086,21.89818993
191104154,30403,10,2019-10-04,5,12,5,1,FRACCIONAMIENTO,PRADOS DE VILLASUNCION,946,CALLE,ABRAHAM GONZALEZ,NA,",,,",CALLE,PARQUE DE LOS EUCALIPTOS,CALLE,PARQUE DE LOS NOGALES,CALLE,PASEO DE TONATIU,2,false,false,9,H,EL GALLO,0,0,N,N,2,"22,38",0,0,false,4,2,CAMIONETA,ND,ND,1,1,1424,Robo de autopartes y cristalazo,-102.29604694,21.84846497
191104569,30411,10,2019-10-04,5,13,59,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR ALAMEDA),516,CALLE,JOSE A PINEDO,NA,"418,,,",CALLE,JOSE G CRUZ,CALLE,VALLE DE LOS ROMEROS,CALLE,DOMINGO VELAZCO,5,false,false,9,ND,ND,0,0,N,N,2,"22,26,11",0,6000,false,1,3,CAMIONETA,CHEVROLET,SUBURBAN,1,1,1425,Robo de autopartes y cristalazo,-102.26497946,21.93137457
191106495,30403,10,2019-10-04,5,22,22,5,COMUNIDAD,LOS ARQUITOS,173R,CALLE,GUADALUPE GONZALEZ - CENTRO HIPICO,NA,",,,",CALLE,ROMAN LOERA,AVENIDA,SIGLO XXI,NINGUNO,NINGUNO,7,false,false,9,ND,ND,0,0,N,N,4,"3,26,27",0,0,false,4,1,AUTOMOVIL,NISSAN,TIIDA,1,1,1426,Robo de autopartes y cristalazo,-102.36303234,21.92395327
191106544,30411,10,2019-10-04,4,23,34,1,FRACCIONAMIENTO,LAS AMERICAS (DELEGACION CENTRO),1114,CALLE,REPUBLICA DE PANAMA,NA,",,,",CALLE,REPUBLICA DE URUGUAY,CALLE,REPUBLICA DEL CHILE,AVENIDA,CONVENCION DE 1914 SUR,2,false,false,9,ND,ND,0,0,N,N,4,"24,11,27",0,2500,false,1,3,CAMIONETA,CHEVROLET,SILVERADO,1,1,1427,Robo de autopartes y cristalazo,-102.30151113,21.86740585
191110975,30411,10,2019-10-06,7,1,25,1,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,777,AVENIDA,AGUASCALIENTES NORTE,NA,",,,",CALLE,SIERRA DE TEPOZOTLAN,CALLE,SAN JUAN DE LOS LAGOS,CALLE,SIERRA DE LA ESCONDIDA,6,false,false,9,ND,ND,0,0,N,N,3,"22,23",0,0,false,1,2,AUTOMOVIL,VOLKSWAGEN,GOLF,1,1,1428,Robo de autopartes y cristalazo,-102.31083429,21.91607404
191112325,30411,10,2019-10-06,7,11,11,1,COLONIA,ZONA CENTRO,906,CALLE,PEDRO PARGA,NA,",,,",CALLE,RAMON LOPEZ VELARDE,CALL E,GENERAL IGNACIO ZARAGOZA,CALLE,LICENCIADO FRANCISCO PRIMO VERDAD,1,false,false,9,ND,ND,0,0,N,N,2,24,0,0,false,1,2,CAMIONETA,FORD,WINSTAR,1,1,1429,Robo de autopartes y cristalazo,-102.29356644,21.88438052
191112538,30403,10,2019-10-06,7,12,54,1,CONDOMINIO,OJOCALIENTE FOVISSSTE I,739,AVENIDA,ANTARES,NA,"828,,,",AVENIDA,PASEO DE LA CRUZ,CIRCUITO,TRES,ANDADOR,NINGUNO,3,false,false,9,ND,ND,0,0,N,N,3,"24,3",0,0,false,4,3,CAMIONETA,FORD,ND,1,1,1430,Robo de autopartes y cristalazo,-102.25923951,21.87387472
191112601,30403,10,2019-10-06,7,13,24,5,FRACCIONAMIENTO,AYUNTAMIENTO,223,CALLE,MARIANO MATAMOROS,NA,",,,",CALLE,LAZARO CARDENAS,AVENIDA,CONSTITUCION,AVENIDA,GUADALUPE VICTORIA,7,false,false,9,ND,ND,0,0,N,N,3,39,0,0,false,4,4,AUTOMOVIL,FORD,FUSION,1,1,1431,Robo de autopartes y cristalazo,-102.34941024,21.96418908
191112945,30411,10,2019-10-06,7,15,28,1,SIN TIPO,DESARROLLO 55 (BODEGA AURRERA PINTORES),802,AVENIDA,SIGLO XXI,NA,",,,",CALLE,SIERRA DE SAN BERNARDINO,CALLE,JOSE LUIS CUEVAS,CALLE,HERMENEGILDO BUSTOS,5,false,false,9,ND,ND,0,0,N,N,3,"23,11",0,4000,false,1,2,CAMIONETA,FORD,F150,1,1,1432,Robo de autopartes y cristalazo,-102.26125010,21.91942257
191112958,30411,10,2019-10-06,7,15,32,1,SIN TIPO,DESARROLLO 55 (BODEGA AURRERA PINTORES),802,AVENIDA,SIGLO XXI,NA,",,,",CALLE,JOSE LUIS CUEVAS,CALLE,SIERRA SAN BERNARDINO,CALLE,HERMENEGILDO BUSTOS,5,false,false,9,ND,ND,0,0,N,N,3,24,0,0,false,1,2,CAMIONETA,CHRYSLER,VOYAGUER,1,1,1433,Robo de autopartes y cristalazo,-102.26135288,21.91942026
